Orthogroup	Junonia_coenia	Danaus_plexippus
OG0008961	JC_10013-RA	DPOGS210476-PA
OG0008962	JC_13862-RA	DPOGS205969-PA
OG0008963	JC_06001-RA	DPOGS205404-PA
OG0008964	JC_09497-RA	DPOGS208584-PA
OG0008965	JC_12312-RA	DPOGS204173-PA
OG0008967	JC_10827-RA	DPOGS200439-PA
OG0008968	JC_12313-RA	DPOGS204174-PA
OG0008969	JC_08212-RA	DPOGS211103-PA
OG0008972	JC_03903-RA	DPOGS213804-PA
OG0008973	JC_03905-RA	DPOGS213805-PA
OG0008974	JC_11475-RA	DPOGS210018-PA
OG0008976	JC_13934-RA	DPOGS213260-PA
OG0008977	JC_05997-RA	DPOGS205398-PA
OG0008981	JC_06915-RA	DPOGS213586-PA
OG0008983	JC_01140-RA	DPOGS203647-PA
OG0008984	JC_03906-RA	DPOGS203056-PA
OG0008985	JC_15897-RA	DPOGS212530-PA
OG0008987	JC_14822-RA	DPOGS210023-PA
OG0008988	JC_14821-RA	DPOGS210025-PA
OG0008989	JC_05986-RA	DPOGS205412-PA
OG0008990	JC_06445-RA	DPOGS211570-PA
OG0008995	JC_05980-RA	DPOGS205420-PA
OG0008996	JC_06453-RA	DPOGS211575-PA
OG0008997	JC_11458-RA	DPOGS210008-PA
OG0008998	JC_16869-RA	DPOGS214455-PA
OG0008999	JC_14811-RA	DPOGS210019-PA
OG0009000	JC_09991-RA	DPOGS209129-PA
OG0009001	JC_11455-RA	DPOGS205477-PA
OG0009002	JC_13947-RA	DPOGS213251-PA
OG0009003	JC_11454-RA	DPOGS205463-PA
OG0009005	JC_03910-RA	DPOGS203053-PA
OG0009006	JC_04687-RA	DPOGS200919-PA
OG0009007	JC_05973-RA	DPOGS205390-PA
OG0009008	JC_05972-RA	DPOGS205423-PA
OG0009009	JC_05969-RA	DPOGS201073-PA
OG0009010	JC_06905-RA	DPOGS213580-PA
OG0009011	JC_09487-RA	DPOGS205027-PA
OG0009012	JC_05966-RA	DPOGS201086-PA
OG0009013	JC_03962-RA	DPOGS203046-PA
OG0009014	JC_03964-RA	DPOGS203049-PA
OG0009015	JC_03965-RA	DPOGS203048-PA
OG0009016	JC_11697-RA	DPOGS207069-PA, DPOGS207068-PA
OG0009018	JC_14804-RA	DPOGS204798-PA
OG0009019	JC_02077-RA	DPOGS209677-PA
OG0009020	JC_03967-RA	DPOGS206120-PA
OG0009021	JC_00547-RA	DPOGS204395-PA
OG0009022	JC_04700-RA	DPOGS207954-PA
OG0009023	JC_13173-RA	DPOGS200939-PA
OG0009024	JC_04702-RA	DPOGS207953-PA
OG0009025	JC_09478-RA	DPOGS205791-PA
OG0009026	JC_08240-RA	DPOGS211079-PA
OG0009027	JC_16850-RA	DPOGS214451-PA
OG0009028	JC_06880-RA	DPOGS213553-PA
OG0009030	JC_10813-RA	DPOGS200433-PA
OG0009032	JC_13177-RA	DPOGS212055-PA
OG0009033	JC_04707-RA	DPOGS207948-PA
OG0009034	JC_15835-RA, JC_15834-RA	DPOGS201728-PA
OG0009035	JC_10809-RA	DPOGS200432-PA
OG0009036	JC_11166-RA	DPOGS214029-PA
OG0009037	JC_03973-RA	DPOGS206114-PA
OG0009039	JC_02070-RA	DPOGS201395-PA
OG0009040	JC_10806-RA	DPOGS200431-PA
OG0009042	JC_13193-RA	DPOGS212018-PA
OG0009044	JC_03974-RA	DPOGS206113-PA
OG0009045	JC_03977-RA	DPOGS206061-PA
OG0009047	JC_07183-RA	DPOGS214812-PA
OG0009048	JC_03978-RA	DPOGS206112-PA
OG0009049	JC_11653-RA	DPOGS212700-PA
OG0009050	JC_10805-RA	DPOGS207370-PA
OG0009051	JC_02633-RA	DPOGS216009-PA
OG0009052	JC_03378-RA	DPOGS209270-PA
OG0009053	JC_10802-RA	DPOGS207393-PA
OG0009054	JC_13896-RA	DPOGS215508-PA
OG0009055	JC_05355-RA	DPOGS213729-PA
OG0009058	JC_03983-RA	DPOGS206065-PA
OG0009059	JC_10801-RA	DPOGS207392-PA
OG0009060	JC_04718-RA	DPOGS207942-PA
OG0009062	JC_03984-RA	DPOGS206067-PA
OG0009063	JC_09467-RA	DPOGS205803-PA
OG0009065	JC_14705-RA	DPOGS200536-PA
OG0009066	JC_03987-RA	DPOGS206108-PA
OG0009068	JC_04724-RA	DPOGS207965-PA
OG0009069	JC_03988-RA	DPOGS206070-PA
OG0009070	JC_04726-RA	DPOGS207966-PA
OG0009071	JC_10790-RA	DPOGS207373-PA
OG0009072	JC_01161-RA	DPOGS203840-PA
OG0009074	JC_16875-RA	DPOGS215104-PA
OG0009075	JC_03999-RA	DPOGS206104-PA
OG0009077	JC_15791-RA	DPOGS203629-PA
OG0009079	JC_10781-RA	DPOGS207382-PA
OG0009080	JC_14197-RA	DPOGS212669-PA
OG0009084	JC_12366-RA	DPOGS214580-PA
OG0009085	JC_08866-RA	DPOGS202065-PA
OG0009086	JC_04738-RA	DPOGS207936-PA
OG0009088	JC_04002-RA	DPOGS206075-PA
OG0009089	JC_12264-RA	DPOGS214941-PA
OG0009090	JC_07173-RA	DPOGS214818-PA
OG0009091	JC_06484-RA	DPOGS207614-PA
OG0009092	JC_08861-RA	DPOGS202015-PA
OG0009093	JC_04004-RA	DPOGS206076-PA
OG0009094	JC_12092-RA	DPOGS212715-PA
OG0009095	JC_04005-RA	DPOGS206102-PA
OG0009096	JC_05339-RA	DPOGS215514-PA
OG0009097	JC_04006-RA	DPOGS206101-PA
OG0009099	JC_02045-RA	DPOGS203992-PA
OG0009100	JC_05950-RA	DPOGS209699-PA
OG0009102	JC_04007-RA	DPOGS206100-PA, DPOGS206031-PA
OG0009104	JC_03354-RA	DPOGS204350-PA
OG0009107	JC_04010-RA	DPOGS206079-PA
OG0009108	JC_04012-RA	DPOGS206096-PA
OG0009109	JC_04013-RA	DPOGS206081-PA
OG0009110	JC_04014-RA	DPOGS206095-PA
OG0009111	JC_03350-RA	DPOGS204323-PA
OG0009112	JC_04019-RA	DPOGS206094-PA
OG0009113	JC_14688-RA	DPOGS200544-PA
OG0009114	JC_01177-RA	DPOGS203659-PA
OG0009115	JC_04024-RA	DPOGS206091-PA
OG0009117	JC_08851-RA	DPOGS202056-PA
OG0009118	JC_08849-RA	DPOGS202055-PA
OG0009119	JC_14683-RA	DPOGS200551-PA
OG0009121	JC_15244-RA	DPOGS201644-PA
OG0009122	JC_15245-RA	DPOGS201643-PA
OG0009123	JC_07161-RA	DPOGS206171-PA, DPOGS206170-PA
OG0009124	JC_13210-RA	DPOGS212045-PA
OG0009125	JC_09843-RA	DPOGS210517-PA
OG0009126	JC_04763-RA	DPOGS207983-PA
OG0009127	JC_04764-RA	DPOGS207984-PA
OG0009128	JC_04028-RA	DPOGS205072-PA
OG0009129	JC_04765-RA	DPOGS207985-PA
OG0009130	JC_08264-RA	DPOGS215842-PA
OG0009131	JC_01185-RA	DPOGS203832-PA
OG0009132	JC_03348-RA	DPOGS204324-PA
OG0009133	JC_08267-RA	DPOGS215811-PA
OG0009134	JC_04030-RA	DPOGS205071-PA
OG0009135	JC_03347-RA	DPOGS204325-PA
OG0009136	JC_00510-RA	DPOGS204471-PA
OG0009137	JC_07157-RA	DPOGS207312-PA
OG0009139	JC_11663-RA	DPOGS212737-PA
OG0009140	JC_01187-RA	DPOGS203831-PA
OG0009141	JC_02080-RA	DPOGS203906-PA
OG0009144	JC_04041-RA	DPOGS205070-PA
OG0009145	JC_00502-RA	DPOGS204421-PA
OG0009148	JC_14669-RA	DPOGS201709-PA
OG0009149	JC_07155-RA	DPOGS207310-PA
OG0009150	JC_00496-RA	DPOGS204424-PA
OG0009151	JC_05318-RA	DPOGS203221-PA
OG0009153	JC_04045-RA	DPOGS205068-PA
OG0009154	JC_14164-RA	DPOGS202474-PA
OG0009155	JC_04050-RA	DPOGS205078-PA
OG0009156	JC_15236-RA	DPOGS212543-PA
OG0009158	JC_06500-RA	DPOGS202604-PA
OG0009160	JC_04052-RA	DPOGS205067-PA
OG0009161	JC_03329-RA	DPOGS204336-PA
OG0009162	JC_04053-RA	DPOGS205080-PA
OG0009163	JC_00493-RA	DPOGS204426-PA
OG0009164	JC_11920-RA	DPOGS207057-PA
OG0009166	JC_04057-RA	DPOGS205082-PA
OG0009167	JC_16954-RA, JC_14622-RA, JC_15274-RA, JC_15953-RA, JC_04536-RA, JC_13917-RA	DPOGS205449-PA
OG0009168	JC_04058-RA	DPOGS205065-PA
OG0009169	JC_07582-RA	DPOGS202739-PA
OG0009170	JC_03324-RA	DPOGS200383-PA
OG0009172	JC_04795-RA	DPOGS215596-PA
OG0009173	JC_07579-RA	DPOGS202727-PA
OG0009174	JC_02088-RA	DPOGS203956-PA
OG0009175	JC_05306-RA	DPOGS203157-PA
OG0009177	JC_00487-RA	DPOGS204459-PA
OG0009178	JC_07574-RA	DPOGS211253-PA
OG0009180	JC_04797-RA	DPOGS215566-PA
OG0009184	JC_12566-RA	DPOGS202244-PA
OG0009185	JC_13729-RA	DPOGS209325-PA
OG0009187	JC_08831-RA	DPOGS208994-PA
OG0009190	JC_05302-RA	DPOGS203213-PA
OG0009191	JC_05922-RA	DPOGS215088-PA
OG0009192	JC_04061-RA	DPOGS205085-PA
OG0009193	JC_07567-RA	DPOGS211249-PA
OG0009195	JC_01219-RA	DPOGS203818-PA
OG0009197	JC_06505-RA	DPOGS202616-PA
OG0009199	JC_04808-RA	DPOGS215560-PA
OG0009202	JC_08289-RA	DPOGS215822-PA
OG0009203	JC_00457-RA	DPOGS208064-PA
OG0009204	JC_06513-RA	DPOGS202619-PA
OG0009205	JC_10850-RA	DPOGS200615-PA
OG0009206	JC_04081-RA	DPOGS205092-PA
OG0009207	JC_15350-RA	DPOGS211067-PA
OG0009208	JC_01232-RA	DPOGS203815-PA
OG0009210	JC_04087-RA	DPOGS205057-PA
OG0009211	JC_11943-RA, JC_11939-RA, JC_11941-RA	DPOGS206887-PA
OG0009212	JC_11944-RA	DPOGS206889-PA, DPOGS206888-PA
OG0009213	JC_04088-RA	DPOGS205056-PA
OG0009214	JC_04089-RA	DPOGS205095-PA
OG0009215	JC_04090-RA	DPOGS205055-PA
OG0009216	JC_04091-RA	DPOGS205096-PA
OG0009217	JC_04092-RA	DPOGS205054-PA
OG0009218	JC_08290-RA	DPOGS206543-PA
OG0009219	JC_15345-RA	DPOGS211065-PA
OG0009220	JC_05897-RA	DPOGS201072-PA
OG0009222	JC_13828-RA	DPOGS200530-PA
OG0009223	JC_08822-RA	DPOGS208861-PA
OG0009225	JC_04101-RA	DPOGS205052-PA
OG0009227	JC_04102-RA	DPOGS205098-PA
OG0009228	JC_04103-RA	DPOGS205051-PA
OG0009230	JC_13709-RA	DPOGS206411-PA
OG0009232	JC_04104-RA	DPOGS205049-PA
OG0009234	JC_05888-RA	DPOGS201092-PA
OG0009235	JC_02692-RA	DPOGS215992-PA
OG0009236	JC_05886-RA	DPOGS201068-PA
OG0009237	JC_08301-RA	DPOGS206536-PA
OG0009239	JC_00318-RA	DPOGS204243-PA
OG0009240	JC_13819-RA	DPOGS200568-PA
OG0009242	JC_05880-RA	DPOGS201067-PA
OG0009243	JC_11957-RA	DPOGS206891-PA
OG0009245	JC_02693-RA	DPOGS215991-PA
OG0009246	JC_08818-RA	DPOGS208988-PA
OG0009248	JC_04896-RA	DPOGS207591-PA
OG0009249	JC_04105-RA, JC_04106-RA	DPOGS205099-PA
OG0009250	JC_03286-RA	DPOGS205349-PA
OG0009251	JC_11964-RA	DPOGS207043-PA
OG0009252	JC_08815-RA	DPOGS208986-PA
OG0009254	JC_13809-RA	DPOGS200572-PA
OG0009255	JC_00324-RA	DPOGS204236-PA
OG0009256	JC_11234-RA	DPOGS206611-PA
OG0009258	JC_10865-RA	DPOGS200608-PA
OG0009259	JC_04107-RA	DPOGS205048-PA
OG0009260	JC_15745-RA	DPOGS214474-PA
OG0009261	JC_05872-RA	DPOGS201097-PA
OG0009263	JC_13702-RA	DPOGS206428-PA
OG0009264	JC_13701-RA	DPOGS206429-PA
OG0009265	JC_09919-RA	DPOGS209398-PA
OG0009266	JC_10885-RA	DPOGS200692-PA
OG0009267	JC_11970-RA	DPOGS207039-PA
OG0009268	JC_12529-RA	DPOGS202268-PA
OG0009269	JC_04112-RA	DPOGS210404-PA
OG0009270	JC_04114-RA	DPOGS205101-PA
OG0009272	JC_00332-RA	DPOGS204232-PA
OG0009274	JC_02149-RA	DPOGS203390-PA
OG0009275	JC_12272-RA	DPOGS214934-PA
OG0009276	JC_08319-RA	DPOGS214187-PA
OG0009278	JC_04116-RA	DPOGS213010-PA
OG0009279	JC_04117-RA	DPOGS213012-PA
OG0009282	JC_10890-RA	DPOGS200685-PA
OG0009286	JC_08327-RA	DPOGS214200-PA
OG0009288	JC_10339-RA	DPOGS214320-PA
OG0009290	JC_04118-RA	DPOGS213014-PA
OG0009292	JC_07127-RA	DPOGS207256-PA
OG0009293	JC_04120-RA	DPOGS214930-PA
OG0009295	JC_00364-RA	DPOGS204221-PA
OG0009296	JC_14762-RA	DPOGS204059-PA
OG0009297	JC_07548-RA	DPOGS206443-PA
OG0009298	JC_10893-RA	DPOGS209706-PA
OG0009299	JC_09377-RA	DPOGS201999-PA
OG0009300	JC_04123-RA	DPOGS213007-PA
OG0009301	JC_08338-RA	DPOGS214170-PA
OG0009302	JC_07124-RA	DPOGS207299-PA
OG0009303	JC_03265-RA	DPOGS203605-PA
OG0009305	JC_01271-RA	DPOGS203701-PA
OG0009306	JC_04124-RA	DPOGS213006-PA
OG0009308	JC_04126-RA	DPOGS213018-PA
OG0009309	JC_13261-RA	DPOGS214871-PA
OG0009310	JC_04127-RA	DPOGS213005-PA
OG0009312	JC_03259-RA	DPOGS203603-PA
OG0009313	JC_02205-RA	DPOGS206138-PA
OG0009314	JC_02204-RA	DPOGS206139-PA
OG0009315	JC_02202-RA	DPOGS206140-PA
OG0009316	JC_02729-RA	DPOGS211928-PA
OG0009317	JC_08803-RA	DPOGS208875-PA
OG0009318	JC_10912-RA	DPOGS209740-PA
OG0009320	JC_04128-RA	DPOGS213001-PA
OG0009321	JC_09374-RA	DPOGS201967-PA, DPOGS213741-PA
OG0009323	JC_02200-RA	DPOGS206045-PA
OG0009324	JC_02199-RA	DPOGS206141-PA
OG0009325	JC_08361-RA	DPOGS214160-PA
OG0009327	JC_10360-RA	DPOGS214356-PA
OG0009328	JC_04131-RA	DPOGS213022-PA
OG0009329	JC_07687-RA	DPOGS207806-PA
OG0009330	JC_10923-RA	DPOGS209717-PA
OG0009331	JC_13265-RA	DPOGS214845-PA
OG0009332	JC_13266-RA	DPOGS214869-PA
OG0009334	JC_12182-RA	DPOGS201800-PA
OG0009335	JC_02196-RA	DPOGS206143-PA
OG0009336	JC_12181-RA	DPOGS201801-PA
OG0009338	JC_10929-RA	DPOGS209719-PA
OG0009339	JC_10368-RA	DPOGS214336-PA
OG0009340	JC_04133-RA	DPOGS213026-PA
OG0009341	JC_11261-RA	DPOGS206628-PA
OG0009342	JC_04135-RA	DPOGS213000-PA
OG0009343	JC_08955-RA	DPOGS208967-PA
OG0009344	JC_02192-RA	DPOGS206145-PA
OG0009345	JC_04137-RA	DPOGS213030-PA
OG0009347	JC_04138-RA	DPOGS212998-PA
OG0009348	JC_04141-RA	DPOGS212996-PA
OG0009349	JC_13754-RA	DPOGS207402-PA
OG0009350	JC_13270-RA	DPOGS214848-PA
OG0009351	JC_10376-RA	DPOGS214346-PA
OG0009353	JC_00373-RA	DPOGS203078-PA
OG0009354	JC_05699-RA	DPOGS208024-PA
OG0009355	JC_04142-RA	DPOGS213031-PA
OG0009357	JC_05228-RA	DPOGS212267-PA
OG0009359	JC_12306-RA	DPOGS204017-PA
OG0009360	JC_11158-RA	DPOGS202630-PA
OG0009361	JC_02177-RA	DPOGS206032-PA
OG0009362	JC_13277-RA	DPOGS214860-PA
OG0009365	JC_02174-RA	DPOGS206030-PA
OG0009368	JC_02934-RA	DPOGS215960-PA
OG0009371	JC_00391-RA	DPOGS208666-PA
OG0009373	JC_13286-RA	DPOGS209069-PA
OG0009375	JC_12681-RA	DPOGS204042-PA
OG0009376	JC_01291-RA	DPOGS203717-PA
OG0009378	JC_12674-RA	DPOGS204039-PA
OG0009380	JC_07702-RA	DPOGS207816-PA
OG0009384	JC_02206-RA	DPOGS206136-PA
OG0009386	JC_12669-RA	DPOGS204038-PA
OG0009388	JC_08981-RA	DPOGS208916-PA
OG0009390	JC_02926-RA	DPOGS215957-PA
OG0009392	JC_10394-RA, JC_10393-RA	DPOGS202897-PA
OG0009394	JC_06667-RA	DPOGS210674-PA
OG0009399	JC_13627-RA	DPOGS206417-PA
OG0009400	JC_12651-RA	DPOGS204030-PA
OG0009401	JC_00410-RA	DPOGS208658-PA
OG0009402	JC_12649-RA	DPOGS204031-PA
OG0009403	JC_07092-RA	DPOGS207274-PA
OG0009404	JC_07091-RA	DPOGS207280-PA
OG0009405	JC_06661-RA	DPOGS210679-PA
OG0009406	JC_04850-RA	DPOGS202450-PA
OG0009407	JC_06659-RA	DPOGS210681-PA
OG0009408	JC_15370-RA, JC_15369-RA	DPOGS202421-PA
OG0009409	JC_05219-RA	DPOGS212278-PA
OG0009410	JC_05218-RA	DPOGS212277-PA
OG0009412	JC_10952-RA	DPOGS201037-PA
OG0009414	JC_07723-RA, JC_07722-RA	DPOGS207827-PA
OG0009418	JC_04148-RA	DPOGS212992-PA
OG0009420	JC_01869-RA	DPOGS203971-PA
OG0009422	JC_03895-RA	DPOGS213798-PA
OG0009426	JC_10955-RA	DPOGS201035-PA
OG0009427	JC_10956-RA	DPOGS200977-PA
OG0009428	JC_10380-RA	DPOGS214341-PA
OG0009430	JC_01058-RA	DPOGS201492-PA
OG0009432	JC_07741-RA	DPOGS207725-PA
OG0009434	JC_06657-RA	DPOGS210685-PA
OG0009435	JC_07001-RA	DPOGS211644-PA
OG0009438	JC_07002-RA	DPOGS211645-PA
OG0009439	JC_07006-RA	DPOGS211635-PA
OG0009441	JC_07007-RA	DPOGS211648-PA
OG0009442	JC_15380-RA	DPOGS211987-PA
OG0009445	JC_08394-RA	DPOGS214228-PA
OG0009446	JC_07009-RA	DPOGS211649-PA
OG0009447	JC_07010-RA	DPOGS211650-PA
OG0009448	JC_09007-RA	DPOGS208957-PA
OG0009450	JC_04158-RA	DPOGS213044-PA
OG0009451	JC_10966-RA	DPOGS201026-PA
OG0009452	JC_08392-RA	DPOGS214227-PA
OG0009454	JC_05198-RA	DPOGS213837-PA
OG0009455	JC_13929-RA	DPOGS213263-PA
OG0009457	JC_00295-RA	DPOGS204255-PA
OG0009458	JC_13931-RA	DPOGS213262-PA
OG0009459	JC_03209-RA	DPOGS214771-PA
OG0009460	JC_13861-RA, JC_13860-RA	DPOGS205991-PA
OG0009461	JC_13857-RA	DPOGS205992-PA
OG0009462	JC_12074-RA	DPOGS206987-PA
OG0009463	JC_12626-RA	DPOGS212868-PA
OG0009467	JC_13854-RA	DPOGS205995-PA
OG0009468	JC_10453-RA	DPOGS209894-PA
OG0009469	JC_04162-RA	DPOGS202114-PA
OG0009472	JC_05191-RA	DPOGS213829-PA
OG0009473	JC_05800-RA	DPOGS215396-PA, DPOGS215398-PA
OG0009474	JC_08429-RA	DPOGS214255-PA
OG0009475	JC_05187-RA	DPOGS213840-PA
OG0009479	JC_04165-RA	DPOGS202115-PA
OG0009480	JC_02897-RA	DPOGS211920-PA
OG0009481	JC_08435-RA	DPOGS214257-PA
OG0009482	JC_10988-RA	DPOGS200988-PA
OG0009483	JC_02890-RA	DPOGS211917-PA
OG0009484	JC_07052-RA	DPOGS204893-PA
OG0009486	JC_04168-RA, JC_04166-RA	DPOGS202110-PA
OG0009487	JC_04169-RA	DPOGS202116-PA
OG0009489	JC_04817-RA	DPOGS205758-PA
OG0009490	JC_12575-RA	DPOGS212857-PA
OG0009492	JC_12580-RA	DPOGS212856-PA
OG0009494	JC_08442-RA	DPOGS214262-PA
OG0009495	JC_09033-RA	DPOGS208941-PA
OG0009496	JC_10992-RA	DPOGS200992-PA
OG0009497	JC_07055-RA	DPOGS204868-PA
OG0009498	JC_08446-RA	DPOGS214263-PA
OG0009500	JC_05184-RA	DPOGS213825-PA
OG0009506	JC_12592-RA	DPOGS212847-PA
OG0009509	JC_09034-RA	DPOGS208923-PA
OG0009510	JC_08460-RA	DPOGS214268-PA
OG0009512	JC_15472-RA	DPOGS205498-PA
OG0009513	JC_04174-RA	DPOGS202119-PA
OG0009514	JC_04175-RA	DPOGS202108-PA
OG0009515	JC_04179-RA	DPOGS202121-PA
OG0009517	JC_04180-RA	DPOGS202106-PA
OG0009518	JC_09044-RA	DPOGS208935-PA
OG0009519	JC_06989-RA	DPOGS213506-PA
OG0009520	JC_06988-RA	DPOGS213626-PA
OG0009521	JC_05835-RA	DPOGS215381-PA
OG0009523	JC_06631-RA	DPOGS210711-PA
OG0009526	JC_09050-RA	DPOGS208934-PA
OG0009527	JC_01835-RA	DPOGS212556-PA
OG0009528	JC_05089-RA	DPOGS209946-PA
OG0009529	JC_07201-RA	DPOGS212329-PA
OG0009530	JC_05091-RA	DPOGS209947-PA
OG0009531	JC_04182-RA	DPOGS202123-PA
OG0009532	JC_06628-RA	DPOGS210714-PA
OG0009533	JC_04184-RA	DPOGS202103-PA
OG0009534	JC_07205-RA	DPOGS212327-PA
OG0009535	JC_04185-RA	DPOGS202124-PA
OG0009536	JC_11763-RA	DPOGS207005-PA
OG0009538	JC_05093-RA	DPOGS209976-PA
OG0009539	JC_03170-RA	DPOGS200312-PA
OG0009540	JC_11767-RA	DPOGS206931-PA
OG0009541	JC_05097-RA	DPOGS209980-PA
OG0009542	JC_11776-RA	DPOGS207009-PA
OG0009544	JC_07781-RA	DPOGS207701-PA
OG0009546	JC_07790-RA	DPOGS207698-PA
OG0009548	JC_04932-RA, JC_04931-RA	DPOGS211415-PA
OG0009549	JC_11780-RA	DPOGS206926-PA
OG0009551	JC_08480-RA	DPOGS214283-PA
OG0009552	JC_04934-RA	DPOGS211416-PA
OG0009553	JC_04935-RA	DPOGS211399-PA
OG0009555	JC_05101-RA	DPOGS209983-PA
OG0009556	JC_05102-RA	DPOGS209949-PA
OG0009557	JC_05103-RA	DPOGS209984-PA
OG0009559	JC_04945-RA	DPOGS211421-PA
OG0009560	JC_05845-RA	DPOGS215416-PA
OG0009561	JC_09059-RA	DPOGS200053-PA
OG0009562	JC_05111-RA	DPOGS209974-PA
OG0009564	JC_13539-RA	DPOGS202358-PA
OG0009566	JC_05112-RA	DPOGS209973-PA
OG0009567	JC_05114-RA	DPOGS209956-PA
OG0009568	JC_04190-RA	DPOGS202099-PA
OG0009569	JC_05116-RA, JC_05115-RA	DPOGS209972-PA
OG0009571	JC_04191-RA	DPOGS202126-PA
OG0009572	JC_05118-RA	DPOGS209957-PA
OG0009573	JC_05119-RA	DPOGS209971-PA
OG0009575	JC_04952-RA	DPOGS211424-PA
OG0009576	JC_13537-RA	DPOGS202357-PA
OG0009577	JC_09278-RA	DPOGS202805-PA
OG0009579	JC_07800-RA	DPOGS200818-PA
OG0009580	JC_15441-RA	DPOGS205517-PA
OG0009581	JC_05121-RA	DPOGS209959-PA
OG0009582	JC_05122-RA	DPOGS209968-PA
OG0009583	JC_07210-RA	DPOGS212319-PA
OG0009585	JC_04207-RA	DPOGS202093-PA
OG0009586	JC_01820-RA	DPOGS212561-PA
OG0009588	JC_04961-RA	DPOGS205851-PA
OG0009589	JC_13522-RA	DPOGS210298-PA
OG0009590	JC_08489-RA	DPOGS214098-PA
OG0009592	JC_05138-RA	DPOGS200648-PA
OG0009593	JC_11798-RA	DPOGS206918-PA
OG0009594	JC_04213-RA	DPOGS200182-PA
OG0009595	JC_05139-RA	DPOGS200591-PA
OG0009596	JC_05143-RA	DPOGS200645-PA
OG0009597	JC_05144-RA	DPOGS200594-PA
OG0009598	JC_05145-RA	DPOGS200644-PA
OG0009599	JC_05146-RA	DPOGS200595-PA
OG0009601	JC_04217-RA	DPOGS200180-PA
OG0009602	JC_00851-RA	DPOGS210601-PA
OG0009604	JC_08499-RA	DPOGS214290-PA
OG0009605	JC_08501-RA	DPOGS214291-PA
OG0009606	JC_11812-RA	DPOGS206964-PA
OG0009607	JC_00211-RA	DPOGS208725-PA
OG0009608	JC_00210-RA	DPOGS208714-PA
OG0009609	JC_09253-RA	DPOGS202835-PA
OG0009610	JC_00205-RA	DPOGS208712-PA
OG0009613	JC_11019-RA	DPOGS215274-PA
OG0009614	JC_08507-RA	DPOGS214088-PA
OG0009615	JC_07831-RA	DPOGS200832-PA
OG0009616	JC_03102-RA	DPOGS200343-PA
OG0009617	JC_11095-RA	DPOGS211605-PA
OG0009618	JC_04977-RA	DPOGS209929-PA
OG0009619	JC_01649-RA	DPOGS203004-PA
OG0009620	JC_00844-RA	DPOGS210597-PA
OG0009622	JC_04229-RA	DPOGS200174-PA
OG0009624	JC_06589-RA	DPOGS208315-PA
OG0009625	JC_00190-RA	DPOGS208733-PA
OG0009626	JC_03087-RA	DPOGS200286-PA
OG0009628	JC_15409-RA	DPOGS207691-PA
OG0009630	JC_09222-RA	DPOGS202828-PA
OG0009633	JC_06586-RA	DPOGS208314-PA
OG0009634	JC_02850-RA	DPOGS200746-PA
OG0009636	JC_11838-RA	DPOGS206863-PA
OG0009638	JC_00861-RA	DPOGS210621-PA
OG0009639	JC_00172-RA	DPOGS208743-PA
OG0009640	JC_01723-RA	DPOGS202977-PA
OG0009643	JC_04989-RA	DPOGS209933-PA
OG0009644	JC_07244-RA	DPOGS212342-PA
OG0009645	JC_00870-RA	DPOGS202234-PA
OG0009646	JC_07246-RA	DPOGS212369-PA
OG0009647	JC_13485-RA	DPOGS208161-PA, DPOGS208160-PA
OG0009649	JC_02837-RA	DPOGS200738-PA
OG0009650	JC_03075-RA	DPOGS200283-PA
OG0009651	JC_04366-RA	DPOGS204762-PA
OG0009652	JC_00878-RA	DPOGS203421-PA
OG0009655	JC_03068-RA	DPOGS200280-PA
OG0009656	JC_07868-RA	DPOGS200850-PA
OG0009658	JC_04357-RA	DPOGS205956-PA
OG0009659	JC_09198-RA	DPOGS202773-PA
OG0009660	JC_04354-RA	DPOGS205955-PA
OG0009661	JC_09194-RA	DPOGS202848-PA
OG0009662	JC_11868-RA	DPOGS207088-PA
OG0009663	JC_04349-RA	DPOGS205929-PA
OG0009664	JC_00888-RA	DPOGS202190-PA
OG0009666	JC_04345-RA	DPOGS205952-PA
OG0009667	JC_04343-RA	DPOGS205950-PA
OG0009669	JC_03047-RA	DPOGS215065-PA
OG0009670	JC_07254-RA	DPOGS212348-PA
OG0009672	JC_04337-RA	DPOGS205933-PA
OG0009673	JC_09117-RA	DPOGS210209-PA
OG0009674	JC_11879-RA, JC_11880-RA	DPOGS206856-PA
OG0009675	JC_01634-RA	DPOGS202995-PA
OG0009677	JC_04334-RA	DPOGS205936-PA
OG0009678	JC_04333-RA	DPOGS205945-PA
OG0009679	JC_04332-RA	DPOGS205944-PA
OG0009680	JC_07268-RA	DPOGS212353-PA
OG0009681	JC_11888-RA	DPOGS206852-PA
OG0009683	JC_07879-RA	DPOGS205700-PA
OG0009684	JC_00903-RA	DPOGS202219-PA
OG0009686	JC_00910-RA	DPOGS202203-PA
OG0009687	JC_01630-RA	DPOGS203016-PA
OG0009688	JC_07882-RA	DPOGS205707-PA
OG0009691	JC_09138-RA	DPOGS210245-PA
OG0009692	JC_11897-RA	DPOGS207098-PA
OG0009693	JC_02812-RA	DPOGS205620-PA
OG0009694	JC_05020-RA	DPOGS211389-PA
OG0009695	JC_09175-RA	DPOGS202866-PA
OG0009696	JC_11900-RA	DPOGS206844-PA
OG0009697	JC_00121-RA, JC_00120-RA	DPOGS208671-PA
OG0009698	JC_09154-RA	DPOGS210220-PA
