Orthogroup	Vanessa_cardui	Junonia_coenia
OG0008643	Vcard_DToL04090-RA	JC_03579-RA
OG0008645	Vcard_DToL04085-RA	JC_03575-RA
OG0008646	Vcard_DToL01886-RA	JC_00704-RA
OG0008648	Vcard_DToL03438-RA	JC_02437-RA
OG0008653	Vcard_DToL10727-RA	JC_06201-RA
OG0008655	Vcard_DToL01890-RA	JC_00703-RA
OG0008656	Vcard_DToL16109-RA	JC_14840-RA
OG0008657	Vcard_DToL15036-RA	JC_12903-RA
OG0008658	Vcard_DToL06217-RA	JC_08009-RA
OG0008659	Vcard_DToL08939-RA	JC_03750-RA
OG0008661	Vcard_DToL12369-RA	JC_06837-RA
OG0008666	Vcard_DToL04764-RA	JC_04542-RA
OG0008669	Vcard_DToL03442-RA	JC_02454-RA
OG0008670	Vcard_DToL12945-RA	JC_10701-RA
OG0008671	Vcard_DToL12833-RA	JC_10735-RA
OG0008672	Vcard_DToL12364-RA	JC_06844-RA
OG0008675	Vcard_DToL18844-RA	JC_16670-RA
OG0008680	Vcard_DToL12361-RA	JC_06846-RA
OG0008681	Vcard_DToL06449-RA	JC_09664-RA
OG0008683	Vcard_DToL08927-RA	JC_03763-RA
OG0008684	Vcard_DToL14045-RA	JC_14025-RA
OG0008693	Vcard_DToL06891-RA	JC_09660-RA
OG0008697	Vcard_DToL00146-RA	JC_01927-RA
OG0008698	Vcard_DToL13474-RA	JC_10157-RA
OG0008701	Vcard_DToL07048-RA	JC_08752-RA
OG0008705	Vcard_DToL09583-RA	JC_07485-RA
OG0008706	Vcard_DToL07195-RA	JC_08760-RA
OG0008712	Vcard_DToL15062-RA	JC_12874-RA
OG0008713	Vcard_DToL08900-RA	JC_03781-RA
OG0008715	Vcard_DToL08892-RA	JC_03785-RA
OG0008716	Vcard_DToL14622-RA	JC_12456-RA
OG0008717	Vcard_DToL08889-RA	JC_03788-RA
OG0008718	Vcard_DToL06157-RA	JC_08047-RA
OG0008719	Vcard_DToL14027-RA	JC_14016-RA
OG0008720	Vcard_DToL06155-RA	JC_08049-RA
OG0008722	Vcard_DToL06154-RA	JC_08051-RA
OG0008723	Vcard_DToL06307-RA	JC_07933-RA
OG0008724	Vcard_DToL10593-RA	JC_06354-RA
OG0008725	Vcard_DToL04896-RA	JC_04381-RA
OG0008726	Vcard_DToL14629-RA	JC_12452-RA
OG0008731	Vcard_DToL04151-RA	JC_03497-RA
OG0008732	Vcard_DToL17966-RA	JC_03946-RA, JC_03947-RA
OG0008733	Vcard_DToL13465-RA	JC_10150-RA
OG0008734	Vcard_DToL17615-RA	JC_16120-RA
OG0008735	Vcard_DToL16969-RA	JC_15689-RA
OG0008737	Vcard_DToL01940-RA	JC_00670-RA
OG0008738	Vcard_DToL18397-RA	JC_16329-RA
OG0008740	Vcard_DToL00133-RA, Vcard_DToL16233-RA	JC_01910-RA
OG0008741	Vcard_DToL18583-RA	JC_16487-RA
OG0008742	Vcard_DToL14631-RA	JC_12448-RA
OG0008743	Vcard_DToL03193-RA	JC_02175-RA
OG0008745	Vcard_DToL14633-RA	JC_12445-RA
OG0008746	Vcard_DToL14634-RA	JC_12446-RA
OG0008747	Vcard_DToL00131-RA	JC_01907-RA
OG0008750	Vcard_DToL07687-RA	JC_12173-RA
OG0008752	Vcard_DToL14959-RA	JC_12842-RA
OG0008755	Vcard_DToL08879-RA	JC_03798-RA
OG0008756	Vcard_DToL04912-RA	JC_04551-RA
OG0008757	Vcard_DToL14964-RA	JC_12849-RA
OG0008758	Vcard_DToL06918-RA	JC_09639-RA
OG0008759	Vcard_DToL06920-RA	JC_09636-RA
OG0008760	Vcard_DToL14975-RA	JC_12857-RA
OG0008762	Vcard_DToL14976-RA	JC_12858-RA
OG0008763	Vcard_DToL18584-RA	JC_16490-RA
OG0008765	Vcard_DToL06594-RA	JC_09606-RA
OG0008766	Vcard_DToL10567-RA	JC_06383-RA
OG0008771	Vcard_DToL18196-RA	JC_16794-RA
OG0008772	Vcard_DToL14014-RA	JC_14005-RA
OG0008773	Vcard_DToL06599-RA	JC_09604-RA
OG0008777	Vcard_DToL18185-RA	JC_16813-RA
OG0008780	Vcard_DToL15253-RA	JC_13099-RA
OG0008782	Vcard_DToL08870-RA	JC_03809-RA
OG0008783	Vcard_DToL01966-RA	JC_00652-RA
OG0008784	Vcard_DToL03499-RA	JC_02507-RA
OG0008785	Vcard_DToL03501-RA	JC_02509-RA
OG0008786	Vcard_DToL00086-RA	JC_02245-RA
OG0008787	Vcard_DToL18234-RA	JC_16864-RA
OG0008788	Vcard_DToL17573-RA	JC_15958-RA
OG0008791	Vcard_DToL18062-RA	JC_17009-RA
OG0008792	Vcard_DToL04938-RA	JC_04571-RA
OG0008795	Vcard_DToL04939-RA	JC_04572-RA
OG0008797	Vcard_DToL01984-RA	JC_00642-RA
OG0008798	Vcard_DToL12873-RA	JC_10635-RA
OG0008799	Vcard_DToL08854-RA	JC_03827-RA
OG0008800	Vcard_DToL11156-RA	JC_11316-RA
OG0008801	Vcard_DToL18096-RA	JC_16942-RA
OG0008807	Vcard_DToL16460-RA	JC_14334-RA
OG0008810	Vcard_DToL01992-RA	JC_00638-RA
OG0008811	Vcard_DToL06634-RA	JC_09568-RA
OG0008812	Vcard_DToL07667-RA	JC_12236-RA
OG0008813	Vcard_DToL14882-RA	JC_12766-RA
OG0008815	Vcard_DToL08836-RA	JC_03841-RA
OG0008816	Vcard_DToL16953-RA	JC_15671-RA
OG0008817	Vcard_DToL11141-RA	JC_11301-RA
OG0008824	Vcard_DToL04949-RA	JC_04587-RA
OG0008825	Vcard_DToL06083-RA	JC_08118-RA
OG0008826	Vcard_DToL06082-RA	JC_08119-RA
OG0008827	Vcard_DToL13424-RA	JC_10115-RA
OG0008828	Vcard_DToL04951-RA	JC_04589-RA
OG0008829	Vcard_DToL13421-RA	JC_10112-RA
OG0008830	Vcard_DToL13420-RA	JC_10110-RA
OG0008834	Vcard_DToL18146-RA	JC_06510-RA
OG0008837	Vcard_DToL02001-RA	JC_00630-RA
OG0008838	Vcard_DToL04209-RA	JC_03447-RA
OG0008839	Vcard_DToL15211-RA	JC_13064-RA
OG0008840	Vcard_DToL04210-RA	JC_03446-RA
OG0008841	Vcard_DToL04211-RA	JC_03445-RA
OG0008843	Vcard_DToL12196-RA	JC_06979-RA
OG0008845	Vcard_DToL12199-RA	JC_06977-RA
OG0008848	Vcard_DToL09524-RA	JC_07514-RA
OG0008849	Vcard_DToL04966-RA	JC_04623-RA
OG0008850	Vcard_DToL09897-RA	JC_06019-RA
OG0008851	Vcard_DToL14857-RA	JC_12745-RA
OG0008853	Vcard_DToL04975-RA	JC_04630-RA
OG0008854	Vcard_DToL17549-RA	JC_15938-RA
OG0008855	Vcard_DToL18642-RA	JC_16434-RA
OG0008856	Vcard_DToL03536-RA	JC_02536-RA
OG0008860	Vcard_DToL17542-RA	JC_15932-RA
OG0008861	Vcard_DToL09513-RA	JC_07525-RA
OG0008863	Vcard_DToL09509-RA	JC_07528-RA
OG0008864	Vcard_DToL12217-RA	JC_06964-RA
OG0008866	Vcard_DToL12901-RA	JC_10659-RA
OG0008867	Vcard_DToL06037-RA	JC_08167-RA
OG0008870	Vcard_DToL08817-RA	JC_03861-RA
OG0008871	Vcard_DToL17539-RA	JC_15929-RA
OG0008875	Vcard_DToL06035-RA	JC_08171-RA
OG0008878	Vcard_DToL18156-RA	JC_16903-RA
OG0008880	Vcard_DToL18159-RA	JC_16897-RA
OG0008881	Vcard_DToL04988-RA	JC_04640-RA
OG0008885	Vcard_DToL02033-RA	JC_00604-RA
OG0008886	Vcard_DToL02035-RA	JC_00603-RA
OG0008889	Vcard_DToL00301-RA	JC_02004-RA
OG0008890	Vcard_DToL12243-RA	JC_06945-RA
OG0008891	Vcard_DToL00300-RA	JC_02006-RA
OG0008895	Vcard_DToL06526-RA	JC_09529-RA
OG0008897	Vcard_DToL03563-RA	JC_02560-RA
OG0008899	Vcard_DToL10531-RA	JC_06420-RA
OG0008900	Vcard_DToL06524-RA	JC_09527-RA
OG0008902	Vcard_DToL10530-RA	JC_06424-RA
OG0008903	Vcard_DToL10528-RA	JC_06425-RA
OG0008904	Vcard_DToL02046-RA	JC_00593-RA
OG0008905	Vcard_DToL10526-RA	JC_06426-RA
OG0008906	Vcard_DToL02048-RA	JC_00592-RA
OG0008907	Vcard_DToL03229-RA	JC_05411-RA
OG0008909	Vcard_DToL10521-RA	JC_06431-RA
OG0008910	Vcard_DToL08799-RA	JC_03879-RA
OG0008911	Vcard_DToL06022-RA	JC_08185-RA
OG0008912	Vcard_DToL03578-RA	JC_02572-RA
OG0008918	Vcard_DToL01158-RA	JC_01335-RA
OG0008920	Vcard_DToL13330-RA	JC_10040-RA
OG0008921	Vcard_DToL03588-RA	JC_02581-RA
OG0008922	Vcard_DToL05000-RA	JC_04650-RA
OG0008927	Vcard_DToL11125-RA	JC_11289-RA
OG0008928	Vcard_DToL11120-RA	JC_11284-RA
OG0008929	Vcard_DToL16021-RA	JC_14919-RA
OG0008931	Vcard_DToL06499-RA	JC_09505-RA, JC_09504-RA
OG0008933	Vcard_DToL13960-RA	JC_13951-RA
OG0008935	Vcard_DToL07285-RA	JC_08899-RA
OG0008937	Vcard_DToL13315-RA	JC_10023-RA
OG0008941	Vcard_DToL05006-RA	JC_04659-RA
OG0008943	Vcard_DToL09365-RA	JC_07635-RA
OG0008944	Vcard_DToL13956-RA	JC_13948-RA
OG0008945	Vcard_DToL12827-RA	JC_10740-RA
OG0008946	Vcard_DToL13312-RA	JC_10021-RA
OG0008947	Vcard_DToL09366-RA	JC_07634-RA
OG0008949	Vcard_DToL02060-RA	JC_00577-RA
OG0008950	Vcard_DToL02061-RA	JC_00576-RA
OG0008951	Vcard_DToL09367-RA	JC_07633-RA
OG0008952	Vcard_DToL02062-RA	JC_00575-RA
OG0008954	Vcard_DToL13310-RA	JC_10020-RA
OG0008955	Vcard_DToL07288-RA	JC_08895-RA
OG0008958	Vcard_DToL09369-RA	JC_07631-RA
OG0008959	Vcard_DToL18095-RA	JC_16941-RA
OG0008960	Vcard_DToL12267-RA	JC_06928-RA
OG0008962	Vcard_DToL14172-RA	JC_13862-RA
OG0008963	Vcard_DToL09875-RA	JC_06001-RA
OG0008964	Vcard_DToL06489-RA	JC_09497-RA
OG0008965	Vcard_DToL14808-RA	JC_12312-RA
OG0008967	Vcard_DToL12739-RA	JC_10827-RA
OG0008969	Vcard_DToL05990-RA	JC_08212-RA
OG0008972	Vcard_DToL08767-RA	JC_03903-RA
OG0008973	Vcard_DToL08765-RA	JC_03905-RA
OG0008974	Vcard_DToL11305-RA	JC_11475-RA
OG0008977	Vcard_DToL09868-RA	JC_05997-RA
OG0008978	Vcard_DToL01575-RA	JC_01178-RA
OG0008981	Vcard_DToL12283-RA	JC_06915-RA
OG0008983	Vcard_DToL01531-RA	JC_01140-RA
OG0008984	Vcard_DToL08763-RA	JC_03906-RA
OG0008985	Vcard_DToL17506-RA	JC_15897-RA
OG0008987	Vcard_DToL16128-RA	JC_14822-RA
OG0008988	Vcard_DToL16129-RA	JC_14821-RA
OG0008989	Vcard_DToL09860-RA	JC_05986-RA
OG0008990	Vcard_DToL10504-RA	JC_06445-RA
OG0008995	Vcard_DToL09857-RA	JC_05980-RA
OG0008996	Vcard_DToL10494-RA	JC_06453-RA
OG0008997	Vcard_DToL11290-RA	JC_11458-RA
OG0008998	Vcard_DToL18243-RA	JC_16869-RA
OG0008999	Vcard_DToL16143-RA	JC_14811-RA
OG0009000	Vcard_DToL13271-RA	JC_09991-RA
OG0009003	Vcard_DToL11286-RA	JC_11454-RA
OG0009005	Vcard_DToL08755-RA	JC_03910-RA
OG0009006	Vcard_DToL05032-RA	JC_04687-RA
OG0009007	Vcard_DToL09853-RA	JC_05973-RA
OG0009008	Vcard_DToL09852-RA	JC_05972-RA
OG0009009	Vcard_DToL09850-RA	JC_05969-RA
OG0009010	Vcard_DToL12297-RA	JC_06905-RA
OG0009011	Vcard_DToL06850-RA	JC_09487-RA
OG0009012	Vcard_DToL09849-RA	JC_05966-RA
OG0009013	Vcard_DToL08744-RA	JC_03962-RA
OG0009014	Vcard_DToL08742-RA	JC_03964-RA
OG0009015	Vcard_DToL08741-RA	JC_03965-RA
OG0009019	Vcard_DToL00261-RA	JC_02077-RA
OG0009020	Vcard_DToL08739-RA	JC_03967-RA
OG0009021	Vcard_DToL02104-RA	JC_00547-RA
OG0009023	Vcard_DToL15339-RA	JC_13173-RA
OG0009024	Vcard_DToL05049-RA	JC_04702-RA
OG0009025	Vcard_DToL06873-RA	JC_09478-RA
OG0009026	Vcard_DToL05951-RA	JC_08240-RA
OG0009028	Vcard_DToL12308-RA	JC_06880-RA
OG0009030	Vcard_DToL12750-RA	JC_10813-RA
OG0009033	Vcard_DToL05055-RA	JC_04707-RA
OG0009035	Vcard_DToL12752-RA	JC_10809-RA
OG0009036	Vcard_DToL10961-RA	JC_11166-RA
OG0009037	Vcard_DToL08734-RA	JC_03973-RA
OG0009039	Vcard_DToL00243-RA	JC_02070-RA
OG0009040	Vcard_DToL12756-RA	JC_10806-RA
OG0009042	Vcard_DToL15351-RA	JC_13193-RA
OG0009044	Vcard_DToL08733-RA	JC_03974-RA
OG0009045	Vcard_DToL08730-RA	JC_03977-RA
OG0009047	Vcard_DToL11947-RA	JC_07183-RA
OG0009048	Vcard_DToL08729-RA	JC_03978-RA
OG0009049	Vcard_DToL07882-RA	JC_11653-RA
OG0009050	Vcard_DToL12758-RA	JC_10805-RA
OG0009051	Vcard_DToL03644-RA	JC_02633-RA
OG0009052	Vcard_DToL04292-RA	JC_03378-RA
OG0009054	Vcard_DToL14146-RA	JC_13896-RA
OG0009055	Vcard_DToL02867-RA	JC_05355-RA
OG0009056	Vcard_DToL10473-RA	JC_06475-RA
OG0009058	Vcard_DToL08723-RA	JC_03983-RA
OG0009059	Vcard_DToL12763-RA	JC_10801-RA
OG0009060	Vcard_DToL05072-RA	JC_04718-RA
OG0009062	Vcard_DToL08722-RA	JC_03984-RA
OG0009063	Vcard_DToL06885-RA	JC_09467-RA
OG0009065	Vcard_DToL16273-RA	JC_14705-RA
OG0009066	Vcard_DToL08718-RA	JC_03987-RA
OG0009068	Vcard_DToL05078-RA	JC_04724-RA
OG0009069	Vcard_DToL08717-RA	JC_03988-RA
OG0009070	Vcard_DToL05080-RA	JC_04726-RA
OG0009071	Vcard_DToL12776-RA	JC_10790-RA
OG0009074	Vcard_DToL18251-RA	JC_16875-RA
OG0009075	Vcard_DToL08706-RA	JC_03999-RA
OG0009076	Vcard_DToL10982-RA	JC_11182-RA
OG0009078	Vcard_DToL17861-RA	JC_17121-RA
OG0009079	Vcard_DToL12787-RA	JC_10781-RA
OG0009084	Vcard_DToL14739-RA	JC_12366-RA
OG0009085	Vcard_DToL07320-RA	JC_08866-RA
OG0009088	Vcard_DToL08700-RA	JC_04002-RA
OG0009089	Vcard_DToL14455-RA	JC_12264-RA
OG0009090	Vcard_DToL11957-RA	JC_07173-RA
OG0009092	Vcard_DToL07325-RA	JC_08861-RA
OG0009093	Vcard_DToL08698-RA	JC_04004-RA
OG0009094	Vcard_DToL07835-RA	JC_12092-RA
OG0009095	Vcard_DToL08697-RA	JC_04005-RA
OG0009096	Vcard_DToL02879-RA	JC_05339-RA
OG0009097	Vcard_DToL08695-RA	JC_04006-RA
OG0009099	Vcard_DToL00214-RA	JC_02045-RA
OG0009102	Vcard_DToL08694-RA	JC_04007-RA
OG0009104	Vcard_DToL04312-RA	JC_03354-RA
OG0009107	Vcard_DToL08689-RA	JC_04010-RA
OG0009108	Vcard_DToL08684-RA	JC_04012-RA
OG0009109	Vcard_DToL08683-RA	JC_04013-RA
OG0009110	Vcard_DToL08681-RA	JC_04014-RA
OG0009111	Vcard_DToL04315-RA	JC_03350-RA
OG0009112	Vcard_DToL08676-RA	JC_04019-RA
OG0009113	Vcard_DToL16260-RA	JC_14688-RA
OG0009114	Vcard_DToL01574-RA	JC_01177-RA
OG0009115	Vcard_DToL08669-RA	JC_04024-RA
OG0009118	Vcard_DToL07337-RA	JC_08849-RA
OG0009119	Vcard_DToL16257-RA	JC_14683-RA
OG0009121	Vcard_DToL17324-RA	JC_15244-RA
OG0009123	Vcard_DToL11971-RA	JC_07161-RA
OG0009127	Vcard_DToL05114-RA	JC_04764-RA
OG0009128	Vcard_DToL08664-RA	JC_04028-RA
OG0009129	Vcard_DToL05117-RA	JC_04765-RA
OG0009130	Vcard_DToL05914-RA	JC_08264-RA
OG0009131	Vcard_DToL01584-RA	JC_01185-RA
OG0009132	Vcard_DToL04317-RA	JC_03348-RA
OG0009133	Vcard_DToL05911-RA	JC_08267-RA
OG0009134	Vcard_DToL08660-RA	JC_04030-RA
OG0009135	Vcard_DToL04318-RA	JC_03347-RA
OG0009136	Vcard_DToL02158-RA	JC_00510-RA
OG0009137	Vcard_DToL11977-RA	JC_07157-RA
OG0009140	Vcard_DToL01586-RA	JC_01187-RA
OG0009141	Vcard_DToL00185-RA	JC_02080-RA
OG0009143	Vcard_DToL05126-RA	JC_04777-RA
OG0009144	Vcard_DToL08654-RA	JC_04041-RA
OG0009145	Vcard_DToL02168-RA	JC_00502-RA
OG0009146	Vcard_DToL03689-RA	JC_02678-RA
OG0009149	Vcard_DToL11980-RA	JC_07155-RA
OG0009150	Vcard_DToL02174-RA	JC_00496-RA
OG0009151	Vcard_DToL02928-RA	JC_05318-RA
OG0009152	Vcard_DToL02929-RA	JC_05316-RA
OG0009153	Vcard_DToL08647-RA	JC_04045-RA
OG0009154	Vcard_DToL16287-RA	JC_14164-RA
OG0009155	Vcard_DToL08644-RA	JC_04050-RA
OG0009160	Vcard_DToL08642-RA	JC_04052-RA
OG0009161	Vcard_DToL04341-RA	JC_03329-RA
OG0009162	Vcard_DToL08640-RA	JC_04053-RA
OG0009166	Vcard_DToL08637-RA	JC_04057-RA
OG0009168	Vcard_DToL08634-RA	JC_04058-RA
OG0009169	Vcard_DToL09434-RA	JC_07582-RA
OG0009170	Vcard_DToL04347-RA	JC_03324-RA
OG0009173	Vcard_DToL09439-RA	JC_07579-RA
OG0009174	Vcard_DToL00358-RA	JC_02088-RA
OG0009175	Vcard_DToL02939-RA	JC_05306-RA
OG0009177	Vcard_DToL02184-RA	JC_00487-RA
OG0009178	Vcard_DToL09447-RA	JC_07574-RA
OG0009179	Vcard_DToL01609-RA	JC_01208-RA
OG0009180	Vcard_DToL05152-RA	JC_04797-RA
OG0009181	Vcard_DToL01610-RA	JC_01209-RA
OG0009184	Vcard_DToL14500-RA	JC_12566-RA
OG0009185	Vcard_DToL15503-RA	JC_13729-RA
OG0009187	Vcard_DToL07361-RA	JC_08831-RA
OG0009190	Vcard_DToL02946-RA	JC_05302-RA
OG0009191	Vcard_DToL09814-RA	JC_05922-RA
OG0009192	Vcard_DToL08629-RA	JC_04061-RA
OG0009193	Vcard_DToL09455-RA	JC_07567-RA
OG0009194	Vcard_DToL02951-RA	JC_05297-RA, JC_05298-RA
OG0009195	Vcard_DToL01288-RA	JC_01219-RA
OG0009197	Vcard_DToL10439-RA	JC_06505-RA
OG0009199	Vcard_DToL05167-RA	JC_04808-RA
OG0009203	Vcard_DToL02208-RA	JC_00457-RA
OG0009204	Vcard_DToL10429-RA	JC_06513-RA
OG0009205	Vcard_DToL12704-RA	JC_10850-RA
OG0009206	Vcard_DToL08615-RA	JC_04081-RA
OG0009207	Vcard_DToL17275-RA	JC_15350-RA
OG0009208	Vcard_DToL01277-RA	JC_01232-RA
OG0009210	Vcard_DToL08606-RA	JC_04087-RA
OG0009213	Vcard_DToL08605-RA	JC_04088-RA
OG0009214	Vcard_DToL08604-RA	JC_04089-RA
OG0009215	Vcard_DToL08603-RA	JC_04090-RA
OG0009216	Vcard_DToL08602-RA	JC_04091-RA
OG0009217	Vcard_DToL08601-RA	JC_04092-RA
OG0009218	Vcard_DToL05876-RA	JC_08290-RA
OG0009222	Vcard_DToL14204-RA	JC_13828-RA
OG0009223	Vcard_DToL07377-RA	JC_08822-RA
OG0009225	Vcard_DToL08589-RA	JC_04101-RA
OG0009227	Vcard_DToL08588-RA	JC_04102-RA
OG0009228	Vcard_DToL08587-RA	JC_04103-RA
OG0009230	Vcard_DToL15531-RA	JC_13709-RA
OG0009232	Vcard_DToL08583-RA	JC_04104-RA
OG0009235	Vcard_DToL03706-RA	JC_02692-RA
OG0009236	Vcard_DToL09783-RA	JC_05886-RA
OG0009237	Vcard_DToL05864-RA	JC_08301-RA
OG0009239	Vcard_DToL02364-RA	JC_00318-RA
OG0009240	Vcard_DToL14218-RA	JC_13819-RA
OG0009242	Vcard_DToL09781-RA	JC_05880-RA
OG0009243	Vcard_DToL07922-RA	JC_11957-RA
OG0009245	Vcard_DToL03709-RA	JC_02693-RA
OG0009249	Vcard_DToL08582-RA	JC_04105-RA, JC_04106-RA
OG0009250	Vcard_DToL04384-RA	JC_03286-RA
OG0009254	Vcard_DToL14226-RA	JC_13809-RA
OG0009255	Vcard_DToL02355-RA	JC_00324-RA
OG0009256	Vcard_DToL11048-RA	JC_11234-RA
OG0009258	Vcard_DToL12686-RA	JC_10865-RA
OG0009259	Vcard_DToL08581-RA	JC_04107-RA
OG0009261	Vcard_DToL09773-RA	JC_05872-RA
OG0009263	Vcard_DToL15537-RA	JC_13702-RA
OG0009264	Vcard_DToL15538-RA	JC_13701-RA
OG0009265	Vcard_DToL13221-RA	JC_09919-RA
OG0009266	Vcard_DToL12683-RA	JC_10885-RA
OG0009267	Vcard_DToL07986-RA	JC_11970-RA
OG0009268	Vcard_DToL14546-RA	JC_12529-RA
OG0009269	Vcard_DToL08576-RA	JC_04112-RA
OG0009270	Vcard_DToL08573-RA	JC_04114-RA
OG0009272	Vcard_DToL02347-RA	JC_00332-RA
OG0009274	Vcard_DToL00441-RA	JC_02149-RA
OG0009278	Vcard_DToL08566-RA	JC_04116-RA
OG0009279	Vcard_DToL08565-RA	JC_04117-RA
OG0009282	Vcard_DToL12676-RA	JC_10890-RA
OG0009286	Vcard_DToL05827-RA	JC_08327-RA
OG0009288	Vcard_DToL13682-RA	JC_10339-RA
OG0009290	Vcard_DToL08564-RA	JC_04118-RA
OG0009292	Vcard_DToL12007-RA	JC_07127-RA
OG0009293	Vcard_DToL08563-RA	JC_04120-RA
OG0009295	Vcard_DToL02316-RA	JC_00364-RA
OG0009296	Vcard_DToL16184-RA	JC_14762-RA
OG0009297	Vcard_DToL09483-RA	JC_07548-RA
OG0009298	Vcard_DToL12670-RA	JC_10893-RA
OG0009300	Vcard_DToL08558-RA	JC_04123-RA
OG0009302	Vcard_DToL12012-RA	JC_07124-RA
OG0009303	Vcard_DToL04407-RA	JC_03265-RA
OG0009306	Vcard_DToL08555-RA	JC_04124-RA
OG0009308	Vcard_DToL08554-RA	JC_04126-RA
OG0009309	Vcard_DToL15412-RA	JC_13261-RA
OG0009310	Vcard_DToL08552-RA	JC_04127-RA
OG0009312	Vcard_DToL04416-RA	JC_03259-RA
OG0009313	Vcard_DToL00499-RA	JC_02205-RA
OG0009314	Vcard_DToL00498-RA	JC_02204-RA
OG0009315	Vcard_DToL00495-RA	JC_02202-RA
OG0009316	Vcard_DToL03746-RA	JC_02729-RA
OG0009317	Vcard_DToL07395-RA	JC_08803-RA
OG0009320	Vcard_DToL08550-RA	JC_04128-RA
OG0009323	Vcard_DToL00494-RA	JC_02200-RA
OG0009324	Vcard_DToL00492-RA	JC_02199-RA
OG0009325	Vcard_DToL05784-RA	JC_08361-RA
OG0009328	Vcard_DToL08547-RA	JC_04131-RA
OG0009329	Vcard_DToL09308-RA	JC_07687-RA
OG0009334	Vcard_DToL07693-RA	JC_12182-RA
OG0009335	Vcard_DToL00488-RA	JC_02196-RA
OG0009336	Vcard_DToL07689-RA	JC_12181-RA
OG0009339	Vcard_DToL13711-RA	JC_10368-RA
OG0009340	Vcard_DToL08544-RA	JC_04133-RA
OG0009342	Vcard_DToL08539-RA	JC_04135-RA
OG0009343	Vcard_DToL07416-RA	JC_08955-RA
OG0009344	Vcard_DToL00480-RA	JC_02192-RA
OG0009345	Vcard_DToL08533-RA	JC_04137-RA
OG0009347	Vcard_DToL08531-RA	JC_04138-RA
OG0009348	Vcard_DToL08529-RA	JC_04141-RA
OG0009350	Vcard_DToL15420-RA	JC_13270-RA
OG0009353	Vcard_DToL02307-RA	JC_00373-RA
OG0009354	Vcard_DToL09954-RA	JC_05699-RA
OG0009355	Vcard_DToL08527-RA	JC_04142-RA
OG0009357	Vcard_DToL03011-RA	JC_05228-RA
OG0009361	Vcard_DToL00477-RA	JC_02177-RA
OG0009362	Vcard_DToL15429-RA	JC_13277-RA
OG0009365	Vcard_DToL00474-RA	JC_02174-RA
OG0009371	Vcard_DToL02292-RA	JC_00391-RA
OG0009373	Vcard_DToL15438-RA	JC_13286-RA
OG0009376	Vcard_DToL01208-RA	JC_01291-RA
OG0009378	Vcard_DToL14401-RA	JC_12674-RA
OG0009380	Vcard_DToL09287-RA	JC_07702-RA
OG0009381	Vcard_DToL02285-RA, Vcard_DToL02286-RA	JC_00396-RA
OG0009383	Vcard_DToL09284-RA	JC_07704-RA
OG0009384	Vcard_DToL00501-RA	JC_02206-RA
OG0009390	Vcard_DToL03795-RA	JC_02926-RA
OG0009392	Vcard_DToL13745-RA	JC_10394-RA
OG0009398	Vcard_DToL12046-RA	JC_07096-RA
OG0009399	Vcard_DToL15591-RA	JC_13627-RA
OG0009400	Vcard_DToL14382-RA	JC_12651-RA
OG0009401	Vcard_DToL02272-RA	JC_00410-RA
OG0009402	Vcard_DToL14379-RA	JC_12649-RA
OG0009403	Vcard_DToL12054-RA	JC_07092-RA
OG0009404	Vcard_DToL12055-RA	JC_07091-RA
OG0009406	Vcard_DToL05439-RA	JC_04850-RA
OG0009407	Vcard_DToL10373-RA	JC_06659-RA
OG0009408	Vcard_DToL17247-RA	JC_15370-RA, JC_15369-RA
OG0009409	Vcard_DToL03025-RA	JC_05219-RA
OG0009410	Vcard_DToL03026-RA	JC_05218-RA
OG0009411	Vcard_DToL10127-RA	JC_05776-RA
OG0009412	Vcard_DToL12603-RA	JC_10952-RA
OG0009418	Vcard_DToL08521-RA	JC_04148-RA
OG0009422	Vcard_DToL08773-RA	JC_03895-RA
OG0009425	Vcard_DToL09260-RA	JC_07728-RA
OG0009426	Vcard_DToL12599-RA	JC_10955-RA
OG0009427	Vcard_DToL12598-RA	JC_10956-RA
OG0009428	Vcard_DToL13731-RA	JC_10380-RA
OG0009430	Vcard_DToL01419-RA	JC_01058-RA
OG0009432	Vcard_DToL09242-RA	JC_07741-RA
OG0009434	Vcard_DToL10367-RA	JC_06657-RA
OG0009435	Vcard_DToL12169-RA	JC_07001-RA
OG0009438	Vcard_DToL12168-RA	JC_07002-RA
OG0009439	Vcard_DToL12164-RA	JC_07006-RA
OG0009440	Vcard_DToL09239-RA	JC_07746-RA, JC_07744-RA
OG0009441	Vcard_DToL12163-RA	JC_07007-RA
OG0009442	Vcard_DToL17238-RA	JC_15380-RA
OG0009445	Vcard_DToL05748-RA	JC_08394-RA
OG0009446	Vcard_DToL12161-RA	JC_07009-RA
OG0009447	Vcard_DToL12160-RA	JC_07010-RA
OG0009448	Vcard_DToL07491-RA	JC_09007-RA
OG0009450	Vcard_DToL08511-RA	JC_04158-RA
OG0009454	Vcard_DToL03047-RA	JC_05198-RA
OG0009455	Vcard_DToL13936-RA	JC_13929-RA
OG0009457	Vcard_DToL02388-RA	JC_00295-RA
OG0009458	Vcard_DToL13938-RA	JC_13931-RA
OG0009459	Vcard_DToL04491-RA	JC_03209-RA
OG0009461	Vcard_DToL14175-RA	JC_13857-RA
OG0009463	Vcard_DToL14352-RA	JC_12626-RA
OG0009468	Vcard_DToL13819-RA	JC_10453-RA
