Orthogroup	Vanessa_cardui	Junonia_coenia
OG0005226	Vcard_DToL03374-RA	JC_02351-RA
OG0005227	Vcard_DToL10828-RA	JC_06088-RA
OG0005228	Vcard_DToL03378-RA	JC_02349-RA
OG0005229	Vcard_DToL04822-RA	JC_04470-RA
OG0005230	Vcard_DToL11282-RA	JC_11447-RA
OG0005231	Vcard_DToL12409-RA	JC_06794-RA
OG0005232	Vcard_DToL00039-RA	JC_02284-RA
OG0005234	Vcard_DToL04817-RA	JC_04474-RA
OG0005235	Vcard_DToL13033-RA	JC_10545-RA
OG0005236	Vcard_DToL07152-RA	JC_08679-RA
OG0005237	Vcard_DToL07151-RA	JC_08680-RA
OG0005238	Vcard_DToL04816-RA	JC_04475-RA
OG0005239	Vcard_DToL14657-RA	JC_12421-RA
OG0005240	Vcard_DToL13032-RA	JC_10546-RA
OG0005241	Vcard_DToL04815-RA	JC_04477-RA
OG0005243	Vcard_DToL01809-RA	JC_00762-RA
OG0005244	Vcard_DToL01808-RA	JC_00764-RA
OG0005245	Vcard_DToL04813-RA	JC_04479-RA
OG0005246	Vcard_DToL14658-RA	JC_12420-RA
OG0005247	Vcard_DToL03120-RA	JC_05523-RA
OG0005248	Vcard_DToL04812-RA	JC_04480-RA
OG0005249	Vcard_DToL03121-RA	JC_05522-RA
OG0005250	Vcard_DToL04811-RA	JC_04485-RA
OG0005251	Vcard_DToL18412-RA	JC_16249-RA
OG0005252	Vcard_DToL04135-RA	JC_03602-RA
OG0005254	Vcard_DToL18816-RA	JC_16580-RA
OG0005255	Vcard_DToL09139-RA	JC_07844-RA
OG0005256	Vcard_DToL07148-RA	JC_08683-RA
OG0005257	Vcard_DToL16845-RA	JC_15588-RA
OG0005258	Vcard_DToL04134-RA	JC_03606-RA
OG0005259	Vcard_DToL01802-RA	JC_00771-RA
OG0005261	Vcard_DToL03123-RA	JC_05520-RA
OG0005262	Vcard_DToL03124-RA	JC_05519-RA
OG0005263	Vcard_DToL03388-RA	JC_02340-RA
OG0005264	Vcard_DToL01800-RA	JC_00772-RA
OG0005265	Vcard_DToL03389-RA	JC_02338-RA
OG0005266	Vcard_DToL18411-RA	JC_16252-RA
OG0005267	Vcard_DToL01799-RA	JC_00773-RA
OG0005268	Vcard_DToL04130-RA	JC_03610-RA
OG0005269	Vcard_DToL11278-RA	JC_11432-RA
OG0005270	Vcard_DToL01794-RA	JC_00775-RA
OG0005273	Vcard_DToL13653-RA	JC_10311-RA
OG0005274	Vcard_DToL13654-RA	JC_10312-RA
OG0005275	Vcard_DToL07137-RA	JC_08692-RA
OG0005276	Vcard_DToL11276-RA	JC_11428-RA
OG0005277	Vcard_DToL18813-RA	JC_16567-RA
OG0005278	Vcard_DToL09658-RA	JC_07371-RA
OG0005279	Vcard_DToL16849-RA	JC_15589-RA
OG0005280	Vcard_DToL16058-RA	JC_14885-RA
OG0005281	Vcard_DToL11275-RA	JC_11426-RA
OG0005282	Vcard_DToL00057-RA	JC_02270-RA
OG0005283	Vcard_DToL04805-RA	JC_04489-RA
OG0005285	Vcard_DToL13661-RA	JC_10319-RA
OG0005286	Vcard_DToL09656-RA	JC_07372-RA
OG0005287	Vcard_DToL10011-RA	JC_05645-RA
OG0005288	Vcard_DToL18453-RA, Vcard_DToL18454-RA	JC_16262-RA
OG0005289	Vcard_DToL03132-RA	JC_05515-RA
OG0005290	Vcard_DToL10782-RA	JC_06145-RA, JC_06143-RA, JC_06144-RA, JC_12604-RA, JC_06142-RA
OG0005291	Vcard_DToL16852-RA	JC_15590-RA
OG0005292	Vcard_DToL03135-RA	JC_05513-RA
OG0005293	Vcard_DToL16667-RA	JC_14532-RA
OG0005294	Vcard_DToL09014-RA	JC_03692-RA
OG0005295	Vcard_DToL07135-RA	JC_08694-RA
OG0005296	Vcard_DToL00878-RA	JC_01558-RA
OG0005297	Vcard_DToL09649-RA	JC_07378-RA
OG0005298	Vcard_DToL01787-RA	JC_00788-RA
OG0005300	Vcard_DToL00880-RA	JC_01556-RA
OG0005301	Vcard_DToL07133-RA, Vcard_DToL07134-RA	JC_17207-RA
OG0005302	Vcard_DToL09648-RA	JC_07379-RA
OG0005303	Vcard_DToL03141-RA	JC_05509-RA
OG0005304	Vcard_DToL03142-RA	JC_05508-RA
OG0005305	Vcard_DToL18801-RA	JC_16630-RA
OG0005306	Vcard_DToL11269-RA	JC_11421-RA
OG0005307	Vcard_DToL03144-RA	JC_05507-RA
OG0005308	Vcard_DToL03134-RA	JC_05514-RA
OG0005310	Vcard_DToL11268-RA	JC_11420-RA
OG0005311	Vcard_DToL18776-RA	JC_16778-RA
OG0005312	Vcard_DToL15101-RA	JC_12968-RA
OG0005313	Vcard_DToL11265-RA	JC_11418-RA
OG0005314	Vcard_DToL11263-RA	JC_11417-RA
OG0005315	Vcard_DToL12385-RA	JC_06819-RA
OG0005316	Vcard_DToL13892-RA	JC_14114-RA
OG0005317	Vcard_DToL00053-RA	JC_02275-RA
OG0005318	Vcard_DToL17720-RA	JC_16001-RA
OG0005319	Vcard_DToL00888-RA	JC_01550-RA
OG0005320	Vcard_DToL09007-RA	JC_03698-RA
OG0005321	Vcard_DToL13010-RA	JC_10567-RA
OG0005322	Vcard_DToL09006-RA	JC_03699-RA
OG0005323	Vcard_DToL16070-RA	JC_14876-RA
OG0005324	Vcard_DToL09005-RA	JC_03701-RA
OG0005325	Vcard_DToL13669-RA	JC_10326-RA
OG0005326	Vcard_DToL00055-RA	JC_02273-RA
OG0005327	Vcard_DToL16071-RA	JC_14873-RA
OG0005328	Vcard_DToL01783-RA	JC_00791-RA
OG0005329	Vcard_DToL03148-RA	JC_05502-RA
OG0005330	Vcard_DToL03149-RA	JC_05501-RA
OG0005331	Vcard_DToL11254-RA	JC_11408-RA
OG0005332	Vcard_DToL03150-RA	JC_05500-RA
OG0005333	Vcard_DToL08997-RA	JC_03706-RA
OG0005334	Vcard_DToL11253-RA	JC_11407-RA
OG0005335	Vcard_DToL13675-RA	JC_10333-RA
OG0005336	Vcard_DToL13677-RA	JC_10334-RA
OG0005337	Vcard_DToL13678-RA	JC_10335-RA
OG0005338	Vcard_DToL09624-RA	JC_07402-RA
OG0005339	Vcard_DToL10791-RA	JC_06134-RA
OG0005340	Vcard_DToL09623-RA	JC_07403-RA
OG0005341	Vcard_DToL13895-RA	JC_14119-RA
OG0005342	Vcard_DToL13896-RA	JC_14120-RA
OG0005343	Vcard_DToL18777-RA	JC_16779-RA
OG0005344	Vcard_DToL10793-RA	JC_06128-RA
OG0005345	Vcard_DToL13569-RA	JC_10253-RA
OG0005346	Vcard_DToL13897-RA	JC_14122-RA
OG0005347	Vcard_DToL18465-RA	JC_16272-RA
OG0005348	Vcard_DToL18466-RA	JC_16273-RA
OG0005349	Vcard_DToL18468-RA	JC_16275-RA
OG0005350	Vcard_DToL12384-RA	JC_06820-RA
OG0005351	Vcard_DToL18779-RA	JC_16782-RA
OG0005352	Vcard_DToL17710-RA	JC_16012-RA
OG0005353	Vcard_DToL12383-RA	JC_06821-RA
OG0005354	Vcard_DToL18780-RA	JC_16783-RA
OG0005356	Vcard_DToL01772-RA	JC_00800-RA
OG0005357	Vcard_DToL13563-RA	JC_10248-RA
OG0005358	Vcard_DToL13002-RA	JC_10577-RA
OG0005359	Vcard_DToL13562-RA	JC_10247-RA
OG0005360	Vcard_DToL09618-RA	JC_07405-RA
OG0005361	Vcard_DToL13872-RA	JC_14128-RA
OG0005363	Vcard_DToL16883-RA	JC_15624-RA
OG0005364	Vcard_DToL13560-RA	JC_10246-RA
OG0005365	Vcard_DToL18472-RA	JC_16279-RA
OG0005366	Vcard_DToL13559-RA	JC_10245-RA
OG0005367	Vcard_DToL17707-RA	JC_16015-RA
OG0005368	Vcard_DToL16675-RA	JC_14516-RA
OG0005369	Vcard_DToL11249-RA	JC_11398-RA
OG0005370	Vcard_DToL03400-RA	JC_02330-RA
OG0005371	Vcard_DToL04799-RA	JC_04508-RA
OG0005373	Vcard_DToL03154-RA	JC_05497-RA
OG0005374	Vcard_DToL10796-RA	JC_06122-RA
OG0005375	Vcard_DToL00905-RA	JC_01537-RA
OG0005376	Vcard_DToL16076-RA	JC_14868-RA
OG0005377	Vcard_DToL16853-RA	JC_15591-RA
OG0005378	Vcard_DToL09615-RA	JC_07412-RA
OG0005379	Vcard_DToL12997-RA	JC_10581-RA
OG0005380	Vcard_DToL00016-RA	JC_02302-RA
OG0005381	Vcard_DToL12994-RA	JC_10582-RA
OG0005382	Vcard_DToL18786-RA	JC_16643-RA
OG0005383	Vcard_DToL16680-RA	JC_14512-RA
OG0005384	Vcard_DToL06252-RA	JC_07972-RA
OG0005385	Vcard_DToL16683-RA	JC_14511-RA
OG0005386	Vcard_DToL00021-RA	JC_02300-RA
OG0005387	Vcard_DToL00912-RA	JC_01530-RA
OG0005388	Vcard_DToL06403-RA	JC_09781-RA
OG0005389	Vcard_DToL11175-RA	JC_11340-RA
OG0005390	Vcard_DToL14676-RA	JC_12410-RA
OG0005392	Vcard_DToL16684-RA	JC_14510-RA
OG0005393	Vcard_DToL03410-RA	JC_02327-RA
OG0005394	Vcard_DToL07097-RA	JC_08714-RA
OG0005396	Vcard_DToL17702-RA	JC_16020-RA
OG0005397	Vcard_DToL13853-RA	JC_14139-RA
OG0005398	Vcard_DToL03159-RA	JC_05494-RA
OG0005399	Vcard_DToL06243-RA	JC_07979-RA
OG0005400	Vcard_DToL16856-RA	JC_15594-RA
OG0005401	Vcard_DToL03160-RA	JC_05493-RA
OG0005402	Vcard_DToL18478-RA	JC_16286-RA
OG0005403	Vcard_DToL06240-RA	JC_07982-RA
OG0005404	Vcard_DToL16857-RA	JC_15595-RA
OG0005405	Vcard_DToL03413-RA	JC_02325-RA
OG0005406	Vcard_DToL00913-RA	JC_01528-RA
OG0005407	Vcard_DToL10018-RA	JC_05634-RA
OG0005408	Vcard_DToL03414-RA	JC_02324-RA
OG0005409	Vcard_DToL03162-RA	JC_05487-RA
OG0005410	Vcard_DToL17700-RA	JC_16023-RA
OG0005411	Vcard_DToL03415-RA	JC_02323-RA
OG0005412	Vcard_DToL03420-RA	JC_02320-RA
OG0005413	Vcard_DToL06239-RA	JC_07985-RA
OG0005414	Vcard_DToL04106-RA	JC_03595-RA
OG0005415	Vcard_DToL17697-RA	JC_16025-RA
OG0005416	Vcard_DToL09609-RA	JC_07419-RA
OG0005417	Vcard_DToL09608-RA	JC_07420-RA
OG0005418	Vcard_DToL13541-RA	JC_10221-RA
OG0005419	Vcard_DToL16859-RA	JC_15597-RA
OG0005420	Vcard_DToL18796-RA	JC_16633-RA
OG0005421	Vcard_DToL16656-RA	JC_14500-RA
OG0005422	Vcard_DToL08979-RA	JC_03717-RA
OG0005424	Vcard_DToL14684-RA	JC_12402-RA
OG0005425	Vcard_DToL16653-RA	JC_14498-RA
OG0005426	Vcard_DToL10800-RA	JC_06116-RA
OG0005427	Vcard_DToL04794-RA	JC_04515-RA
OG0005428	Vcard_DToL10020-RA	JC_05631-RA
OG0005429	Vcard_DToL13526-RA	JC_10204-RA
OG0005430	Vcard_DToL08976-RA	JC_03720-RA
OG0005431	Vcard_DToL08974-RA	JC_03721-RA
OG0005432	Vcard_DToL12989-RA	JC_10590-RA
OG0005433	Vcard_DToL11233-RA	JC_11386-RA
OG0005434	Vcard_DToL12987-RA	JC_10592-RA
OG0005435	Vcard_DToL13525-RA	JC_10203-RA
OG0005436	Vcard_DToL00028-RA	JC_02293-RA
OG0005437	Vcard_DToL16649-RA	JC_14493-RA
OG0005438	Vcard_DToL00920-RA	JC_01522-RA
OG0005439	Vcard_DToL13522-RA	JC_10202-RA
OG0005440	Vcard_DToL16080-RA	JC_14866-RA
OG0005441	Vcard_DToL08970-RA	JC_03724-RA
OG0005442	Vcard_DToL00926-RA	JC_01519-RA
OG0005443	Vcard_DToL01758-RA	JC_00831-RA
OG0005444	Vcard_DToL08968-RA	JC_03725-RA
OG0005445	Vcard_DToL15117-RA	JC_12952-RA
OG0005446	Vcard_DToL01756-RA	JC_00828-RA
OG0005447	Vcard_DToL01755-RA	JC_00829-RA
OG0005448	Vcard_DToL08966-RA	JC_03727-RA
OG0005449	Vcard_DToL01753-RA	JC_00827-RA
OG0005450	Vcard_DToL15118-RA	JC_12951-RA
OG0005452	Vcard_DToL08965-RA	JC_03729-RA
OG0005453	Vcard_DToL14690-RA	JC_12399-RA
OG0005454	Vcard_DToL10776-RA	JC_06149-RA
OG0005455	Vcard_DToL10024-RA	JC_05626-RA
OG0005456	Vcard_DToL16035-RA	JC_14907-RA
OG0005457	Vcard_DToL06232-RA	JC_07990-RA
OG0005458	Vcard_DToL08963-RA	JC_03731-RA
OG0005459	Vcard_DToL14695-RA	JC_12395-RA
OG0005460	Vcard_DToL16644-RA	JC_14487-RA
OG0005461	Vcard_DToL00928-RA	JC_01518-RA
OG0005462	Vcard_DToL16642-RA	JC_14485-RA
OG0005463	Vcard_DToL12982-RA	JC_10598-RA
OG0005465	Vcard_DToL16641-RA	JC_14483-RA
OG0005466	Vcard_DToL14700-RA	JC_12392-RA
OG0005467	Vcard_DToL16638-RA	JC_14480-RA
OG0005468	Vcard_DToL04099-RA	JC_03587-RA
OG0005469	Vcard_DToL13512-RA	JC_10194-RA
OG0005470	Vcard_DToL10772-RA	JC_06154-RA
OG0005471	Vcard_DToL13511-RA	JC_10193-RA
OG0005472	Vcard_DToL16637-RA	JC_14479-RA
OG0005473	Vcard_DToL06408-RA	JC_09787-RA
OG0005474	Vcard_DToL06409-RA	JC_09788-RA
OG0005475	Vcard_DToL10027-RA	JC_05622-RA
OG0005476	Vcard_DToL13508-RA	JC_10191-RA
OG0005477	Vcard_DToL16636-RA	JC_14478-RA
OG0005478	Vcard_DToL14706-RA	JC_12388-RA
OG0005479	Vcard_DToL03168-RA	JC_05482-RA
OG0005480	Vcard_DToL13847-RA	JC_14145-RA
OG0005481	Vcard_DToL12980-RA	JC_10600-RA
OG0005483	Vcard_DToL14709-RA	JC_12386-RA
OG0005484	Vcard_DToL17928-RA	JC_17025-RA
OG0005485	Vcard_DToL03169-RA	JC_05481-RA
OG0005486	Vcard_DToL14712-RA	JC_12382-RA
OG0005487	Vcard_DToL01736-RA	JC_00813-RA
OG0005488	Vcard_DToL12977-RA	JC_10604-RA
OG0005489	Vcard_DToL06231-RA	JC_07993-RA
OG0005490	Vcard_DToL13503-RA	JC_10186-RA
OG0005491	Vcard_DToL13842-RA	JC_14148-RA
OG0005493	Vcard_DToL01733-RA	JC_00811-RA
OG0005494	Vcard_DToL01732-RA	JC_00810-RA
OG0005495	Vcard_DToL17686-RA	JC_16040-RA
OG0005496	Vcard_DToL13840-RA	JC_14151-RA
OG0005497	Vcard_DToL00511-RA	JC_01887-RA
OG0005498	Vcard_DToL10761-RA	JC_06169-RA
OG0005499	Vcard_DToL06423-RA	JC_09798-RA
OG0005500	Vcard_DToL14717-RA	JC_12378-RA
OG0005501	Vcard_DToL12973-RA	JC_10610-RA
OG0005502	Vcard_DToL14720-RA	JC_12376-RA
OG0005503	Vcard_DToL10758-RA	JC_06170-RA
OG0005504	Vcard_DToL06427-RA	JC_09800-RA
OG0005505	Vcard_DToL09603-RA	JC_07425-RA
OG0005506	Vcard_DToL12972-RA	JC_10613-RA
OG0005507	Vcard_DToL09602-RA	JC_07426-RA
OG0005508	Vcard_DToL18484-RA	JC_16293-RA
OG0005509	Vcard_DToL12971-RA	JC_10614-RA
OG0005511	Vcard_DToL18372-RA	JC_16294-RA
OG0005512	Vcard_DToL10754-RA	JC_06173-RA
OG0005513	Vcard_DToL15133-RA	JC_12940-RA
OG0005514	Vcard_DToL07081-RA	JC_08732-RA
OG0005515	Vcard_DToL15135-RA	JC_12936-RA
OG0005516	Vcard_DToL04093-RA	JC_03580-RA
OG0005517	Vcard_DToL12965-RA	JC_10619-RA
OG0005518	Vcard_DToL06435-RA	JC_09810-RA
OG0005519	Vcard_DToL07078-RA	JC_08734-RA
OG0005520	Vcard_DToL00095-RA	JC_02235-RA
OG0005521	Vcard_DToL00938-RA	JC_01510-RA
OG0005522	Vcard_DToL15011-RA	JC_12935-RA
OG0005523	Vcard_DToL08954-RA	JC_03738-RA
OG0005524	Vcard_DToL10751-RA	JC_06176-RA
OG0005525	Vcard_DToL00939-RA	JC_01508-RA
OG0005526	Vcard_DToL18315-RA	JC_16306-RA
OG0005527	Vcard_DToL00097-RA	JC_02234-RA
OG0005528	Vcard_DToL12963-RA	JC_10620-RA
OG0005529	Vcard_DToL18828-RA	JC_16593-RA
OG0005530	Vcard_DToL14550-RA	JC_12527-RA
OG0005531	Vcard_DToL14552-RA	JC_12525-RA
OG0005532	Vcard_DToL10750-RA	JC_06177-RA
OG0005533	Vcard_DToL14555-RA	JC_12523-RA
OG0005534	Vcard_DToL14556-RA	JC_12522-RA
OG0005535	Vcard_DToL10748-RA	JC_06186-RA
OG0005536	Vcard_DToL12960-RA	JC_10621-RA
OG0005537	Vcard_DToL15191-RA	JC_13053-RA
OG0005538	Vcard_DToL10747-RA	JC_06185-RA
OG0005539	Vcard_DToL16578-RA	JC_14424-RA
OG0005540	Vcard_DToL10746-RA	JC_06184-RA
OG0005541	Vcard_DToL11226-RA	JC_11376-RA
OG0005542	Vcard_DToL10742-RA	JC_06182-RA
OG0005543	Vcard_DToL18310-RA	JC_16407-RA
OG0005544	Vcard_DToL08947-RA	JC_03745-RA
OG0005545	Vcard_DToL14563-RA	JC_12518-RA
OG0005546	Vcard_DToL14564-RA	JC_12517-RA
OG0005547	Vcard_DToL12956-RA	JC_10627-RA
OG0005548	Vcard_DToL14056-RA	JC_14035-RA
OG0005549	Vcard_DToL10739-RA	JC_06188-RA
OG0005550	Vcard_DToL10737-RA	JC_06189-RA
OG0005551	Vcard_DToL13496-RA	JC_10178-RA
OG0005553	Vcard_DToL00943-RA	JC_01505-RA
OG0005554	Vcard_DToL14572-RA, Vcard_DToL14573-RA	JC_12509-RA
OG0005555	Vcard_DToL00945-RA	JC_01504-RA
OG0005556	Vcard_DToL16571-RA	JC_14421-RA
OG0005557	Vcard_DToL06842-RA	JC_09696-RA
OG0005558	Vcard_DToL06843-RA	JC_09695-RA
OG0005559	Vcard_DToL06845-RA	JC_09694-RA
OG0005560	Vcard_DToL14577-RA	JC_12506-RA
OG0005561	Vcard_DToL07065-RA	JC_08739-RA
OG0005562	Vcard_DToL15023-RA	JC_12917-RA
OG0005563	Vcard_DToL10732-RA	JC_06193-RA
OG0005564	Vcard_DToL15024-RA	JC_12916-RA
OG0005565	Vcard_DToL00951-RA	JC_01501-RA
OG0005566	Vcard_DToL14579-RA	JC_12505-RA
OG0005567	Vcard_DToL14578-RA	JC_12504-RA
OG0005568	Vcard_DToL01883-RA	JC_00705-RA
OG0005569	Vcard_DToL14583-RA	JC_12499-RA
OG0005571	Vcard_DToL04084-RA	JC_03574-RA
OG0005572	Vcard_DToL18835-RA	JC_16682-RA
OG0005573	Vcard_DToL14585-RA	JC_12496-RA
OG0005574	Vcard_DToL14586-RA	JC_12495-RA
OG0005575	Vcard_DToL18368-RA	JC_16392-RA
OG0005576	Vcard_DToL10725-RA	JC_06202-RA
OG0005577	Vcard_DToL10724-RA	JC_06203-RA
OG0005578	Vcard_DToL16110-RA	JC_14839-RA
OG0005579	Vcard_DToL06463-RA	JC_09685-RA
OG0005580	Vcard_DToL11224-RA	JC_11373-RA
OG0005581	Vcard_DToL17640-RA	JC_16094-RA
OG0005582	Vcard_DToL14588-RA	JC_12491-RA
OG0005583	Vcard_DToL18370-RA	JC_16391-RA
OG0005584	Vcard_DToL15033-RA	JC_12904-RA
OG0005586	Vcard_DToL17885-RA	JC_17037-RA
OG0005587	Vcard_DToL14590-RA	JC_12490-RA
OG0005588	Vcard_DToL15035-RA	JC_12902-RA
OG0005589	Vcard_DToL10719-RA	JC_06206-RA
OG0005590	Vcard_DToL07062-RA	JC_08743-RA
OG0005591	Vcard_DToL14591-RA	JC_12489-RA
OG0005592	Vcard_DToL06219-RA	JC_08008-RA
OG0005593	Vcard_DToL06218-RA	JC_08007-RA
OG0005594	Vcard_DToL15037-RA	JC_12901-RA
OG0005595	Vcard_DToL06459-RA	JC_09681-RA
OG0005596	Vcard_DToL13495-RA	JC_10176-RA
OG0005597	Vcard_DToL15039-RA	JC_12899-RA
OG0005599	Vcard_DToL17648-RA	JC_16080-RA
OG0005600	Vcard_DToL12371-RA	JC_06836-RA
OG0005601	Vcard_DToL08938-RA	JC_03751-RA
OG0005602	Vcard_DToL10715-RA	JC_06210-RA
OG0005603	Vcard_DToL10714-RA	JC_06211-RA
OG0005605	Vcard_DToL16108-RA	JC_14841-RA
OG0005606	Vcard_DToL10713-RA	JC_06212-RA
OG0005607	Vcard_DToL15044-RA	JC_12896-RA
OG0005608	Vcard_DToL14971-RA	JC_12855-RA
OG0005609	Vcard_DToL08935-RA	JC_03754-RA
OG0005611	Vcard_DToL08934-RA	JC_03755-RA
OG0005612	Vcard_DToL16107-RA	JC_14842-RA
OG0005613	Vcard_DToL16552-RA	JC_14408-RA
OG0005614	Vcard_DToL08933-RA	JC_03756-RA
OG0005615	Vcard_DToL14049-RA	JC_14029-RA
OG0005616	Vcard_DToL12365-RA	JC_06843-RA
OG0005618	Vcard_DToL04760-RA	JC_04543-RA
OG0005619	Vcard_DToL10038-RA	JC_05616-RA
OG0005620	Vcard_DToL04876-RA	JC_04410-RA
OG0005621	Vcard_DToL18840-RA	JC_16672-RA
OG0005622	Vcard_DToL12831-RA	JC_10737-RA
OG0005623	Vcard_DToL08930-RA	JC_03759-RA
OG0005624	Vcard_DToL12832-RA	JC_10736-RA
OG0005626	Vcard_DToL11219-RA	JC_11370-RA
OG0005627	Vcard_DToL17660-RA	JC_16067-RA
OG0005628	Vcard_DToL06450-RA	JC_09665-RA
OG0005629	Vcard_DToL03448-RA	JC_02456-RA
OG0005630	Vcard_DToL12837-RA	JC_10729-RA
OG0005631	Vcard_DToL12359-RA	JC_06847-RA
OG0005632	Vcard_DToL18295-RA	JC_16357-RA
OG0005633	Vcard_DToL09589-RA	JC_07504-RA
OG0005634	Vcard_DToL14046-RA	JC_14026-RA
OG0005635	Vcard_DToL14594-RA	JC_12485-RA
OG0005636	Vcard_DToL03449-RA	JC_02457-RA
OG0005637	Vcard_DToL13483-RA	JC_10166-RA
OG0005638	Vcard_DToL18290-RA	JC_16353-RA
OG0005639	Vcard_DToL03450-RA	JC_02458-RA
OG0005640	Vcard_DToL03451-RA	JC_02459-RA
OG0005641	Vcard_DToL13482-RA	JC_10165-RA
OG0005642	Vcard_DToL03453-RA	JC_02461-RA
OG0005643	Vcard_DToL03454-RA	JC_02462-RA
OG0005645	Vcard_DToL13481-RA	JC_10164-RA
OG0005646	Vcard_DToL18849-RA	JC_16656-RA
OG0005647	Vcard_DToL03455-RA	JC_02464-RA
OG0005648	Vcard_DToL03456-RA	JC_02465-RA
OG0005649	Vcard_DToL17583-RA	JC_15968-RA
OG0005650	Vcard_DToL08923-RA	JC_03766-RA
OG0005651	Vcard_DToL17880-RA	JC_17061-RA
OG0005652	Vcard_DToL08924-RA	JC_03765-RA
OG0005653	Vcard_DToL04146-RA	JC_03501-RA
OG0005654	Vcard_DToL18376-RA	JC_16351-RA
OG0005655	Vcard_DToL10039-RA	JC_05614-RA
OG0005656	Vcard_DToL06201-RA	JC_08016-RA
OG0005657	Vcard_DToL16877-RA	JC_15619-RA
OG0005658	Vcard_DToL04145-RA	JC_03503-RA
OG0005660	Vcard_DToL16544-RA	JC_14400-RA
OG0005661	Vcard_DToL17862-RA	JC_17122-RA
OG0005662	Vcard_DToL16878-RA	JC_15620-RA
OG0005663	Vcard_DToL00137-RA	JC_01914-RA
OG0005664	Vcard_DToL17864-RA	JC_17124-RA
OG0005665	Vcard_DToL06196-RA	JC_08021-RA
OG0005666	Vcard_DToL16543-RA	JC_14398-RA
OG0005667	Vcard_DToL18847-RA	JC_16664-RA, JC_16663-RA
OG0005668	Vcard_DToL17865-RA	JC_17125-RA
OG0005669	Vcard_DToL16541-RA	JC_14397-RA
OG0005670	Vcard_DToL00971-RA	JC_01491-RA
OG0005671	Vcard_DToL16542-RA	JC_14396-RA
OG0005672	Vcard_DToL16979-RA	JC_15699-RA
OG0005674	Vcard_DToL00972-RA	JC_01490-RA
OG0005675	Vcard_DToL08916-RA	JC_03769-RA
OG0005676	Vcard_DToL16540-RA	JC_14395-RA
OG0005677	Vcard_DToL04882-RA	JC_04402-RA
OG0005679	Vcard_DToL08915-RA	JC_03770-RA
OG0005680	Vcard_DToL16101-RA	JC_14846-RA
OG0005681	Vcard_DToL08914-RA	JC_03771-RA
OG0005682	Vcard_DToL04883-RA	JC_04401-RA
OG0005683	Vcard_DToL04150-RA	JC_03498-RA
OG0005684	Vcard_DToL04885-RA	JC_04399-RA
OG0005685	Vcard_DToL16534-RA	JC_14392-RA
OG0005686	Vcard_DToL00974-RA	JC_01489-RA
OG0005687	Vcard_DToL00140-RA	JC_01922-RA
OG0005688	Vcard_DToL00978-RA	JC_01487-RA
OG0005689	Vcard_DToL06186-RA	JC_08029-RA
OG0005690	Vcard_DToL18386-RA	JC_16343-RA
OG0005691	Vcard_DToL18854-RA	JC_16648-RA
OG0005692	Vcard_DToL06184-RA	JC_08030-RA
OG0005694	Vcard_DToL06182-RA	JC_08031-RA
OG0005695	Vcard_DToL18164-RA	JC_16892-RA
OG0005696	Vcard_DToL16531-RA	JC_14389-RA
OG0005697	Vcard_DToL13475-RA	JC_10158-RA
OG0005698	Vcard_DToL16530-RA	JC_14388-RA
OG0005699	Vcard_DToL12351-RA	JC_06855-RA
OG0005700	Vcard_DToL16097-RA	JC_14853-RA
OG0005701	Vcard_DToL16094-RA	JC_14857-RA
OG0005702	Vcard_DToL06178-RA	JC_08032-RA
OG0005703	Vcard_DToL14607-RA	JC_12468-RA
OG0005704	Vcard_DToL06177-RA	JC_08033-RA
OG0005705	Vcard_DToL05975-RA	JC_08224-RA
OG0005706	Vcard_DToL09582-RA	JC_07484-RA
OG0005707	Vcard_DToL00150-RA	JC_01932-RA
OG0005708	Vcard_DToL14608-RA	JC_12466-RA
OG0005709	Vcard_DToL00151-RA	JC_01933-RA
OG0005710	Vcard_DToL00982-RA	JC_01483-RA
OG0005711	Vcard_DToL17594-RA	JC_15977-RA
OG0005712	Vcard_DToL07192-RA	JC_08756-RA
OG0005713	Vcard_DToL07193-RA	JC_08757-RA
OG0005715	Vcard_DToL01920-RA	JC_00680-RA
OG0005716	Vcard_DToL11215-RA	JC_11367-RA
OG0005717	Vcard_DToL01922-RA	JC_00678-RA
OG0005718	Vcard_DToL15057-RA	JC_12879-RA
OG0005719	Vcard_DToL08902-RA	JC_03778-RA
OG0005720	Vcard_DToL08901-RA	JC_03779-RA
OG0005721	Vcard_DToL04888-RA	JC_04394-RA
OG0005722	Vcard_DToL17597-RA	JC_15979-RA
OG0005723	Vcard_DToL09576-RA	JC_07479-RA
OG0005724	Vcard_DToL07198-RA	JC_08765-RA
OG0005725	Vcard_DToL06167-RA	JC_08040-RA
OG0005726	Vcard_DToL07202-RA	JC_08768-RA
OG0005727	Vcard_DToL06165-RA	JC_08041-RA
OG0005728	Vcard_DToL06164-RA	JC_08042-RA
OG0005729	Vcard_DToL08897-RA	JC_03782-RA
OG0005730	Vcard_DToL04892-RA	JC_04391-RA
OG0005731	Vcard_DToL12350-RA	JC_06856-RA
OG0005732	Vcard_DToL16116-RA	JC_14836-RA
OG0005733	Vcard_DToL11214-RA	JC_11365-RA
OG0005734	Vcard_DToL06162-RA	JC_08044-RA
OG0005735	Vcard_DToL08890-RA	JC_03787-RA
OG0005736	Vcard_DToL18409-RA	JC_16339-RA
OG0005737	Vcard_DToL11212-RA	JC_11363-RA
