Orthogroup	Heliconius_melpomene_melpomene	Heliconius_erato_lativitta
OG0007687	HMEL032008g1.t1	HEL_000069-RA
OG0007688	HMEL021776g1.t1	HEL_012369-RA
OG0007689	HMEL036016g1.t1	HEL_012367-RA
OG0007692	HMEL017429g1.t1	HEL_007210-RA
OG0007693	HMEL008012g1.t1	HEL_008128-RA
OG0007694	HMEL007788g1.t1	HEL_000937-RA
OG0007696	HMEL021575g1.t1	HEL_012363-RA
OG0007698	HMEL013388g1.t1	HEL_009781-RA
OG0007700	HMEL013386g1.t1	HEL_009778-RA
OG0007702	HMEL035954g1.t1	HEL_014257-RA
OG0007704	HMEL014262g1.t1	HEL_003922-RA
OG0007705	HMEL003796g1.t1	HEL_005878-RA
OG0007706	HMEL004236g1.t1	HEL_012965-RA
OG0007707	HMEL011463g1.t1	HEL_009774-RA, HEL_009775-RA
OG0007710	HMEL038111g1.t1	HEL_003789-RA
OG0007711	HMEL012077g1.t1	HEL_007046-RA
OG0007712	HMEL036853g1.t1	HEL_012021-RA
OG0007713	HMEL009304g1.t1	HEL_006255-RA
OG0007714	HMEL012362g1.t1	HEL_003793-RA
OG0007715	HMEL014377g1.t1	HEL_013359-RA
OG0007716	HMEL011291g1.t1	HEL_005899-RA
OG0007717	HMEL035957g1.t1	HEL_014261-RA
OG0007719	HMEL033304g1.t1	HEL_013356-RA
OG0007720	HMEL033305g1.t1	HEL_013357-RA
OG0007721	HMEL011294g1.t1	HEL_005896-RA
OG0007722	HMEL011293g1.t1	HEL_005897-RA
OG0007723	HMEL003321g1.t1	HEL_001278-RA
OG0007724	HMEL003322g1.t1	HEL_001277-RA
OG0007725	HMEL007076g1.t1	HEL_014262-RA
OG0007726	HMEL002668g1.t1	HEL_009618-RA
OG0007727	HMEL007077g1.t1	HEL_014263-RA
OG0007728	HMEL017432g1.t1	HEL_007209-RA
OG0007729	HMEL002666g1.t1	HEL_009619-RA
OG0007730	HMEL017433g1.t1	HEL_007208-RA
OG0007731	HMEL011295g1.t1	HEL_005895-RA
OG0007732	HMEL011409g1.t1	HEL_003156-RA
OG0007733	HMEL002665g1.t1	HEL_009620-RA
OG0007734	HMEL015467g1.t1	HEL_014175-RA
OG0007735	HMEL003719g1.t1	HEL_002939-RA
OG0007736	HMEL008426g1.t1	HEL_012616-RA
OG0007737	HMEL018100g1.t1	HEL_012960-RA
OG0007738	HMEL011414g1.t1	HEL_003161-RA
OG0007739	HMEL007081g1.t1	HEL_014270-RA
OG0007740	HMEL017437g1.t1	HEL_007205-RA
OG0007741	HMEL008087g1.t1	HEL_000082-RA
OG0007742	HMEL002662g1.t1	HEL_009623-RA
OG0007743	HMEL032016g1.t1	HEL_000083-RA
OG0007744	HMEL007774g1.t1	HEL_007049-RA
OG0007745	HMEL005674g1.t1	HEL_000084-RA
OG0007746	HMEL017439g1.t1	HEL_007202-RA
OG0007748	HMEL002661g1.t1	HEL_014120-RA
OG0007749	HMEL036315g1.t1	HEL_007200-RA
OG0007750	HMEL020458g1.t1	HEL_010671-RA
OG0007751	HMEL002906-RA	HEL_012959-RA
OG0007752	HMEL002904-RA	HEL_012957-RA
OG0007753	HMEL003651g1.t1	HEL_014124-RA
OG0007754	HMEL003650g1.t1	HEL_014125-RA
OG0007755	HMEL017443g1.t1	HEL_007199-RA
OG0007756	HMEL002902-RA	HEL_012954-RA
OG0007757	HMEL016170g1.t1	HEL_014285-RA
OG0007758	HMEL022536-RA	HEL_002938-RA
OG0007760	HMEL011564g1.t1	HEL_013424-RA
OG0007761	HMEL035227g1.t1	HEL_011594-RA
OG0007762	HMEL037100g1.t1	HEL_010672-RA
OG0007763	HMEL017445g1.t1	HEL_007195-RA
OG0007764	HMEL002845g1.t1	HEL_001270-RA
OG0007765	HMEL007565g1.t1	HEL_000089-RA
OG0007766	HMEL005992g1.t1	HEL_014130-RA
OG0007767	HMEL002844g1.t1	HEL_001269-RA
OG0007768	HMEL006121g1.t1	HEL_008665-RA
OG0007769	HMEL006122g1.t1	HEL_008664-RA
OG0007770	HMEL007305g1.t1	HEL_002936-RA
OG0007771	HMEL006123g1.t1	HEL_008662-RA
OG0007772	HMEL016162g1.t1	HEL_010674-RA
OG0007773	HMEL032011g1.t1	HEL_000103-RA
OG0007774	HMEL032699g1.t1	HEL_013422-RA
OG0007775	HMEL002416g1.t1	HEL_012865-RA, HEL_012864-RA
OG0007776	HMEL002895g1.t1	HEL_012947-RA
OG0007778	HMEL030631g1.t1	HEL_012945-RA
OG0007779	HMEL036887g1.t1	HEL_012054-RA
OG0007780	HMEL035964g1.t1, HMEL035961g1.t1	HEL_012867-RA
OG0007782	HMEL033353g1.t1	HEL_014183-RA
OG0007783	HMEL017385g1.t1	HEL_000104-RA
OG0007784	HMEL006309g1.t1	HEL_000981-RA
OG0007785	HMEL010622g1.t1	HEL_014185-RA
OG0007786	HMEL032324g1.t1	HEL_008131-RA
OG0007787	HMEL011441-RA	HEL_003188-RA
OG0007788	HMEL010623g1.t1	HEL_014188-RA
OG0007789	HMEL032325g1.t1	HEL_008134-RA
OG0007791	HMEL015483g1.t1	HEL_010681-RA
OG0007794	HMEL010626g1.t1	HEL_014191-RA
OG0007795	HMEL003798g1.t1	HEL_005880-RA
OG0007796	HMEL010627g1.t1	HEL_014192-RA
OG0007797	HMEL014588g1.t1	HEL_008140-RA
OG0007798	HMEL030629g1.t1	HEL_012934-RA
OG0007799	HMEL016621g1.t1	HEL_007059-RA
OG0007800	HMEL032327g1.t1	HEL_008146-RA
OG0007801	HMEL015280g1.t1	HEL_001258-RA
OG0007803	HMEL015279g1.t1	HEL_001257-RA
OG0007804	HMEL030025g1.t1	HEL_005877-RA
OG0007805	HMEL003793g1.t1	HEL_005875-RA
OG0007806	HMEL011477g1.t1	HEL_011913-RA
OG0007807	HMEL014293g1.t1	HEL_008655-RA
OG0007808	HMEL032692g1.t1	HEL_011522-RA
OG0007809	HMEL015278g1.t1	HEL_001256-RA
OG0007810	HMEL003762g1.t1	HEL_014141-RA
OG0007812	HMEL022507-RA	HEL_011607-RA
OG0007813	HMEL011474g1.t1	HEL_011917-RA
OG0007814	HMEL015276g1.t1	HEL_001254-RA
OG0007816	HMEL015275g1.t1	HEL_001253-RA
OG0007817	HMEL009446g1.t1	HEL_011609-RA
OG0007818	HMEL000060g1.t1	HEL_011511-RA
OG0007819	HMEL003791g1.t1	HEL_005873-RA
OG0007820	HMEL000059g1.t1	HEL_011506-RA
OG0007821	HMEL037115g1.t1	HEL_010689-RA
OG0007822	HMEL014299g1.t1	HEL_008643-RA
OG0007823	HMEL003790g1.t1	HEL_005872-RA
OG0007824	HMEL011425g1.t1	HEL_003172-RA
OG0007825	HMEL009443g1.t1	HEL_011613-RA
OG0007826	HMEL005457g1.t1	HEL_010690-RA
OG0007827	HMEL035573g1.t1	HEL_007075-RA
OG0007828	HMEL010636g1.t1	HEL_008252-RA
OG0007829	HMEL000058-RA	HEL_011505-RA
OG0007830	HMEL005900g1.t1	HEL_006615-RA
OG0007831	HMEL008967g1.t1	HEL_004428-RA
OG0007832	HMEL009441g1.t1	HEL_011616-RA
OG0007833	HMEL009438g1.t1	HEL_011619-RA
OG0007834	HMEL005901g1.t1	HEL_006614-RA
OG0007835	HMEL001028-RA	HEL_005433-RA
OG0007836	HMEL005902g1.t1	HEL_006613-RA
OG0007837	HMEL016629g1.t1	HEL_007072-RA
OG0007839	HMEL009440g1.t1	HEL_011617-RA
OG0007840	HMEL000053-RA	HEL_011495-RA
OG0007841	HMEL015268g1.t1	HEL_001246-RA
OG0007842	HMEL011428g1.t1	HEL_003175-RA
OG0007843	HMEL015267g1.t1	HEL_001245-RA
OG0007844	HMEL011470g1.t1	HEL_011920-RA
OG0007845	HMEL011431g1.t1	HEL_003177-RA
OG0007846	HMEL011433g1.t1	HEL_003179-RA
OG0007847	HMEL013990g1.t1	HEL_012049-RA
OG0007848	HMEL015263g1.t1	HEL_001243-RA
OG0007849	HMEL037118g1.t1	HEL_010297-RA
OG0007850	HMEL014308g1.t1	HEL_008637-RA
OG0007851	HMEL003752g1.t1	HEL_006201-RA
OG0007852	HMEL011468g1.t1	HEL_011922-RA
OG0007853	HMEL031693g1.t1	HEL_011924-RA
OG0007854	HMEL015261g1.t1	HEL_001241-RA
OG0007855	HMEL016639g1.t1	HEL_007080-RA
OG0007856	HMEL006291g1.t1	HEL_006205-RA, HEL_006203-RA
OG0007857	HMEL015260g1.t1	HEL_001235-RA
OG0007858	HMEL011122g1.t1	HEL_012929-RA
OG0007859	HMEL015256g1.t1	HEL_001233-RA
OG0007860	HMEL011990g1.t1	HEL_012038-RA
OG0007861	HMEL006295g1.t1	HEL_006211-RA
OG0007862	HMEL006296g1.t1	HEL_006212-RA
OG0007863	HMEL036867g1.t1	HEL_012037-RA
OG0007864	HMEL014311g1.t1	HEL_008636-RA
OG0007866	HMEL036865g1.t1	HEL_012034-RA
OG0007868	HMEL012628g1.t1	HEL_011927-RA
OG0007869	HMEL000051g1.t1	HEL_011494-RA
OG0007870	HMEL014031g1.t1	HEL_008285-RA
OG0007871	HMEL012717-RA	HEL_012031-RA
OG0007872	HMEL011436-RA	HEL_003182-RA
OG0007873	HMEL001014g1.t1	HEL_005436-RA
OG0007874	HMEL012632g1.t1	HEL_011929-RA
OG0007876	HMEL022601g1.t1	HEL_003184-RA
OG0007877	HMEL011118g1.t1	HEL_008573-RA
OG0007878	HMEL035578g1.t1	HEL_007086-RA
OG0007879	HMEL011117g1.t1	HEL_008572-RA
OG0007880	HMEL001017g1.t1	HEL_005437-RA
OG0007881	HMEL000048g1.t1	HEL_011489-RA
OG0007882	HMEL000047-RA	HEL_011488-RA
OG0007883	HMEL016647g1.t1	HEL_007088-RA
OG0007884	HMEL000045g1.t1	HEL_011486-RA
OG0007885	HMEL000044g1.t1	HEL_011485-RA
OG0007886	HMEL011114g1.t1	HEL_008570-RA
OG0007887	HMEL017394g1.t1	HEL_000114-RA
OG0007888	HMEL000043-RA	HEL_011484-RA
OG0007889	HMEL000042-RA	HEL_011483-RA
OG0007890	HMEL000041-RA	HEL_011482-RA
OG0007891	HMEL001020g1.t1	HEL_005440-RA
OG0007892	HMEL000040-RA	HEL_011481-RA
OG0007893	HMEL001022g1.t1	HEL_005442-RA
OG0007894	HMEL000039-RA	HEL_011480-RA
OG0007895	HMEL012638g1.t1	HEL_011934-RA
OG0007896	HMEL012639g1.t1	HEL_011935-RA
OG0007897	HMEL014035g1.t1	HEL_008286-RA
OG0007899	HMEL000036-RA	HEL_011475-RA
OG0007900	HMEL012640g1.t1	HEL_011936-RA
OG0007901	HMEL012641g1.t1	HEL_011937-RA
OG0007902	HMEL003091g1.t1	HEL_006622-RA
OG0007903	HMEL035976g1.t1	HEL_012878-RA
OG0007904	HMEL001006g1.t1	HEL_005443-RA
OG0007905	HMEL001004g1.t1	HEL_005444-RA
OG0007906	HMEL033072g1.t1	HEL_003190-RA
OG0007907	HMEL016748g1.t1	HEL_000138-RA, HEL_000137-RA
OG0007908	HMEL013532g1.t1	HEL_010421-RA
OG0007909	HMEL000033-RA	HEL_011472-RA
OG0007910	HMEL031022g1.t1	HEL_001229-RA
OG0007911	HMEL014091g1.t1	HEL_003191-RA
OG0007912	HMEL003087g1.t1	HEL_006628-RA
OG0007913	HMEL031021g1.t1	HEL_001228-RA
OG0007914	HMEL009280g1.t1	HEL_006225-RA
OG0007915	HMEL012642g1.t1	HEL_011939-RA
OG0007916	HMEL032040g1.t1	HEL_000142-RA
OG0007917	HMEL015247g1.t1	HEL_001227-RA
OG0007918	HMEL000032-RA	HEL_011469-RA
OG0007919	HMEL003084g1.t1	HEL_006630-RA
OG0007920	HMEL017939g1.t1	HEL_007139-RA
OG0007921	HMEL017944g1.t1	HEL_007142-RA
OG0007922	HMEL020096g1.t1	HEL_003194-RA
OG0007923	HMEL014040g1.t1	HEL_008293-RA
OG0007924	HMEL009286g1.t1	HEL_006235-RA
OG0007925	HMEL014041g1.t1	HEL_008294-RA
OG0007926	HMEL003083g1.t1	HEL_006632-RA
OG0007927	HMEL014016g1.t1	HEL_008621-RA
OG0007928	HMEL000028-RA	HEL_011465-RA
OG0007929	HMEL000027g1.t1	HEL_011464-RA
OG0007930	HMEL014042g1.t1	HEL_008295-RA
OG0007931	HMEL012643g1.t1	HEL_011940-RA
OG0007932	HMEL014013g1.t1	HEL_008620-RA
OG0007933	HMEL014043g1.t1	HEL_008297-RA
OG0007934	HMEL014044g1.t1	HEL_008298-RA
OG0007935	HMEL035244g1.t1	HEL_011624-RA
OG0007936	HMEL016243g1.t1	HEL_008617-RA
OG0007937	HMEL010092g1.t1	HEL_004416-RA
OG0007938	HMEL005783g1.t1	HEL_012883-RA
OG0007939	HMEL004006g1.t1	HEL_011943-RA
OG0007940	HMEL011502g1.t1	HEL_012884-RA
OG0007941	HMEL015241g1.t1	HEL_001220-RA
OG0007942	HMEL014045g1.t1	HEL_008299-RA
OG0007943	HMEL004007g1.t1	HEL_011944-RA
OG0007944	HMEL015237g1.t1	HEL_001217-RA
OG0007945	HMEL011497g1.t1	HEL_012890-RA
OG0007946	HMEL015236g1.t1	HEL_001216-RA
OG0007947	HMEL009539g1.t1	HEL_010386-RA
OG0007949	HMEL003530g1.t1	HEL_011946-RA
OG0007950	HMEL009294g1.t1	HEL_006240-RA
OG0007951	HMEL003529g1.t1	HEL_011947-RA
OG0007952	HMEL003528g1.t1	HEL_011948-RA
OG0007953	HMEL003943g1.t1	HEL_009827-RA
OG0007954	HMEL009168g1.t1	HEL_006638-RA
OG0007955	HMEL037746g1.t1	HEL_009828-RA
OG0007956	HMEL012349g1.t1	HEL_011949-RA
OG0007957	HMEL009169g1.t1	HEL_006640-RA
OG0007958	HMEL037748g1.t1	HEL_009833-RA
OG0007959	HMEL012347g1.t1	HEL_011951-RA
OG0007960	HMEL009297g1.t1	HEL_006244-RA
OG0007961	HMEL008969g1.t1	HEL_004426-RA
OG0007962	HMEL031703g1.t1	HEL_011952-RA
OG0007963	HMEL005663g1.t1	HEL_009838-RA
OG0007964	HMEL015228g1.t1	HEL_001206-RA
OG0007965	HMEL003293g1.t1	HEL_005449-RA
OG0007966	HMEL005660g1.t1	HEL_009842-RA
OG0007967	HMEL015227g1.t1	HEL_001205-RA
OG0007968	HMEL000025-RA	HEL_011461-RA
OG0007969	HMEL003289g1.t1	HEL_005451-RA
OG0007970	HMEL037756g1.t1	HEL_009844-RA
OG0007971	HMEL012344g1.t1	HEL_011954-RA
OG0007972	HMEL009531g1.t1	HEL_013071-RA
OG0007973	HMEL003493g1.t1	HEL_010042-RA
OG0007974	HMEL009766g1.t1	HEL_000147-RA
OG0007975	HMEL031704g1.t1	HEL_011955-RA
OG0007976	HMEL031705g1.t1	HEL_011956-RA
OG0007977	HMEL009299g1.t1	HEL_006246-RA
OG0007978	HMEL012341g1.t1	HEL_011957-RA
OG0007979	HMEL009300g1.t1	HEL_006247-RA
OG0007980	HMEL008964g1.t1	HEL_004431-RA
OG0007981	HMEL011986g1.t1	HEL_003202-RA
OG0007982	HMEL013767g1.t1	HEL_008614-RA
OG0007983	HMEL011987g1.t1	HEL_003203-RA
OG0007984	HMEL003491g1.t1	HEL_010039-RA
OG0007985	HMEL002678g1.t1	HEL_009607-RA
OG0007986	HMEL022032g1.t1	HEL_013073-RA
OG0007987	HMEL008962g1.t1	HEL_004432-RA
OG0007988	HMEL004145g1.t1	HEL_008318-RA, HEL_008319-RA
OG0007990	HMEL031014g1.t1	HEL_001201-RA
OG0007991	HMEL000022-RA	HEL_011456-RA
OG0007992	HMEL033081g1.t1	HEL_003210-RA
OG0007993	HMEL007279g1.t1	HEL_010404-RA
OG0007994	HMEL004855g1.t1	HEL_010038-RA
OG0007995	HMEL022514-RA	HEL_005457-RA
OG0007996	HMEL002682g1.t1	HEL_009602-RA
OG0007997	HMEL015218g1.t1	HEL_001199-RA
OG0007998	HMEL008959g1.t1	HEL_004435-RA
OG0007999	HMEL015215g1.t1	HEL_001196-RA
OG0008000	HMEL015214g1.t1	HEL_001195-RA
OG0008001	HMEL003383g1.t1	HEL_005458-RA
OG0008002	HMEL015211g1.t1	HEL_001192-RA
OG0008003	HMEL008956g1.t1	HEL_004438-RA
OG0008004	HMEL011019g1.t1	HEL_010414-RA
OG0008006	HMEL011020g1.t1	HEL_010413-RA
OG0008007	HMEL006441g1.t1	HEL_010032-RA
OG0008008	HMEL000016g1.t1	HEL_011447-RA
OG0008009	HMEL008955g1.t1	HEL_004439-RA
OG0008010	HMEL011021g1.t1	HEL_010412-RA
OG0008011	HMEL015209g1.t1	HEL_001190-RA
OG0008012	HMEL011153g1.t1	HEL_012265-RA
OG0008013	HMEL033083g1.t1	HEL_003212-RA
OG0008014	HMEL006443g1.t1	HEL_010030-RA
OG0008015	HMEL011673g1.t1	HEL_013079-RA
OG0008016	HMEL036357g1.t1	HEL_007281-RA
OG0008017	HMEL002687g1.t1	HEL_009596-RA
OG0008018	HMEL002688g1.t1	HEL_009595-RA
OG0008019	HMEL015207g1.t1	HEL_001189-RA
OG0008020	HMEL011084g1.t1	HEL_008552-RA
OG0008021	HMEL002689g1.t1	HEL_009594-RA
OG0008022	HMEL011155g1.t1	HEL_012264-RA
OG0008023	HMEL021641g1.t1	HEL_007283-RA
OG0008024	HMEL002690g1.t1	HEL_009593-RA
OG0008026	HMEL002691g1.t1	HEL_009592-RA
OG0008027	HMEL009800g1.t1	HEL_010318-RA
OG0008028	HMEL011024g1.t1	HEL_010410-RA
OG0008029	HMEL002758g1.t1	HEL_005853-RA
OG0008030	HMEL037136g1.t1	HEL_010319-RA
OG0008031	HMEL011078g1.t1	HEL_008543-RA
OG0008032	HMEL002016g1.t1	HEL_011425-RA
OG0008033	HMEL011207g1.t1	HEL_008542-RA
OG0008034	HMEL004535g1.t1	HEL_010321-RA
OG0008035	HMEL012332g1.t1	HEL_011963-RA
OG0008036	HMEL006145g1.t1	HEL_008326-RA
OG0008037	HMEL012330g1.t1	HEL_011964-RA
OG0008039	HMEL037767g1.t1	HEL_009855-RA
OG0008040	HMEL030945g1.t1	HEL_006656-RA
OG0008041	HMEL002694g1.t1	HEL_009591-RA
OG0008042	HMEL011026g1.t1	HEL_010409-RA
OG0008043	HMEL035989g1.t1	HEL_013091-RA
OG0008044	HMEL007353g1.t1	HEL_004447-RA
OG0008045	HMEL002011g1.t1	HEL_011418-RA
OG0008046	HMEL005302g1.t1	HEL_014603-RA
OG0008047	HMEL006137g1.t1	HEL_008336-RA
OG0008048	HMEL012328g1.t1	HEL_011966-RA
OG0008049	HMEL005301g1.t1	HEL_014605-RA
OG0008050	HMEL009190g1.t1	HEL_006660-RA
OG0008051	HMEL012326g1.t1	HEL_011968-RA
OG0008052	HMEL009193g1.t1	HEL_006662-RA
OG0008053	HMEL037145g1.t1	HEL_010338-RA
OG0008055	HMEL014660g1.t1	HEL_010339-RA
OG0008056	HMEL014800g1.t1	HEL_011974-RA
OG0008057	HMEL031008g1.t1	HEL_001174-RA
OG0008058	HMEL007551g1.t1	HEL_008534-RA
OG0008059	HMEL017508g1.t1	HEL_000154-RA
OG0008060	HMEL006133g1.t1	HEL_008339-RA
OG0008061	HMEL030938g1.t1	HEL_006673-RA
OG0008062	HMEL030937g1.t1	HEL_006674-RA
OG0008063	HMEL030936g1.t1	HEL_006675-RA
OG0008065	HMEL007549g1.t1	HEL_008532-RA
OG0008066	HMEL032048g1.t1	HEL_000163-RA
OG0008067	HMEL007347g1.t1	HEL_004452-RA
OG0008068	HMEL006131g1.t1	HEL_008341-RA
OG0008069	HMEL003998g1.t1	HEL_000168-RA
OG0008070	HMEL009209g1.t1	HEL_006678-RA
OG0008071	HMEL031712g1.t1	HEL_011979-RA
OG0008072	HMEL033769g1.t1	HEL_004454-RA
OG0008075	HMEL032052g1.t1	HEL_000171-RA
OG0008076	HMEL011041g1.t1	HEL_010398-RA
OG0008077	HMEL009312g1.t1	HEL_008342-RA
OG0008078	HMEL014808g1.t1	HEL_011981-RA
OG0008079	HMEL032056g1.t1	HEL_000174-RA
OG0008080	HMEL009214g1.t1	HEL_006684-RA
OG0008081	HMEL007342g1.t1	HEL_004457-RA
OG0008082	HMEL002099g1.t1	HEL_000176-RA
OG0008083	HMEL007341g1.t1	HEL_004458-RA
OG0008084	HMEL007378g1.t1	HEL_008520-RA
OG0008085	HMEL022383g1.t1	HEL_000177-RA
OG0008086	HMEL007377g1.t1	HEL_008519-RA
OG0008087	HMEL009215g1.t1	HEL_006685-RA
OG0008088	HMEL030935g1.t1	HEL_006686-RA
OG0008089	HMEL009217g1.t1	HEL_006687-RA
OG0008090	HMEL007373g1.t1	HEL_008513-RA
OG0008091	HMEL017751g1.t1	HEL_010355-RA
OG0008092	HMEL013284g1.t1	HEL_008349-RA
OG0008093	HMEL007293g1.t1	HEL_011988-RA
OG0008094	HMEL007295g1.t1	HEL_011990-RA
OG0008095	HMEL007370g1.t1	HEL_008512-RA
OG0008097	HMEL032668g1.t1	HEL_011404-RA
OG0008098	HMEL011050g1.t1	HEL_010394-RA
OG0008099	HMEL013279g1.t1	HEL_008354-RA
OG0008100	HMEL006976g1.t1	HEL_006689-RA
OG0008101	HMEL010894g1.t1	HEL_001167-RA
OG0008102	HMEL006979g1.t1	HEL_006690-RA
OG0008103	HMEL010892g1.t1	HEL_001164-RA
OG0008104	HMEL010891g1.t1	HEL_001163-RA
OG0008105	HMEL033392g1.t1	HEL_008358-RA
OG0008106	HMEL013272g1.t1	HEL_008359-RA
OG0008108	HMEL010889g1.t1	HEL_001160-RA
OG0008109	HMEL021392g1.t1	HEL_012863-RA
OG0008110	HMEL010888g1.t1	HEL_001159-RA
OG0008111	HMEL005137g1.t1	HEL_000194-RA
OG0008112	HMEL005802g1.t1	HEL_012862-RA
OG0008113	HMEL004242g1.t1	HEL_008505-RA
OG0008114	HMEL004239g1.t1	HEL_008502-RA
OG0008115	HMEL005135g1.t1	HEL_000199-RA
OG0008116	HMEL022591-RA	HEL_008501-RA
OG0008117	HMEL002412g1.t1	HEL_012861-RA
OG0008118	HMEL017934g1.t1	HEL_007134-RA
OG0008119	HMEL033431g1.t1	HEL_014577-RA
OG0008120	HMEL007881g1.t1	HEL_008499-RA
OG0008122	HMEL007880g1.t1	HEL_008498-RA
OG0008123	HMEL009053g1.t1	HEL_006706-RA
OG0008125	HMEL032663g1.t1	HEL_012851-RA
OG0008126	HMEL003598g1.t1	HEL_014574-RA
OG0008127	HMEL017608g1.t1	HEL_014572-RA
OG0008128	HMEL031005g1.t1	HEL_001153-RA
OG0008129	HMEL014745g1.t1	HEL_003314-RA
OG0008130	HMEL010881g1.t1	HEL_001150-RA
OG0008131	HMEL002340g1.t1	HEL_012845-RA, HEL_012848-RA
OG0008132	HMEL031003g1.t1	HEL_001148-RA
OG0008133	HMEL011033g1.t1	HEL_010401-RA
OG0008135	HMEL003701g1.t1	HEL_001146-RA
OG0008136	HMEL009059g1.t1	HEL_006710-RA
OG0008137	HMEL010005g1.t1	HEL_008424-RA
OG0008139	HMEL003698g1.t1	HEL_001143-RA
OG0008140	HMEL003697g1.t1	HEL_001141-RA
OG0008142	HMEL011255g1.t1	HEL_008420-RA
OG0008143	HMEL003696g1.t1	HEL_001140-RA
OG0008144	HMEL030923g1.t1	HEL_006713-RA
OG0008145	HMEL009063g1.t1	HEL_006714-RA
OG0008146	HMEL011254g1.t1	HEL_008419-RA
OG0008147	HMEL009066g1.t1	HEL_006717-RA
OG0008148	HMEL035271g1.t1	HEL_011667-RA
OG0008149	HMEL008639g1.t1	HEL_011666-RA
OG0008150	HMEL009068g1.t1	HEL_006719-RA
OG0008151	HMEL008637g1.t1	HEL_011663-RA
OG0008152	HMEL035268g1.t1	HEL_011662-RA
OG0008153	HMEL030999g1.t1	HEL_013121-RA
OG0008154	HMEL003689g1.t1	HEL_013120-RA
OG0008155	HMEL006667g1.t1	HEL_012839-RA
OG0008156	HMEL009076g1.t1	HEL_006727-RA
OG0008157	HMEL033138g1.t1	HEL_003304-RA
OG0008158	HMEL011683g1.t1	HEL_008411-RA
OG0008159	HMEL011684g1.t1	HEL_008410-RA
OG0008160	HMEL017353g1.t1	HEL_008491-RA
OG0008161	HMEL017354g1.t1	HEL_008490-RA
OG0008162	HMEL030597g1.t1	HEL_008489-RA
OG0008163	HMEL007416g1.t1	HEL_013113-RA
OG0008164	HMEL013096g1.t1	HEL_003300-RA
OG0008165	HMEL011784g1.t1	HEL_000205-RA
OG0008166	HMEL018114-RA	HEL_012826-RA
OG0008167	HMEL007414g1.t1	HEL_013116-RA
OG0008168	HMEL013094g1.t1	HEL_003298-RA
OG0008169	HMEL006214g1.t1	HEL_004466-RA
OG0008170	HMEL009079g1.t1	HEL_006728-RA
OG0008171	HMEL006212g1.t1	HEL_004468-RA
OG0008172	HMEL032642g1.t1	HEL_012811-RA
OG0008173	HMEL033129g1.t1	HEL_003289-RA
OG0008174	HMEL033782g1.t1	HEL_004474-RA
OG0008175	HMEL033783g1.t1	HEL_004475-RA
OG0008177	HMEL006205g1.t1	HEL_004476-RA
OG0008178	HMEL013113g1.t1	HEL_012814-RA
OG0008179	HMEL007419g1.t1	HEL_013109-RA
OG0008180	HMEL006203g1.t1	HEL_004478-RA
OG0008181	HMEL013115g1.t1	HEL_012818-RA
OG0008182	HMEL006202g1.t1	HEL_004479-RA
OG0008183	HMEL009594g1.t1	HEL_008402-RA
OG0008184	HMEL009595g1.t1	HEL_008401-RA
OG0008185	HMEL009598g1.t1	HEL_008399-RA
OG0008186	HMEL009599g1.t1	HEL_008398-RA
OG0008187	HMEL017368g1.t1	HEL_008483-RA
OG0008188	HMEL009603g1.t1	HEL_008393-RA
OG0008189	HMEL009604g1.t1	HEL_008392-RA
OG0008190	HMEL032656g1.t1	HEL_012821-RA
OG0008191	HMEL013434g1.t1	HEL_003277-RA
OG0008192	HMEL013366g1.t1	HEL_012822-RA
OG0008194	HMEL009607g1.t1	HEL_008388-RA
OG0008195	HMEL009081g1.t1	HEL_006730-RA
OG0008196	HMEL007101g1.t1	HEL_004487-RA
OG0008197	HMEL033788g1.t1	HEL_004489-RA
OG0008198	HMEL007105g1.t1	HEL_004490-RA
OG0008199	HMEL013257g1.t1	HEL_008379-RA
OG0008201	HMEL009083g1.t1	HEL_006732-RA
OG0008203	HMEL009087g1.t1	HEL_006736-RA
OG0008204	HMEL004528g1.t1	HEL_013099-RA
OG0008205	HMEL006587g1.t1	HEL_004504-RA
OG0008206	HMEL008794g1.t1	HEL_007149-RA
OG0008208	HMEL030585g1.t1	HEL_008479-RA
OG0008209	HMEL005834g1.t1	HEL_011648-RA
OG0008210	HMEL006589g1.t1	HEL_004506-RA
OG0008211	HMEL017375g1.t1	HEL_008477-RA
OG0008212	HMEL005832g1.t1	HEL_011645-RA
OG0008213	HMEL017377g1.t1	HEL_008475-RA
OG0008214	HMEL033121g1.t1	HEL_003263-RA
OG0008215	HMEL004713g1.t1	HEL_003260-RA
OG0008217	HMEL021580g1.t1	HEL_011628-RA
OG0008218	HMEL009091g1.t1	HEL_006740-RA
OG0008219	HMEL035248g1.t1	HEL_011630-RA
OG0008220	HMEL035249g1.t1	HEL_011631-RA
OG0008221	HMEL006591g1.t1	HEL_004508-RA
OG0008222	HMEL033117g1.t1	HEL_003258-RA
OG0008223	HMEL004869g1.t1	HEL_003259-RA
OG0008224	HMEL009095g1.t1	HEL_006743-RA
OG0008225	HMEL010920g1.t1	HEL_003250-RA
OG0008226	HMEL033111g1.t1	HEL_003246-RA
OG0008227	HMEL010924g1.t1	HEL_003244-RA
OG0008228	HMEL012004g1.t1	HEL_013096-RA
OG0008229	HMEL006879g1.t1	HEL_011639-RA
OG0008230	HMEL013669g1.t1	HEL_008468-RA
