Orthogroup	Heliconius_melpomene_melpomene	Heliconius_erato_lativitta
OG0001384	HMEL016082g1.t1	HEL_011721-RA, HEL_011722-RA
OG0001385	HMEL008986g1.t1	HEL_007797-RA
OG0001386	HMEL032932g1.t1	HEL_010273-RA
OG0001387	HMEL017044g1.t1	HEL_010554-RA
OG0001388	HMEL032929g1.t1	HEL_010270-RA
OG0001389	HMEL008991g1.t1	HEL_007793-RA
OG0001390	HMEL035008g1.t1	HEL_010564-RA
OG0001392	HMEL009623g1.t1	HEL_005065-RA
OG0001393	HMEL006999g1.t1	HEL_007565-RA
OG0001394	HMEL016218g1.t1, HMEL034371g1.t1	HEL_010851-RA
OG0001395	HMEL032287g1.t1	HEL_000511-RA
OG0001396	HMEL009522g1.t1	HEL_011296-RA
OG0001397	HMEL003408g1.t1	HEL_011684-RA, HEL_011685-RA
OG0001398	HMEL003515g1.t1	HEL_013498-RA
OG0001398	HMEL022565g1.t1	HEL_013497-RA
OG0001399	HMEL014564g1.t1	HEL_010123-RA
OG0001400	HMEL007642g1.t1	HEL_003675-RA
OG0001401	HMEL012924g1.t1	HEL_011100-RA, HEL_011101-RA, HEL_011103-RA, HEL_011102-RA, HEL_011104-RA
OG0001402	HMEL002720g1.t1	HEL_003556-RA
OG0001404	HMEL016225g1.t1	HEL_010843-RA
OG0001404	HMEL016224g1.t1	HEL_010844-RA
OG0001405	HMEL034631g1.t1, HMEL006183g1.t1	HEL_011844-RA
OG0001407	HMEL021313g1.t1	HEL_010105-RA, HEL_010104-RA
OG0001408	HMEL022657g1.t1	HEL_011792-RA
OG0001409	HMEL032874g1.t1	HEL_009453-RA, HEL_009455-RA, HEL_009452-RA
OG0001410	HMEL037963g1.t1	HEL_013861-RA
OG0001410	HMEL005584g1.t1	HEL_013860-RA
OG0001411	HMEL032872g1.t1	HEL_009451-RA
OG0001412	HMEL015054g1.t1	HEL_005806-RA
OG0001413	HMEL005064g1.t1, HMEL008596g1.t1	HEL_008075-RA
OG0001414	HMEL013249g1.t1	HEL_004135-RA
OG0001415	HMEL031826g1.t1	HEL_007697-RA
OG0001416	HMEL037194g1.t1	HEL_013938-RA
OG0001417	HMEL032477g1.t1	HEL_006435-RA, HEL_006872-RA
OG0001418	HMEL014142g1.t1	HEL_002561-RA
OG0001419	HMEL030737g1.t1	HEL_002565-RA
OG0001420	HMEL017215g1.t1	HEL_002339-RA
OG0001423	HMEL025049-RA	HEL_004339-RA, HEL_004338-RA, HEL_004340-RA, HEL_004343-RA, HEL_004341-RA
OG0001426	HMEL033252g1.t1	HEL_014219-RA
OG0001428	HMEL010553g1.t1	HEL_009669-RA
OG0001429	HMEL021822g1.t1	HEL_008842-RA
OG0001432	HMEL012734g1.t1	HEL_012088-RA
OG0001432	HMEL012221g1.t1	HEL_012089-RA
OG0001434	HMEL032488g1.t1	HEL_006475-RA, HEL_006473-RA, HEL_006470-RA
OG0001435	HMEL003817g1.t1	HEL_009131-RA
OG0001435	HMEL004985g1.t1	HEL_009130-RA
OG0001436	HMEL037395g1.t1	HEL_000552-RA
OG0001437	HMEL008753g1.t1	HEL_008018-RA, HEL_008019-RA, HEL_008017-RA
OG0001439	HMEL005738g1.t1	HEL_013272-RA
OG0001441	HMEL008703g1.t1	HEL_009383-RA
OG0001442	HMEL011914g1.t1	HEL_010705-RA
OG0001446	HMEL017847g1.t1	HEL_000927-RA, HEL_000928-RA, HEL_000926-RA, HEL_000925-RA
OG0001447	HMEL005406g1.t1	HEL_013306-RA
OG0001448	HMEL015712g1.t1	HEL_001994-RA, HEL_001993-RA
OG0001449	HMEL005769g1.t1, HMEL003260g1.t1	HEL_007933-RA
OG0001452	HMEL032521g1.t1	HEL_006522-RA, HEL_006527-RA
OG0001454	HMEL010049g1.t1	HEL_002007-RA
OG0001455	HMEL033872g1.t1	HEL_008788-RA
OG0001456	HMEL013679g1.t1	HEL_000905-RA, HEL_000903-RA, HEL_000902-RA
OG0001457	HMEL006548g1.t1	HEL_001601-RA, HEL_001600-RA
OG0001458	HMEL013678g1.t1	HEL_000900-RA
OG0001458	HMEL022148g1.t1	HEL_000901-RA
OG0001459	HMEL037574g1.t1	HEL_000898-RA, HEL_000896-RA
OG0001460	HMEL002157g1.t1	HEL_009642-RA
OG0001461	HMEL008842g1.t1	HEL_013738-RA
OG0001462	HMEL004290g1.t1	HEL_007914-RA, HEL_007913-RA, HEL_007915-RA
OG0001463	HMEL003422g1.t1	HEL_005764-RA
OG0001464	HMEL012285g1.t1	HEL_009186-RA
OG0001465	HMEL003427g1.t1	HEL_005761-RA
OG0001466	HMEL030790g1.t1	HEL_002675-RA
OG0001468	HMEL032190g1.t1	HEL_000365-RA, HEL_000366-RA, HEL_000368-RA
OG0001469	HMEL008349g1.t1	HEL_005747-RA
OG0001470	HMEL009954g1.t1	HEL_000985-RA
OG0001471	HMEL033860g1.t1	HEL_008765-RA
OG0001472	HMEL008055g1.t1	HEL_007903-RA
OG0001473	HMEL004569g1.t1	HEL_013682-RA, HEL_013681-RA
OG0001474	HMEL009339g1.t1	HEL_000610-RA
OG0001475	HMEL003053g1.t1	HEL_000353-RA
OG0001476	HMEL009340g1.t1	HEL_000611-RA
OG0001477	HMEL032186g1.t1	HEL_000350-RA
OG0001477	HMEL012582g1.t1	HEL_000352-RA
OG0001477	HMEL032185g1.t1	HEL_000351-RA
OG0001478	HMEL031891g1.t1	HEL_014444-RA
OG0001478	HMEL031892g1.t1	HEL_014445-RA
OG0001479	HMEL006707g1.t1	HEL_002904-RA
OG0001480	HMEL036724g1.t1	HEL_012715-RA
OG0001480	HMEL036723g1.t1, HMEL036725g1.t1	HEL_012716-RA
OG0001481	HMEL037918g1.t1	HEL_005200-RA
OG0001482	HMEL007963g1.t1	HEL_004846-RA, HEL_004845-RA
OG0001483	HMEL031152g1.t1	HEL_001571-RA, HEL_001572-RA
OG0001484	HMEL009872g1.t1	HEL_008975-RA, HEL_008973-RA, HEL_008974-RA, HEL_008978-RA
OG0001485	HMEL002517g1.t1	HEL_010869-RA
OG0001486	HMEL036085g1.t1	HEL_004271-RA, HEL_004270-RA
OG0001487	HMEL012051g1.t1	HEL_007877-RA
OG0001488	HMEL013180g1.t1	HEL_011876-RA
OG0001489	HMEL007510g1.t1	HEL_004823-RA
OG0001490	HMEL034496g1.t1	HEL_004677-RA
OG0001491	HMEL005299g1.t1	HEL_014607-RA
OG0001492	HMEL012851g1.t1	HEL_007176-RA
OG0001494	HMEL032144g1.t1	HEL_000322-RA
OG0001495	HMEL013609g1.t1	HEL_001834-RA, HEL_001833-RA
OG0001496	HMEL014221g1.t1	HEL_013662-RA
OG0001497	HMEL011823g1.t1	HEL_000323-RA
OG0001498	HMEL037702g1.t1	HEL_001126-RA
OG0001499	HMEL038091g1.t1	HEL_003765-RA
OG0001500	HMEL022328g1.t1, HMEL016306g1.t1	HEL_011583-RA
OG0001501	HMEL031326g1.t1	HEL_004757-RA
OG0001501	HMEL017985g1.t1	HEL_004755-RA
OG0001502	HMEL012673g1.t1	HEL_010783-RA
OG0001503	HMEL008312g1.t1	HEL_009875-RA
OG0001504	HMEL013747g1.t1	HEL_000684-RA
OG0001504	HMEL037448g1.t1	HEL_000683-RA
OG0001505	HMEL006947g1.t1	HEL_002856-RA
OG0001506	HMEL038105g1.t1	HEL_003751-RA, HEL_003756-RA
OG0001507	HMEL012974g1.t1	HEL_001828-RA
OG0001509	HMEL006950g1.t1	HEL_002854-RA
OG0001511	HMEL006952g1.t1	HEL_002851-RA, HEL_002853-RA
OG0001512	HMEL005396g1.t1	HEL_007499-RA
OG0001514	HMEL006490g1.t1	HEL_005562-RA
OG0001515	HMEL013345g1.t1	HEL_002832-RA
OG0001516	HMEL016503g1.t1	HEL_001066-RA, HEL_001069-RA
OG0001517	HMEL021872g1.t1	HEL_003741-RA
OG0001518	HMEL016921g1.t1	HEL_010961-RA
OG0001522	HMEL011639g1.t1	HEL_002982-RA
OG0001523	HMEL030831g1.t1	HEL_002812-RA
OG0001524	HMEL038009g1.t1	HEL_003722-RA, HEL_001151-RA, HEL_003723-RA
OG0001526	HMEL005553-RA	HEL_014016-RA
OG0001529	HMEL018069g1.t1	HEL_001817-RA
OG0001530	HMEL011731g1.t1	HEL_001393-RA
OG0001531	HMEL034512g1.t1	HEL_004710-RA, HEL_004711-RA
OG0001532	HMEL006869g1.t1	HEL_009972-RA
OG0001533	HMEL005226g1.t1, HMEL035035g1.t1, HMEL036595g1.t1, HMEL031211g1.t1, HMEL007277g1.t1	HEL_010465-RA
OG0001534	HMEL006579g1.t1	HEL_013741-RA, HEL_013740-RA
OG0001535	HMEL013314g1.t1	HEL_002783-RA, HEL_002787-RA, HEL_002785-RA, HEL_002784-RA, HEL_002782-RA
OG0001536	HMEL008272g1.t1	HEL_006279-RA, HEL_006282-RA, HEL_006278-RA, HEL_006280-RA, HEL_006283-RA
OG0001537	HMEL037456g1.t1, HMEL007281g1.t1	HEL_010467-RA
OG0001538	HMEL031995g1.t1	HEL_000055-RA
OG0001539	HMEL015171g1.t1	HEL_001339-RA, HEL_001336-RA, HEL_001338-RA, HEL_001337-RA, HEL_001335-RA
OG0001540	HMEL016677g1.t1	HEL_004582-RA
OG0001541	HMEL006152g1.t1	HEL_007452-RA
OG0001542	HMEL013122g1.t1	HEL_009523-RA
OG0001543	HMEL006852g1.t1	HEL_009994-RA
OG0001544	HMEL004553g1.t1	HEL_007449-RA
OG0001545	HMEL015367g1.t1	HEL_006922-RA
OG0001545	HMEL030667g1.t1	HEL_006921-RA
OG0001546	HMEL037654g1.t1	HEL_001077-RA, HEL_001078-RA
OG0001546	HMEL026005g1.t1	HEL_001076-RA
OG0001547	HMEL013125g1.t1	HEL_009519-RA, HEL_009520-RA
OG0001548	HMEL017106g1.t1	HEL_006084-RA, HEL_006083-RA
OG0001549	HMEL017139g1.t1	HEL_000033-RA
OG0001549	HMEL017140g1.t1	HEL_000032-RA
OG0001550	HMEL008814g1.t1	HEL_014472-RA
OG0001551	HMEL004996g1.t1	HEL_003799-RA, HEL_003800-RA, HEL_003796-RA
OG0001552	HMEL015141g1.t1	HEL_001374-RA, HEL_001371-RA
OG0001553	HMEL009421g1.t1	HEL_010008-RA, HEL_010007-RA
OG0001554	HMEL005016g1.t1	HEL_008204-RA
OG0001555	HMEL006816g1.t1	HEL_003034-RA
OG0001556	HMEL006808g1.t1	HEL_003040-RA
OG0001557	HMEL031578g1.t1	HEL_010741-RA
OG0001558	HMEL007616g1.t1	HEL_012354-RA
OG0001559	HMEL017564g1.t1	HEL_012154-RA
OG0001560	HMEL037674g1.t1	HEL_001110-RA
OG0001562	HMEL011949g1.t1	HEL_012174-RA
OG0001563	HMEL011363g1.t1	HEL_013654-RA
OG0001564	HMEL007504g1.t1	HEL_000258-RA
OG0001564	HMEL005447g1.t1	HEL_000259-RA
OG0001565	HMEL008155g1.t1	HEL_013183-RA
OG0001567	HMEL014556g1.t1	HEL_012394-RA
OG0001568	HMEL006080g1.t1	HEL_006859-RA
OG0001569	HMEL020641g1.t1	HEL_001039-RA
OG0001570	HMEL004837g1.t1	HEL_012389-RA
OG0001571	HMEL034777g1.t1	HEL_006335-RA, HEL_006338-RA, HEL_006340-RA
OG0001572	HMEL031983g1.t1	HEL_000003-RA
OG0001573	HMEL032085g1.t1	HEL_000226-RA
OG0001575	HMEL038217g1.t1	HEL_013470-RA
OG0001576	HMEL002079g1.t1	HEL_007398-RA
OG0001577	HMEL031107g1.t1	HEL_001433-RA
OG0001578	HMEL030889g1.t1	HEL_006780-RA, HEL_006781-RA
OG0001579	HMEL003344-RA	HEL_001439-RA
OG0001580	HMEL009715g1.t1	HEL_007234-RA
OG0001581	HMEL015180g1.t1	HEL_001326-RA, HEL_001325-RA
OG0001582	HMEL031064g1.t1	HEL_001322-RA
OG0001583	HMEL014990g1.t1	HEL_005948-RA
OG0001584	HMEL015185g1.t1	HEL_001318-RA
OG0001585	HMEL012101g1.t1	HEL_007030-RA, HEL_007032-RA, HEL_007031-RA
OG0001586	HMEL014998g1.t1	HEL_005940-RA
OG0001587	HMEL006750g1.t1	HEL_008106-RA, HEL_008105-RA
OG0001587	HMEL006749g1.t1	HEL_008104-RA
OG0001588	HMEL036327g1.t1	HEL_007243-RA
OG0001589	HMEL036820g1.t1	HEL_013581-RA
OG0001591	HMEL002752g1.t1	HEL_008579-RA
OG0001591	HMEL017468g1.t1	HEL_008580-RA
OG0001592	HMEL036027g1.t1	HEL_012379-RA
OG0001593	HMEL015947g1.t1	HEL_006799-RA, HEL_006798-RA
OG0001594	HMEL007749g1.t1	HEL_010979-RA, HEL_010981-RA, HEL_010980-RA
OG0001595	HMEL010115g1.t1	HEL_003898-RA
OG0001596	HMEL037603g1.t1	HEL_000992-RA, HEL_000991-RA
OG0001596	HMEL037602g1.t1	HEL_000990-RA
OG0001597	HMEL011387g1.t1	HEL_003131-RA
OG0001598	HMEL009428g1.t1	HEL_013435-RA, HEL_013438-RA
OG0001600	HMEL003438g1.t1	HEL_012602-RA
OG0001601	HMEL004766g1.t1	HEL_010651-RA
OG0001602	HMEL017425g1.t1	HEL_007214-RA
OG0001603	HMEL010618g1.t1	HEL_012657-RA
OG0001604	HMEL014373g1.t1	HEL_013355-RA
OG0001605	HMEL015465g1.t1	HEL_014173-RA
OG0001607	HMEL015290g1.t1	HEL_001265-RA
OG0001608	HMEL037712g1.t1	HEL_009768-RA, HEL_009767-RA
OG0001609	HMEL030026g1.t1	HEL_005883-RA, HEL_005881-RA
OG0001611	HMEL015997g1.t1	HEL_010686-RA
OG0001612	HMEL000061g1.t1	HEL_011513-RA, HEL_011512-RA
OG0001613	HMEL032689g1.t1	HEL_011503-RA
OG0001614	HMEL003784g1.t1	HEL_005870-RA
OG0001615	HMEL010621g1.t1	HEL_012930-RA, HEL_012931-RA
OG0001616	HMEL020101g1.t1, HMEL036871g1.t1	HEL_012050-RA
OG0001617	HMEL037119g1.t1	HEL_010298-RA
OG0001618	HMEL037120g1.t1	HEL_010300-RA
OG0001619	HMEL003013g1.t1	HEL_006209-RA
OG0001619	HMEL006294g1.t1	HEL_006210-RA
OG0001620	HMEL014313g1.t1	HEL_008628-RA, HEL_008627-RA, HEL_008629-RA, HEL_008626-RA
OG0001621	HMEL003531g1.t1	HEL_011945-RA
OG0001623	HMEL015222g1.t1	HEL_001204-RA, HEL_001203-RA
OG0001624	HMEL002679-RA	HEL_009606-RA, HEL_009604-RA
OG0001625	HMEL035985g1.t1	HEL_013076-RA
OG0001625	HMEL035986g1.t1	HEL_013077-RA
OG0001626	HMEL006157g1.t1	HEL_003211-RA
OG0001627	HMEL002683g1.t1	HEL_009601-RA
OG0001628	HMEL009179g1.t1	HEL_006650-RA
OG0001630	HMEL002017g1.t1	HEL_011426-RA
OG0001630	HMEL032674g1.t1	HEL_011427-RA
OG0001631	HMEL009186g1.t1	HEL_006654-RA
OG0001632	HMEL003126g1.t1	HEL_008540-RA
OG0001635	HMEL012324g1.t1	HEL_011969-RA
OG0001635	HMEL014796g1.t1	HEL_011970-RA
OG0001636	HMEL009211g1.t1	HEL_006681-RA
OG0001637	HMEL017754-RA	HEL_010353-RA
OG0001638	HMEL033388g1.t1	HEL_008351-RA
OG0001640	HMEL037155g1.t1	HEL_010362-RA
OG0001641	HMEL013273g1.t1	HEL_008357-RA
OG0001641	HMEL033395g1.t1	HEL_008369-RA
OG0001642	HMEL013264g1.t1	HEL_008368-RA
OG0001643	HMEL031002g1.t1	HEL_001144-RA
OG0001644	HMEL017948g1.t1	HEL_007146-RA
OG0001645	HMEL017359g1.t1	HEL_008487-RA
OG0001647	HMEL013105g1.t1	HEL_012805-RA
OG0001648	HMEL030593g1.t1	HEL_008486-RA
OG0001648	HMEL030591g1.t1	HEL_008484-RA
OG0001649	HMEL007097g1.t1	HEL_004482-RA, HEL_004483-RA
OG0001650	HMEL033123g1.t1	HEL_003280-RA, HEL_003279-RA
OG0001651	HMEL013258g1.t1	HEL_008375-RA, HEL_008378-RA
OG0001652	HMEL013261g1.t1	HEL_008373-RA
OG0001653	HMEL006882g1.t1	HEL_011637-RA
OG0001656	HMEL007516g1.t1	HEL_004827-RA
OG0001656	HMEL007518g1.t1	HEL_004829-RA
OG0001658	HMEL033793g1.t1	HEL_004857-RA
OG0001658	HMEL031354g1.t1	HEL_004858-RA
OG0001658	HMEL003607g1.t1	HEL_004856-RA
OG0001659	HMEL013941g1.t1	HEL_009811-RA, HEL_009812-RA
OG0001660	HMEL006855g1.t1	HEL_009987-RA, HEL_009988-RA, HEL_009989-RA, HEL_009991-RA, HEL_009990-RA
OG0001661	HMEL008797g1.t1	HEL_007068-RA
OG0001661	HMEL022241g1.t1, HMEL008810g1.t1	HEL_010503-RA, HEL_007067-RA, HEL_013529-RA, HEL_014337-RA, HEL_000233-RA, HEL_013423-RA, HEL_013579-RA, HEL_010500-RA, HEL_013528-RA
OG0001662	HMEL014508g1.t1	HEL_003366-RA
OG0001670	HMEL015026g1.t1	HEL_010056-RA
OG0001672	HMEL004018g1.t1	HEL_013179-RA, HEL_013177-RA, HEL_013180-RA, HEL_013178-RA
OG0001673	HMEL016816g1.t1	HEL_004888-RA
OG0001674	HMEL011251g1.t1	HEL_000541-RA
OG0001675	HMEL033641g1.t1	HEL_008968-RA
OG0001676	HMEL006197g1.t1	HEL_011852-RA
OG0001678	HMEL015080g1.t1	HEL_001696-RA, HEL_001695-RA
OG0001679	HMEL014875g1.t1	HEL_006972-RA
OG0001680	HMEL010289g1.t1	HEL_012506-RA
OG0001681	HMEL013221g1.t1	HEL_004168-RA
OG0001682	HMEL036377g1.t1	HEL_007333-RA
OG0001683	HMEL008376g1.t1	HEL_011014-RA
OG0001684	HMEL008377g1.t1	HEL_011013-RA
OG0001685	HMEL014531g1.t1	HEL_002184-RA
OG0001686	HMEL006188-RA	HEL_011848-RA
OG0001687	HMEL008375g1.t1	HEL_011015-RA
OG0001688	HMEL014602g1.t1, HMEL036376g1.t1	HEL_007330-RA
OG0001689	HMEL010809g1.t1	HEL_013050-RA
OG0001690	HMEL007410g1.t1	HEL_005081-RA, HEL_005075-RA
OG0001691	HMEL004470g1.t1	HEL_012681-RA
OG0001692	HMEL012787g1.t1	HEL_012687-RA
OG0001693	HMEL003868g1.t1	HEL_002149-RA
OG0001695	HMEL022579g1.t1	HEL_003478-RA
OG0001695	HMEL022656g1.t1	HEL_003476-RA
OG0001696	HMEL017653g1.t1	HEL_014059-RA
OG0001697	HMEL007829g1.t1	HEL_009473-RA
OG0001698	HMEL034009g1.t1	HEL_004014-RA
OG0001699	HMEL034007g1.t1	HEL_004012-RA, HEL_004013-RA
OG0001700	HMEL013466g1.t1, HMEL002734g1.t1	HEL_014530-RA
OG0001702	HMEL004472g1.t1	HEL_012678-RA
OG0001703	HMEL009821g1.t1, HMEL033426g1.t1	HEL_012097-RA
OG0001704	HMEL022523g1.t1	HEL_013045-RA
OG0001705	HMEL016375g1.t1	HEL_003388-RA
OG0001706	HMEL010152g1.t1	HEL_004025-RA
OG0001707	HMEL022501g1.t1	HEL_013047-RA
OG0001709	HMEL002991g1.t1	HEL_012527-RA, HEL_012530-RA
OG0001710	HMEL003231g1.t1	HEL_009221-RA
OG0001711	HMEL006069g1.t1	HEL_005384-RA
OG0001713	HMEL014145g1.t1	HEL_002199-RA
OG0001714	HMEL006071g1.t1	HEL_005386-RA
OG0001715	HMEL031787g1.t1	HEL_007618-RA, HEL_007619-RA, HEL_007625-RA, HEL_007621-RA
OG0001716	HMEL021844g1.t1	HEL_007615-RA, HEL_007624-RA, HEL_007616-RA
OG0001717	HMEL014765g1.t1	HEL_005314-RA
OG0001718	HMEL037832g1.t1	HEL_005087-RA, HEL_005086-RA
OG0001719	HMEL010808g1.t1	HEL_013049-RA
OG0001720	HMEL032403g1.t1	HEL_014453-RA
OG0001721	HMEL015557g1.t1	HEL_005392-RA
OG0001722	HMEL014760g1.t1	HEL_005307-RA
OG0001723	HMEL010067g1.t1	HEL_005292-RA, HEL_005295-RA, HEL_005294-RA
OG0001724	HMEL007249g1.t1	HEL_010490-RA, HEL_010492-RA, HEL_010491-RA
OG0001725	HMEL014498g1.t1	HEL_003356-RA
OG0001726	HMEL004321g1.t1	HEL_005402-RA
OG0001727	HMEL035386g1.t1	HEL_012638-RA, HEL_012637-RA
OG0001728	HMEL010054g1.t1	HEL_005277-RA
OG0001728	HMEL004136g1.t1	HEL_005276-RA
OG0001731	HMEL012076g1.t1, HMEL037843g1.t1	HEL_005100-RA
OG0001732	HMEL010942g1.t1	HEL_002215-RA
OG0001734	HMEL034432g1.t1	HEL_005406-RA, HEL_005407-RA
OG0001735	HMEL004134g1.t1, HMEL002273g1.t1	HEL_005255-RA
OG0001736	HMEL032918g1.t1	HEL_010250-RA, HEL_010247-RA, HEL_010248-RA, HEL_010246-RA
OG0001737	HMEL013208g1.t1	HEL_004957-RA
OG0001738	HMEL014519-RA	HEL_003977-RA
OG0001739	HMEL021960g1.t1, HMEL030447g1.t1, HMEL009803g1.t1, HMEL006003g1.t1	HEL_005102-RA
OG0001740	HMEL030714g1.t1	HEL_012407-RA
OG0001742	HMEL016003g1.t1	HEL_012568-RA, HEL_012569-RA
OG0001743	HMEL016005g1.t1	HEL_012570-RA
OG0001744	HMEL011818g1.t1	HEL_010197-RA
OG0001745	HMEL005250g1.t1	HEL_005411-RA
OG0001747	HMEL035265g1.t1, HMEL035264g1.t1	HEL_011658-RA
OG0001750	HMEL002059g1.t1	HEL_013887-RA, HEL_013889-RA
OG0001751	HMEL010786g1.t1	HEL_013062-RA
OG0001752	HMEL036277g1.t1	HEL_013202-RA
OG0001753	HMEL013310g1.t1	HEL_002776-RA
OG0001754	HMEL008077g1.t1	HEL_008995-RA
OG0001755	HMEL010773g1.t1	HEL_002069-RA
OG0001756	HMEL005376g1.t1	HEL_013905-RA
OG0001757	HMEL009003g1.t1	HEL_007782-RA
OG0001758	HMEL003474g1.t1	HEL_013195-RA, HEL_013194-RA, HEL_013192-RA
OG0001759	HMEL032960g1.t1	HEL_014342-RA, HEL_014341-RA
OG0001760	HMEL003915g1.t1	HEL_013512-RA, HEL_013511-RA, HEL_013510-RA, HEL_013513-RA
OG0001761	HMEL003470g1.t1	HEL_013188-RA
OG0001762	HMEL016022g1.t1	HEL_005667-RA
OG0001763	HMEL017603g1.t1	HEL_010200-RA
OG0001764	HMEL031439g1.t1	HEL_003325-RA
OG0001765	HMEL017672g1.t1	HEL_000473-RA
OG0001766	HMEL006916g1.t1	HEL_002086-RA
OG0001767	HMEL020746g1.t1	HEL_000787-RA
OG0001768	HMEL007885g1.t1	HEL_009023-RA, HEL_009024-RA, HEL_009022-RA
OG0001769	HMEL006360g1.t1	HEL_008216-RA
OG0001770	HMEL017542g1.t1	HEL_008887-RA, HEL_008888-RA, HEL_008889-RA
OG0001771	HMEL017931g1.t1	HEL_007131-RA, HEL_007130-RA
OG0001772	HMEL004921g1.t1	HEL_011738-RA, HEL_011737-RA
OG0001773	HMEL011562g1.t1	HEL_013231-RA
OG0001774	HMEL016272g1.t1	HEL_005680-RA
OG0001776	HMEL011955g1.t1	HEL_012185-RA
OG0001777	HMEL004347g1.t1	HEL_007762-RA
OG0001778	HMEL020608g1.t1	HEL_010148-RA
OG0001779	HMEL010020g1.t1	HEL_001784-RA, HEL_001782-RA, HEL_001781-RA, HEL_001785-RA
OG0001780	HMEL004344g1.t1	HEL_007760-RA
OG0001781	HMEL016120g1.t1	HEL_011269-RA
OG0001782	HMEL012592g1.t1	HEL_003541-RA
OG0001784	HMEL016081g1.t1	HEL_011723-RA
OG0001785	HMEL017401g1.t1	HEL_013167-RA
OG0001786	HMEL016123g1.t1	HEL_011272-RA
OG0001787	HMEL004589g1.t1	HEL_005427-RA
OG0001788	HMEL037492g1.t1	HEL_000798-RA
OG0001789	HMEL005467g1.t1	HEL_010141-RA
OG0001790	HMEL017406g1.t1	HEL_013163-RA, HEL_013164-RA
OG0001791	HMEL037996g1.t1	HEL_003593-RA, HEL_003592-RA
OG0001793	HMEL017524g1.t1	HEL_008867-RA
OG0001794	HMEL016549g1.t1	HEL_005045-RA
OG0001795	HMEL037352g1.t1	HEL_011281-RA, HEL_011280-RA
OG0001796	HMEL017413g1.t1	HEL_013159-RA
OG0001797	HMEL017521g1.t1	HEL_008864-RA
OG0001798	HMEL003392g1.t1	HEL_006400-RA
OG0001799	HMEL017062g1.t1	HEL_010572-RA
OG0001800	HMEL032450g1.t1	HEL_006401-RA
OG0001801	HMEL017519g1.t1	HEL_011234-RA
OG0001802	HMEL008995g1.t1	HEL_007791-RA
OG0001803	HMEL031263g1.t1	HEL_001801-RA
OG0001804	HMEL015582g1.t1	HEL_011698-RA, HEL_011699-RA
OG0001805	HMEL013378g1.t1	HEL_010215-RA
OG0001806	HMEL008251g1.t1	HEL_005709-RA
OG0001807	HMEL032275g1.t1	HEL_000506-RA, HEL_000507-RA
OG0001808	HMEL038026g1.t1	HEL_003653-RA, HEL_003652-RA
OG0001808	HMEL038025g1.t1	HEL_003657-RA
OG0001810	HMEL014411-RA	HEL_011777-RA
OG0001811	HMEL004113g1.t1	HEL_004937-RA
OG0001812	HMEL008452g1.t1, HMEL010716g1.t1	HEL_000437-RA
OG0001815	HMEL032461g1.t1	HEL_006412-RA
OG0001816	HMEL002475g1.t1	HEL_008051-RA, HEL_008052-RA
OG0001817	HMEL036638g1.t1	HEL_005727-RA
OG0001819	HMEL037957g1.t1	HEL_013850-RA, HEL_013849-RA, HEL_013846-RA
OG0001820	HMEL030119g1.t1	HEL_002236-RA
OG0001820	HMEL003304g1.t1	HEL_002235-RA, HEL_002233-RA, HEL_002237-RA
OG0001821	HMEL021549g1.t1	HEL_010106-RA
OG0001822	HMEL013710g1.t1	HEL_005609-RA, HEL_005608-RA
OG0001823	HMEL011193g1.t1	HEL_011345-RA
OG0001824	HMEL015044g1.t1	HEL_005818-RA
OG0001825	HMEL011487g1.t1	HEL_011221-RA, HEL_011219-RA
OG0001826	HMEL004083g1.t1	HEL_002545-RA
OG0001827	HMEL013579g1.t1	HEL_001643-RA
OG0001829	HMEL012550g1.t1	HEL_009062-RA
OG0001830	HMEL010318g1.t1	HEL_001688-RA
OG0001831	HMEL017250g1.t1	HEL_002305-RA
OG0001833	HMEL035332g1.t1	HEL_010091-RA
OG0001834	HMEL034483g1.t1	HEL_004648-RA, HEL_004647-RA
OG0001835	HMEL010326g1.t1	HEL_001683-RA
OG0001836	HMEL006169g1.t1	HEL_011828-RA
OG0001838	HMEL011232g1.t1	HEL_000522-RA
OG0001839	HMEL016358g1.t1	HEL_002555-RA
OG0001840	HMEL011229g1.t1	HEL_000516-RA, HEL_000515-RA
OG0001841	HMEL035026g1.t1	HEL_009088-RA, HEL_009086-RA, HEL_009087-RA
OG0001842	HMEL007320g1.t1	HEL_000420-RA
OG0001842	HMEL002266g1.t1	HEL_000421-RA, HEL_000419-RA
OG0001843	HMEL008736g1.t1	HEL_005003-RA
OG0001844	HMEL016624g1.t1	HEL_007064-RA
OG0001845	HMEL033919g1.t1	HEL_014027-RA
OG0001846	HMEL017479-RA	HEL_010834-RA, HEL_010830-RA, HEL_010833-RA, HEL_010832-RA, HEL_010836-RA
OG0001847	HMEL009735g1.t1	HEL_000411-RA, HEL_000413-RA, HEL_000412-RA, HEL_000410-RA
OG0001849	HMEL021836g1.t1, HMEL033917g1.t1, HMEL033911g1.t1	HEL_014025-RA
OG0001850	HMEL035326g1.t1	HEL_010087-RA
OG0001851	HMEL016476g1.t1	HEL_014224-RA, HEL_014223-RA
OG0001852	HMEL016953g1.t1	HEL_009269-RA
OG0001852	HMEL034591g1.t1	HEL_009274-RA, HEL_009273-RA
