Orthogroup	Heliconius_melpomene_melpomene	Bicyclus_anynana
OG0007744	HMEL007774g1.t1	Bany_07711-RA
OG0007745	HMEL005674g1.t1	Bany_10405-RA
OG0007746	HMEL017439g1.t1	Bany_15363-RA
OG0007747	HMEL013553g1.t1	Bany_15954-RA
OG0007748	HMEL002661g1.t1	Bany_06418-RA
OG0007749	HMEL036315g1.t1	Bany_15365-RA
OG0007750	HMEL020458g1.t1	Bany_12312-RA
OG0007751	HMEL002906-RA	Bany_02409-RA
OG0007752	HMEL002904-RA	Bany_02411-RA
OG0007753	HMEL003651g1.t1	Bany_06420-RA
OG0007754	HMEL003650g1.t1	Bany_06421-RA
OG0007755	HMEL017443g1.t1	Bany_15366-RA
OG0007756	HMEL002902-RA	Bany_02415-RA
OG0007757	HMEL016170g1.t1	Bany_11041-RA
OG0007758	HMEL022536-RA	Bany_04918-RA
OG0007760	HMEL011564g1.t1	Bany_08453-RA
OG0007761	HMEL035227g1.t1	Bany_03213-RA
OG0007762	HMEL037100g1.t1	Bany_12315-RA
OG0007763	HMEL017445g1.t1	Bany_15373-RA
OG0007764	HMEL002845g1.t1	Bany_00667-RA
OG0007765	HMEL007565g1.t1	Bany_10408-RA
OG0007766	HMEL005992g1.t1	Bany_06426-RA
OG0007767	HMEL002844g1.t1	Bany_00668-RA
OG0007768	HMEL006121g1.t1	Bany_13528-RA
OG0007769	HMEL006122g1.t1	Bany_13529-RA
OG0007770	HMEL007305g1.t1	Bany_04921-RA
OG0007771	HMEL006123g1.t1	Bany_13530-RA
OG0007772	HMEL016162g1.t1	Bany_12317-RA
OG0007773	HMEL032011g1.t1	Bany_10416-RA
OG0007774	HMEL032699g1.t1	Bany_08454-RA
OG0007775	HMEL002416g1.t1	Bany_11048-RA
OG0007776	HMEL002895g1.t1	Bany_02423-RA
OG0007778	HMEL030631g1.t1	Bany_02425-RA
OG0007779	HMEL036887g1.t1	Bany_14842-RA
OG0007780	HMEL035964g1.t1, HMEL035961g1.t1	Bany_11052-RA
OG0007781	HMEL003861g1.t1	Bany_15976-RA
OG0007782	HMEL033353g1.t1	Bany_01608-RA
OG0007783	HMEL017385g1.t1	Bany_10419-RA
OG0007784	HMEL006309g1.t1	Bany_11799-RA
OG0007785	HMEL010622g1.t1	Bany_01610-RA
OG0007786	HMEL032324g1.t1	Bany_11801-RA
OG0007787	HMEL011441-RA	Bany_04108-RA, Bany_04080-RA
OG0007788	HMEL010623g1.t1	Bany_01611-RA
OG0007789	HMEL032325g1.t1	Bany_11802-RA
OG0007790	HMEL037732g1.t1	Bany_14172-RA
OG0007791	HMEL015483g1.t1	Bany_12327-RA
OG0007793	HMEL003857g1.t1	Bany_15978-RA
OG0007794	HMEL010626g1.t1	Bany_01613-RA
OG0007795	HMEL003798g1.t1	Bany_07120-RA
OG0007796	HMEL010627g1.t1	Bany_01614-RA
OG0007797	HMEL014588g1.t1	Bany_11809-RA
OG0007798	HMEL030629g1.t1	Bany_02433-RA
OG0007799	HMEL016621g1.t1	Bany_07727-RA
OG0007800	HMEL032327g1.t1	Bany_11814-RA
OG0007801	HMEL015280g1.t1	Bany_00681-RA
OG0007803	HMEL015279g1.t1	Bany_00683-RA
OG0007804	HMEL030025g1.t1	Bany_07129-RA
OG0007805	HMEL003793g1.t1	Bany_07130-RA
OG0007806	HMEL011477g1.t1	Bany_09207-RA
OG0007807	HMEL014293g1.t1	Bany_13549-RA
OG0007808	HMEL032692g1.t1	Bany_08471-RA
OG0007809	HMEL015278g1.t1	Bany_00686-RA
OG0007810	HMEL003762g1.t1	Bany_06434-RA
OG0007812	HMEL022507-RA	Bany_03232-RA
OG0007813	HMEL011474g1.t1	Bany_09212-RA
OG0007814	HMEL015276g1.t1	Bany_00689-RA
OG0007816	HMEL015275g1.t1	Bany_00690-RA
OG0007817	HMEL009446g1.t1	Bany_03234-RA
OG0007818	HMEL000060g1.t1	Bany_08477-RA
OG0007819	HMEL003791g1.t1	Bany_07135-RA
OG0007820	HMEL000059g1.t1	Bany_08478-RA
OG0007821	HMEL037115g1.t1	Bany_12341-RA
OG0007822	HMEL014299g1.t1	Bany_13557-RA
OG0007823	HMEL003790g1.t1	Bany_07136-RA
OG0007824	HMEL011425g1.t1	Bany_04091-RA, Bany_04092-RA
OG0007825	HMEL009443g1.t1	Bany_03237-RA
OG0007826	HMEL005457g1.t1	Bany_12343-RA
OG0007827	HMEL035573g1.t1	Bany_07732-RA
OG0007828	HMEL010636g1.t1	Bany_01623-RA
OG0007829	HMEL000058-RA	Bany_08479-RA
OG0007830	HMEL005900g1.t1	Bany_04936-RA
OG0007831	HMEL008967g1.t1	Bany_05726-RA, Bany_05758-RA
OG0007832	HMEL009441g1.t1	Bany_03241-RA
OG0007833	HMEL009438g1.t1	Bany_03242-RA
OG0007834	HMEL005901g1.t1	Bany_04938-RA
OG0007835	HMEL001028-RA	Bany_15990-RA
OG0007836	HMEL005902g1.t1	Bany_04940-RA
OG0007837	HMEL016629g1.t1	Bany_07736-RA
OG0007839	HMEL009440g1.t1	Bany_03244-RA
OG0007840	HMEL000053-RA	Bany_08485-RA
OG0007841	HMEL015268g1.t1	Bany_00698-RA
OG0007842	HMEL011428g1.t1	Bany_04095-RA
OG0007843	HMEL015267g1.t1	Bany_00699-RA
OG0007844	HMEL011470g1.t1	Bany_09216-RA
OG0007845	HMEL011431g1.t1	Bany_04097-RA
OG0007846	HMEL011433g1.t1	Bany_04099-RA
OG0007847	HMEL013990g1.t1	Bany_14853-RA
OG0007848	HMEL015263g1.t1	Bany_00704-RA
OG0007849	HMEL037118g1.t1	Bany_12347-RA
OG0007850	HMEL014308g1.t1	Bany_13565-RA
OG0007851	HMEL003752g1.t1	Bany_06441-RA
OG0007852	HMEL011468g1.t1	Bany_09219-RA
OG0007853	HMEL031693g1.t1	Bany_09220-RA
OG0007854	HMEL015261g1.t1	Bany_00708-RA
OG0007855	HMEL016639g1.t1	Bany_07742-RA
OG0007856	HMEL006291g1.t1	Bany_06444-RA
OG0007857	HMEL015260g1.t1	Bany_00710-RA
OG0007858	HMEL011122g1.t1	Bany_02444-RA
OG0007859	HMEL015256g1.t1	Bany_00713-RA
OG0007860	HMEL011990g1.t1	Bany_14858-RA
OG0007861	HMEL006295g1.t1	Bany_06448-RA
OG0007862	HMEL006296g1.t1	Bany_06449-RA
OG0007863	HMEL036867g1.t1	Bany_14859-RA
OG0007864	HMEL014311g1.t1	Bany_13574-RA
OG0007865	HMEL032686g1.t1, HMEL021863g1.t1	Bany_08487-RA
OG0007866	HMEL036865g1.t1	Bany_14860-RA
OG0007868	HMEL012628g1.t1	Bany_09222-RA
OG0007869	HMEL000051g1.t1	Bany_08488-RA
OG0007870	HMEL014031g1.t1	Bany_01631-RA
OG0007871	HMEL012717-RA	Bany_14863-RA
OG0007872	HMEL011436-RA	Bany_04104-RA
OG0007873	HMEL001014g1.t1	Bany_15993-RA
OG0007874	HMEL012632g1.t1	Bany_09225-RA
OG0007875	HMEL015252g1.t1	Bany_00717-RA, Bany_00718-RA
OG0007876	HMEL022601g1.t1	Bany_04106-RA
OG0007877	HMEL011118g1.t1	Bany_02449-RA
OG0007878	HMEL035578g1.t1	Bany_07748-RA
OG0007879	HMEL011117g1.t1	Bany_02451-RA
OG0007880	HMEL001017g1.t1	Bany_15994-RA
OG0007881	HMEL000048g1.t1	Bany_08495-RA
OG0007882	HMEL000047-RA	Bany_08496-RA
OG0007883	HMEL016647g1.t1	Bany_07749-RA
OG0007884	HMEL000045g1.t1	Bany_08498-RA
OG0007885	HMEL000044g1.t1	Bany_08499-RA
OG0007886	HMEL011114g1.t1	Bany_02453-RA
OG0007887	HMEL017394g1.t1	Bany_10439-RA
OG0007888	HMEL000043-RA	Bany_08500-RA
OG0007889	HMEL000042-RA	Bany_08501-RA
OG0007890	HMEL000041-RA	Bany_08502-RA
OG0007891	HMEL001020g1.t1	Bany_15997-RA
OG0007892	HMEL000040-RA	Bany_08504-RA
OG0007893	HMEL001022g1.t1	Bany_15999-RA
OG0007894	HMEL000039-RA	Bany_08505-RA
OG0007895	HMEL012638g1.t1	Bany_09230-RA
OG0007896	HMEL012639g1.t1	Bany_09231-RA
OG0007897	HMEL014035g1.t1	Bany_01634-RA
OG0007899	HMEL000036-RA	Bany_08509-RA
OG0007900	HMEL012640g1.t1	Bany_09232-RA
OG0007901	HMEL012641g1.t1	Bany_09233-RA
OG0007902	HMEL003091g1.t1	Bany_04959-RA
OG0007903	HMEL035976g1.t1	Bany_11071-RA
OG0007904	HMEL001006g1.t1	Bany_16003-RA
OG0007905	HMEL001004g1.t1	Bany_16004-RA
OG0007906	HMEL033072g1.t1	Bany_04110-RA
OG0007907	HMEL016748g1.t1	Bany_10445-RA
OG0007908	HMEL013532g1.t1	Bany_07757-RA
OG0007909	HMEL000033-RA	Bany_08515-RA
OG0007910	HMEL031022g1.t1	Bany_00720-RA
OG0007911	HMEL014091g1.t1	Bany_04111-RA
OG0007912	HMEL003087g1.t1	Bany_04964-RA
OG0007913	HMEL031021g1.t1	Bany_00721-RA
OG0007914	HMEL009280g1.t1	Bany_06461-RA
OG0007915	HMEL012642g1.t1	Bany_09235-RA
OG0007916	HMEL032040g1.t1	Bany_10447-RA
OG0007917	HMEL015247g1.t1	Bany_00722-RA
OG0007918	HMEL000032-RA	Bany_08517-RA
OG0007919	HMEL003084g1.t1	Bany_04966-RA
OG0007920	HMEL017939g1.t1	Bany_07759-RA
OG0007921	HMEL017944g1.t1	Bany_07760-RA
OG0007922	HMEL020096g1.t1	Bany_04115-RA
OG0007923	HMEL014040g1.t1	Bany_01642-RA
OG0007924	HMEL009286g1.t1	Bany_06462-RA
OG0007925	HMEL014041g1.t1	Bany_01643-RA
OG0007926	HMEL003083g1.t1	Bany_04967-RA
OG0007927	HMEL014016g1.t1	Bany_13582-RA
OG0007928	HMEL000028-RA	Bany_08521-RA
OG0007929	HMEL000027g1.t1	Bany_08522-RA
OG0007930	HMEL014042g1.t1	Bany_01644-RA
OG0007931	HMEL012643g1.t1	Bany_09237-RA
OG0007932	HMEL014013g1.t1	Bany_13583-RA
OG0007933	HMEL014043g1.t1	Bany_01645-RA
OG0007934	HMEL014044g1.t1	Bany_01646-RA
OG0007935	HMEL035244g1.t1	Bany_03253-RA
OG0007936	HMEL016243g1.t1	Bany_13589-RA
OG0007937	HMEL010092g1.t1	Bany_05741-RA
OG0007938	HMEL005783g1.t1	Bany_11076-RA
OG0007939	HMEL004006g1.t1	Bany_09242-RA
OG0007940	HMEL011502g1.t1	Bany_11077-RA
OG0007941	HMEL015241g1.t1	Bany_00734-RA
OG0007942	HMEL014045g1.t1	Bany_01648-RA
OG0007943	HMEL004007g1.t1	Bany_09244-RA
OG0007944	HMEL015237g1.t1	Bany_00736-RA
OG0007945	HMEL011497g1.t1	Bany_11081-RA
OG0007946	HMEL015236g1.t1	Bany_00738-RA
OG0007947	HMEL009539g1.t1	Bany_07764-RA
OG0007948	HMEL021239g1.t1	Bany_11083-RA
OG0007949	HMEL003530g1.t1	Bany_09246-RA
OG0007950	HMEL009294g1.t1	Bany_06472-RA
OG0007951	HMEL003529g1.t1	Bany_09247-RA
OG0007952	HMEL003528g1.t1	Bany_09248-RA
OG0007953	HMEL003943g1.t1	Bany_14199-RA
OG0007954	HMEL009168g1.t1	Bany_04974-RA
OG0007955	HMEL037746g1.t1	Bany_14200-RA
OG0007956	HMEL012349g1.t1	Bany_09250-RA
OG0007957	HMEL009169g1.t1	Bany_04975-RA
OG0007958	HMEL037748g1.t1	Bany_14203-RA
OG0007959	HMEL012347g1.t1	Bany_09253-RA
OG0007960	HMEL009297g1.t1	Bany_06477-RA
OG0007961	HMEL008969g1.t1	Bany_05753-RA
OG0007962	HMEL031703g1.t1	Bany_09255-RA
OG0007963	HMEL005663g1.t1	Bany_14207-RA
OG0007964	HMEL015228g1.t1	Bany_00748-RA
OG0007965	HMEL003293g1.t1	Bany_16012-RA
OG0007966	HMEL005660g1.t1	Bany_14210-RA
OG0007967	HMEL015227g1.t1	Bany_00749-RA
OG0007968	HMEL000025-RA	Bany_08525-RA
OG0007969	HMEL003289g1.t1	Bany_16014-RA
OG0007970	HMEL037756g1.t1	Bany_14215-RA
OG0007971	HMEL012344g1.t1	Bany_09258-RA
OG0007972	HMEL009531g1.t1	Bany_11092-RA
OG0007973	HMEL003493g1.t1	Bany_03280-RA
OG0007974	HMEL009766g1.t1	Bany_10457-RA
OG0007975	HMEL031704g1.t1	Bany_09259-RA
OG0007976	HMEL031705g1.t1	Bany_09260-RA
OG0007977	HMEL009299g1.t1	Bany_06482-RA
OG0007978	HMEL012341g1.t1	Bany_09261-RA
OG0007979	HMEL009300g1.t1	Bany_06483-RA
OG0007980	HMEL008964g1.t1	Bany_05760-RA
OG0007981	HMEL011986g1.t1	Bany_04126-RA
OG0007982	HMEL013767g1.t1	Bany_13593-RA
OG0007983	HMEL011987g1.t1	Bany_04127-RA
OG0007984	HMEL003491g1.t1	Bany_03285-RA
OG0007985	HMEL002678g1.t1	Bany_06485-RA
OG0007986	HMEL022032g1.t1	Bany_11094-RA
OG0007987	HMEL008962g1.t1	Bany_05762-RA
OG0007988	HMEL004145g1.t1	Bany_01666-RA
OG0007989	HMEL000024-RA	Bany_08531-RA
OG0007990	HMEL031014g1.t1	Bany_00755-RA
OG0007991	HMEL000022-RA	Bany_08532-RA
OG0007992	HMEL033081g1.t1	Bany_04132-RA
OG0007993	HMEL007279g1.t1	Bany_07778-RA
OG0007994	HMEL004855g1.t1	Bany_03288-RA
OG0007995	HMEL022514-RA	Bany_16019-RA
OG0007996	HMEL002682g1.t1	Bany_06489-RA
OG0007997	HMEL015218g1.t1	Bany_00756-RA
OG0007998	HMEL008959g1.t1	Bany_05767-RA
OG0007999	HMEL015215g1.t1	Bany_00758-RA
OG0008000	HMEL015214g1.t1	Bany_00759-RA
OG0008001	HMEL003383g1.t1	Bany_16021-RA
OG0008002	HMEL015211g1.t1	Bany_00762-RA
OG0008003	HMEL008956g1.t1	Bany_05771-RA
OG0008004	HMEL011019g1.t1	Bany_07779-RA
OG0008006	HMEL011020g1.t1	Bany_07780-RA
OG0008007	HMEL006441g1.t1	Bany_03293-RA
OG0008008	HMEL000016g1.t1	Bany_08541-RA
OG0008009	HMEL008955g1.t1	Bany_05773-RA
OG0008010	HMEL011021g1.t1	Bany_07781-RA
OG0008011	HMEL015209g1.t1	Bany_00764-RA
OG0008012	HMEL011153g1.t1	Bany_13599-RA
OG0008013	HMEL033083g1.t1	Bany_04137-RA
OG0008014	HMEL006443g1.t1	Bany_03298-RA
OG0008015	HMEL011673g1.t1	Bany_11101-RA
OG0008016	HMEL036357g1.t1	Bany_15422-RA
OG0008017	HMEL002687g1.t1	Bany_06501-RA
OG0008018	HMEL002688g1.t1	Bany_06503-RA
OG0008019	HMEL015207g1.t1	Bany_00765-RA
OG0008020	HMEL011084g1.t1	Bany_02470-RA
OG0008021	HMEL002689g1.t1	Bany_06504-RA
OG0008022	HMEL011155g1.t1	Bany_13601-RA
OG0008023	HMEL021641g1.t1	Bany_15424-RA
OG0008024	HMEL002690g1.t1	Bany_06505-RA
OG0008025	HMEL037776g1.t1	Bany_14221-RA
OG0008026	HMEL002691g1.t1	Bany_06507-RA
OG0008027	HMEL009800g1.t1	Bany_12372-RA
OG0008028	HMEL011024g1.t1	Bany_07783-RA
OG0008029	HMEL002758g1.t1	Bany_07163-RA
OG0008030	HMEL037136g1.t1	Bany_12373-RA
OG0008031	HMEL011078g1.t1	Bany_02477-RA
OG0008032	HMEL002016g1.t1	Bany_08558-RA
OG0008033	HMEL011207g1.t1	Bany_02478-RA
OG0008034	HMEL004535g1.t1	Bany_12375-RA
OG0008035	HMEL012332g1.t1	Bany_09272-RA
OG0008036	HMEL006145g1.t1	Bany_01676-RA
OG0008037	HMEL012330g1.t1	Bany_09273-RA
OG0008038	HMEL035294g1.t1	Bany_03316-RA
OG0008039	HMEL037767g1.t1	Bany_14228-RA
OG0008040	HMEL030945g1.t1	Bany_05000-RA
OG0008041	HMEL002694g1.t1	Bany_06509-RA
OG0008042	HMEL011026g1.t1	Bany_07785-RA
OG0008043	HMEL035989g1.t1	Bany_11112-RA
OG0008044	HMEL007353g1.t1	Bany_05778-RA
OG0008045	HMEL002011g1.t1	Bany_08565-RA
OG0008046	HMEL005302g1.t1	Bany_14245-RA
OG0008047	HMEL006137g1.t1	Bany_01686-RA
OG0008048	HMEL012328g1.t1	Bany_09279-RA
OG0008049	HMEL005301g1.t1	Bany_14246-RA
OG0008050	HMEL009190g1.t1	Bany_05004-RA
OG0008051	HMEL012326g1.t1	Bany_09281-RA
OG0008052	HMEL009193g1.t1	Bany_05006-RA
OG0008053	HMEL037145g1.t1	Bany_12384-RA
OG0008054	HMEL030940g1.t1	Bany_05013-RA
OG0008055	HMEL014660g1.t1	Bany_12385-RA
OG0008056	HMEL014800g1.t1	Bany_09287-RA
OG0008057	HMEL031008g1.t1	Bany_00781-RA
OG0008058	HMEL007551g1.t1	Bany_02486-RA
OG0008059	HMEL017508g1.t1	Bany_10471-RA
OG0008060	HMEL006133g1.t1	Bany_01691-RA
OG0008061	HMEL030938g1.t1	Bany_05017-RA
OG0008062	HMEL030937g1.t1	Bany_05018-RA
OG0008063	HMEL030936g1.t1	Bany_05019-RA
OG0008065	HMEL007549g1.t1	Bany_02489-RA
OG0008066	HMEL032048g1.t1	Bany_10474-RA
OG0008067	HMEL007347g1.t1	Bany_05786-RA
OG0008068	HMEL006131g1.t1	Bany_01694-RA
OG0008069	HMEL003998g1.t1	Bany_10475-RA
OG0008070	HMEL009209g1.t1	Bany_05023-RA
OG0008071	HMEL031712g1.t1	Bany_09293-RA
OG0008072	HMEL033769g1.t1	Bany_05788-RA
OG0008075	HMEL032052g1.t1	Bany_10478-RA
OG0008076	HMEL011041g1.t1	Bany_07798-RA
OG0008077	HMEL009312g1.t1	Bany_01696-RA
OG0008078	HMEL014808g1.t1	Bany_09295-RA
OG0008079	HMEL032056g1.t1	Bany_10480-RA
OG0008080	HMEL009214g1.t1	Bany_05029-RA
OG0008081	HMEL007342g1.t1	Bany_05792-RA
OG0008082	HMEL002099g1.t1	Bany_10482-RA
OG0008083	HMEL007341g1.t1	Bany_05794-RA
OG0008084	HMEL007378g1.t1	Bany_02500-RA
OG0008085	HMEL022383g1.t1	Bany_10483-RA
OG0008086	HMEL007377g1.t1	Bany_02501-RA
OG0008087	HMEL009215g1.t1	Bany_05031-RA
OG0008088	HMEL030935g1.t1	Bany_05032-RA
OG0008089	HMEL009217g1.t1	Bany_05034-RA
OG0008090	HMEL007373g1.t1	Bany_02505-RA
OG0008091	HMEL017751g1.t1	Bany_12402-RA
OG0008092	HMEL013284g1.t1	Bany_01705-RA
OG0008093	HMEL007293g1.t1	Bany_09306-RA
OG0008094	HMEL007295g1.t1	Bany_09308-RA
OG0008095	HMEL007370g1.t1	Bany_02507-RA
OG0008097	HMEL032668g1.t1	Bany_08581-RA
OG0008098	HMEL011050g1.t1	Bany_07805-RA
OG0008099	HMEL013279g1.t1	Bany_01714-RA
OG0008100	HMEL006976g1.t1	Bany_05039-RA
OG0008101	HMEL010894g1.t1	Bany_00795-RA
OG0008102	HMEL006979g1.t1	Bany_05041-RA
OG0008103	HMEL010892g1.t1	Bany_00797-RA
OG0008104	HMEL010891g1.t1	Bany_00798-RA
OG0008105	HMEL033392g1.t1	Bany_01718-RA
OG0008106	HMEL013272g1.t1	Bany_01719-RA
OG0008108	HMEL010889g1.t1	Bany_00802-RA
OG0008109	HMEL021392g1.t1	Bany_08584-RA
OG0008110	HMEL010888g1.t1	Bany_00803-RA
OG0008111	HMEL005137g1.t1	Bany_10501-RA
OG0008112	HMEL005802g1.t1	Bany_08586-RA
OG0008113	HMEL004242g1.t1	Bany_02519-RA
OG0008114	HMEL004239g1.t1	Bany_02520-RA
OG0008115	HMEL005135g1.t1	Bany_10502-RA
OG0008116	HMEL022591-RA	Bany_02525-RA
OG0008117	HMEL002412g1.t1	Bany_08588-RA
OG0008118	HMEL017934g1.t1	Bany_07818-RA
OG0008119	HMEL033431g1.t1	Bany_01729-RA
OG0008120	HMEL007881g1.t1	Bany_02530-RA
OG0008121	HMEL035280g1.t1	Bany_03354-RA, Bany_03352-RA
OG0008122	HMEL007880g1.t1	Bany_02531-RA
OG0008123	HMEL009053g1.t1	Bany_05053-RA
OG0008124	HMEL009616g1.t1	Bany_03358-RA
OG0008125	HMEL032663g1.t1	Bany_08595-RA
OG0008126	HMEL003598g1.t1	Bany_01730-RA
OG0008127	HMEL017608g1.t1	Bany_01732-RA
OG0008128	HMEL031005g1.t1	Bany_00811-RA
OG0008129	HMEL014745g1.t1	Bany_04188-RA
OG0008130	HMEL010881g1.t1	Bany_00813-RA
OG0008131	HMEL002340g1.t1	Bany_08599-RA
OG0008132	HMEL031003g1.t1	Bany_00815-RA
OG0008133	HMEL011033g1.t1	Bany_07832-RA
OG0008134	HMEL012358g1.t1	Bany_03368-RA, Bany_03367-RA
OG0008135	HMEL003701g1.t1	Bany_00819-RA
OG0008136	HMEL009059g1.t1	Bany_05063-RA
OG0008137	HMEL010005g1.t1	Bany_01738-RA
OG0008138	HMEL012352g1.t1	Bany_03377-RA
OG0008139	HMEL003698g1.t1	Bany_00823-RA
OG0008140	HMEL003697g1.t1	Bany_00824-RA
OG0008141	HMEL017339g1.t1	Bany_02538-RA
OG0008142	HMEL011255g1.t1	Bany_01743-RA
OG0008143	HMEL003696g1.t1	Bany_00825-RA
OG0008144	HMEL030923g1.t1	Bany_05067-RA
OG0008145	HMEL009063g1.t1	Bany_05068-RA
OG0008146	HMEL011254g1.t1	Bany_01745-RA
OG0008147	HMEL009066g1.t1	Bany_05072-RA
OG0008148	HMEL035271g1.t1	Bany_03382-RA
OG0008149	HMEL008639g1.t1	Bany_03385-RA
OG0008150	HMEL009068g1.t1	Bany_05074-RA
OG0008151	HMEL008637g1.t1	Bany_03388-RA
OG0008152	HMEL035268g1.t1	Bany_03389-RA
OG0008153	HMEL030999g1.t1	Bany_00830-RA
OG0008154	HMEL003689g1.t1	Bany_00831-RA
OG0008155	HMEL006667g1.t1	Bany_08608-RA
OG0008156	HMEL009076g1.t1	Bany_05078-RA
OG0008157	HMEL033138g1.t1	Bany_04206-RA
OG0008158	HMEL011683g1.t1	Bany_01750-RA
OG0008159	HMEL011684g1.t1	Bany_01752-RA
OG0008160	HMEL017353g1.t1	Bany_02548-RA
OG0008161	HMEL017354g1.t1	Bany_02549-RA
OG0008162	HMEL030597g1.t1	Bany_02550-RA
OG0008163	HMEL007416g1.t1	Bany_00834-RA
OG0008164	HMEL013096g1.t1	Bany_04211-RA
OG0008165	HMEL011784g1.t1	Bany_10525-RA
OG0008166	HMEL018114-RA	Bany_08614-RA
OG0008167	HMEL007414g1.t1	Bany_00836-RA
OG0008168	HMEL013094g1.t1	Bany_04214-RA
OG0008169	HMEL006214g1.t1	Bany_05806-RA
OG0008170	HMEL009079g1.t1	Bany_05083-RA, Bany_05084-RA
OG0008171	HMEL006212g1.t1	Bany_05808-RA
OG0008172	HMEL032642g1.t1	Bany_08627-RA
OG0008173	HMEL033129g1.t1	Bany_04223-RA
OG0008174	HMEL033782g1.t1	Bany_05811-RA
OG0008175	HMEL033783g1.t1	Bany_05812-RA
OG0008176	HMEL010273g1.t1	Bany_01761-RA
OG0008177	HMEL006205g1.t1	Bany_05813-RA
OG0008178	HMEL013113g1.t1	Bany_08632-RA
OG0008179	HMEL007419g1.t1	Bany_00844-RA
OG0008180	HMEL006203g1.t1	Bany_05814-RA
OG0008181	HMEL013115g1.t1	Bany_08636-RA
OG0008182	HMEL006202g1.t1	Bany_05815-RA
OG0008183	HMEL009594g1.t1	Bany_01764-RA
OG0008184	HMEL009595g1.t1	Bany_01765-RA
OG0008185	HMEL009598g1.t1	Bany_01767-RA
OG0008186	HMEL009599g1.t1	Bany_01768-RA
OG0008187	HMEL017368g1.t1	Bany_02560-RA
OG0008188	HMEL009603g1.t1	Bany_01773-RA
OG0008189	HMEL009604g1.t1	Bany_01775-RA
OG0008190	HMEL032656g1.t1	Bany_08646-RA
OG0008191	HMEL013434g1.t1	Bany_04236-RA
OG0008192	HMEL013366g1.t1	Bany_08647-RA
OG0008194	HMEL009607g1.t1	Bany_01782-RA
OG0008195	HMEL009081g1.t1	Bany_05086-RA
OG0008196	HMEL007101g1.t1	Bany_05822-RA
OG0008197	HMEL033788g1.t1	Bany_05824-RA
OG0008198	HMEL007105g1.t1	Bany_05825-RA
OG0008199	HMEL013257g1.t1	Bany_01788-RA
OG0008200	HMEL007108g1.t1	Bany_05829-RA
OG0008201	HMEL009083g1.t1	Bany_05089-RA
OG0008203	HMEL009087g1.t1	Bany_05093-RA
OG0008204	HMEL004528g1.t1	Bany_00853-RA
OG0008205	HMEL006587g1.t1	Bany_05834-RA
OG0008206	HMEL008794g1.t1	Bany_07861-RA
OG0008208	HMEL030585g1.t1	Bany_02564-RA
OG0008209	HMEL005834g1.t1	Bany_03404-RA
OG0008210	HMEL006589g1.t1	Bany_05836-RA
OG0008211	HMEL017375g1.t1	Bany_02567-RA
OG0008212	HMEL005832g1.t1	Bany_03406-RA
OG0008213	HMEL017377g1.t1	Bany_02569-RA
OG0008214	HMEL033121g1.t1	Bany_04250-RA
OG0008215	HMEL004713g1.t1	Bany_04253-RA
OG0008217	HMEL021580g1.t1	Bany_03410-RA
OG0008218	HMEL009091g1.t1	Bany_05101-RA
OG0008219	HMEL035248g1.t1	Bany_03412-RA
OG0008220	HMEL035249g1.t1	Bany_03413-RA
OG0008221	HMEL006591g1.t1	Bany_05839-RA
OG0008222	HMEL033117g1.t1	Bany_04255-RA
OG0008223	HMEL004869g1.t1	Bany_04256-RA
OG0008224	HMEL009095g1.t1	Bany_05106-RA
OG0008225	HMEL010920g1.t1	Bany_04263-RA
OG0008226	HMEL033111g1.t1	Bany_04265-RA
OG0008227	HMEL010924g1.t1	Bany_04267-RA
OG0008228	HMEL012004g1.t1	Bany_00860-RA
OG0008229	HMEL006879g1.t1	Bany_03432-RA
OG0008230	HMEL013669g1.t1	Bany_02585-RA
OG0008231	HMEL013668g1.t1	Bany_02586-RA
OG0008232	HMEL035255g1.t1	Bany_03436-RA
OG0008233	HMEL005714g1.t1	Bany_03437-RA
OG0008234	HMEL006848g1.t1	Bany_05848-RA
OG0008235	HMEL013651g1.t1	Bany_02596-RA
OG0008236	HMEL033796g1.t1	Bany_05852-RA
OG0008237	HMEL013639g1.t1	Bany_02602-RA
OG0008238	HMEL033106g1.t1	Bany_04276-RA
OG0008239	HMEL006840g1.t1	Bany_05858-RA
OG0008240	HMEL016492g1.t1	Bany_04279-RA
OG0008241	HMEL007233g1.t1	Bany_07876-RA
OG0008242	HMEL016495g1.t1	Bany_04285-RA
OG0008243	HMEL030985g1.t1	Bany_00868-RA
OG0008244	HMEL033099g1.t1	Bany_04292-RA
OG0008245	HMEL015497g1.t1	Bany_05117-RA
OG0008246	HMEL015501g1.t1	Bany_05119-RA
OG0008247	HMEL006384g1.t1	Bany_07885-RA
OG0008248	HMEL015337g1.t1	Bany_00879-RA
OG0008249	HMEL015339g1.t1	Bany_00880-RA
OG0008250	HMEL015504g1.t1	Bany_05120-RA
OG0008251	HMEL013820g1.t1	Bany_00884-RA
OG0008252	HMEL013821g1.t1	Bany_00885-RA
OG0008253	HMEL013822g1.t1	Bany_00886-RA
OG0008254	HMEL012067g1.t1	Bany_07891-RA
OG0008255	HMEL015988g1.t1	Bany_05134-RA
OG0008256	HMEL015987g1.t1	Bany_05136-RA
OG0008257	HMEL015985g1.t1	Bany_05138-RA
OG0008259	HMEL015981g1.t1	Bany_05139-RA
OG0008261	HMEL015977g1.t1	Bany_05145-RA
