Orthogroup	Heliconius_melpomene_melpomene	Bicyclus_anynana
OG0001704	HMEL022523g1.t1	Bany_00873-RA, Bany_00036-RA
OG0001705	HMEL016375g1.t1	Bany_01868-RA
OG0001706	HMEL010152g1.t1	Bany_12486-RA, Bany_08429-RA
OG0001707	HMEL022501g1.t1	Bany_16065-RA, Bany_05334-RA
OG0001708	HMEL036199g1.t1	Bany_10613-RA, Bany_10578-RA
OG0001709	HMEL002991g1.t1	Bany_14297-RA
OG0001710	HMEL003059g1.t1	Bany_17720-RA
OG0001710	HMEL003231g1.t1	Bany_17628-RA
OG0001711	HMEL006069g1.t1	Bany_17421-RA
OG0001713	HMEL014145g1.t1	Bany_06570-RA
OG0001714	HMEL006071g1.t1	Bany_17426-RA
OG0001715	HMEL031787g1.t1	Bany_09937-RA
OG0001716	HMEL021844g1.t1	Bany_09939-RA
OG0001717	HMEL014765g1.t1	Bany_15495-RA
OG0001718	HMEL037832g1.t1	Bany_09354-RA, Bany_09353-RA
OG0001719	HMEL010808g1.t1	Bany_16084-RA
OG0001720	HMEL032404g1.t1	Bany_11161-RA
OG0001721	HMEL015557g1.t1	Bany_17435-RA
OG0001722	HMEL014760g1.t1, HMEL034401g1.t1	Bany_15501-RA
OG0001723	HMEL010067g1.t1	Bany_15507-RA
OG0001724	HMEL007249g1.t1	Bany_02669-RA
OG0001725	HMEL014498g1.t1	Bany_01904-RA, Bany_01901-RA
OG0001726	HMEL004321g1.t1	Bany_17444-RA
OG0001726	HMEL015547g1.t1	Bany_17443-RA
OG0001727	HMEL035386g1.t1	Bany_00998-RA
OG0001728	HMEL010054g1.t1	Bany_15521-RA
OG0001728	HMEL004136g1.t1	Bany_15522-RA
OG0001731	HMEL012076g1.t1, HMEL037843g1.t1	Bany_09371-RA
OG0001732	HMEL010942g1.t1	Bany_06592-RA, Bany_06593-RA, Bany_06589-RA
OG0001733	HMEL013041g1.t1	Bany_07222-RA
OG0001734	HMEL034432g1.t1	Bany_17450-RA
OG0001735	HMEL002273g1.t1	Bany_15523-RA
OG0001736	HMEL032918g1.t1	Bany_07991-RA
OG0001737	HMEL013208g1.t1	Bany_02019-RA
OG0001738	HMEL014519-RA	Bany_05239-RA
OG0001739	HMEL021960g1.t1, HMEL030447g1.t1, HMEL009803g1.t1, HMEL006003g1.t1	Bany_09374-RA
OG0001740	HMEL030714g1.t1	Bany_04382-RA
OG0001742	HMEL016003g1.t1	Bany_14326-RA
OG0001743	HMEL016005g1.t1	Bany_14330-RA, Bany_14327-RA
OG0001744	HMEL011818g1.t1	Bany_05925-RA
OG0001745	HMEL005250g1.t1	Bany_17455-RA
OG0001747	HMEL035265g1.t1, HMEL035264g1.t1	Bany_06603-RA, Bany_06602-RA
OG0001748	HMEL014822g1.t1	Bany_12550-RA
OG0001749	HMEL003458g1.t1	Bany_11184-RA
OG0001750	HMEL002059g1.t1	Bany_01007-RA
OG0001751	HMEL010786g1.t1	Bany_16120-RA
OG0001752	HMEL036277g1.t1	Bany_10663-RA
OG0001753	HMEL013310g1.t1	Bany_04780-RA, Bany_08818-RA, Bany_14947-RA, Bany_01471-RA
OG0001754	HMEL008077g1.t1	Bany_13110-RA
OG0001755	HMEL010773g1.t1	Bany_17006-RA, Bany_17008-RA
OG0001756	HMEL005376g1.t1	Bany_01016-RA
OG0001757	HMEL009003g1.t1	Bany_11876-RA
OG0001758	HMEL003474g1.t1	Bany_10671-RA
OG0001759	HMEL032960g1.t1	Bany_08009-RA
OG0001760	HMEL003915g1.t1	Bany_17758-RA
OG0001761	HMEL003470g1.t1	Bany_10677-RA
OG0001762	HMEL016022g1.t1	Bany_14355-RA
OG0001763	HMEL017603g1.t1	Bany_05934-RA
OG0001764	HMEL031439g1.t1	Bany_01934-RA
OG0001765	HMEL017672g1.t1	Bany_16521-RA
OG0001766	HMEL006916g1.t1	Bany_17019-RA, Bany_17020-RA
OG0001767	HMEL020746g1.t1	Bany_13735-RA, Bany_13732-RA
OG0001768	HMEL007885g1.t1	Bany_13137-RA
OG0001769	HMEL006360g1.t1	Bany_11222-RA
OG0001770	HMEL017542g1.t1	Bany_13145-RA
OG0001771	HMEL017931g1.t1	Bany_12602-RA, Bany_07510-RA
OG0001772	HMEL004921g1.t1	Bany_16163-RA
OG0001773	HMEL011562g1.t1	Bany_07249-RA
OG0001774	HMEL016272g1.t1	Bany_14371-RA
OG0001775	HMEL012737g1.t1	Bany_01944-RA, Bany_01946-RA
OG0001776	HMEL011955g1.t1	Bany_06629-RA, Bany_09070-RA
OG0001777	HMEL004347g1.t1	Bany_11892-RA
OG0001778	HMEL020608g1.t1	Bany_01040-RA
OG0001779	HMEL010020g1.t1	Bany_00114-RA
OG0001780	HMEL004344g1.t1	Bany_11895-RA
OG0001781	HMEL016120g1.t1	Bany_06632-RA
OG0001782	HMEL012592g1.t1	Bany_08754-RA, Bany_08756-RA
OG0001784	HMEL016081g1.t1	Bany_16173-RA
OG0001786	HMEL016123g1.t1	Bany_06635-RA
OG0001787	HMEL004589g1.t1	Bany_17494-RA
OG0001788	HMEL037492g1.t1	Bany_13747-RA
OG0001789	HMEL005467g1.t1	Bany_01050-RA
OG0001790	HMEL017406g1.t1	Bany_10700-RA
OG0001791	HMEL037996g1.t1, HMEL002369g1.t1	Bany_09421-RA
OG0001792	HMEL033532g1.t1, HMEL035057g1.t1	Bany_11909-RA
OG0001793	HMEL017524g1.t1	Bany_13162-RA
OG0001794	HMEL016549g1.t1	Bany_01968-RA
OG0001795	HMEL037352g1.t1	Bany_06645-RA
OG0001796	HMEL017413g1.t1	Bany_10703-RA
OG0001797	HMEL017521g1.t1	Bany_13166-RA
OG0001798	HMEL003392g1.t1	Bany_11283-RA, Bany_11280-RA
OG0001799	HMEL017062g1.t1	Bany_02756-RA, Bany_02755-RA
OG0001800	HMEL032450g1.t1	Bany_11284-RA, Bany_11285-RA
OG0001801	HMEL017519g1.t1	Bany_13178-RA
OG0001802	HMEL008995g1.t1	Bany_11941-RA, Bany_11916-RA
OG0001803	HMEL031263g1.t1	Bany_00155-RA, Bany_00156-RA
OG0001804	HMEL015582g1.t1	Bany_16199-RA
OG0001806	HMEL008251g1.t1	Bany_14398-RA
OG0001807	HMEL032275g1.t1	Bany_16572-RA
OG0001808	HMEL038026g1.t1, HMEL038025g1.t1	Bany_09453-RA
OG0001809	HMEL034945g1.t1	Bany_05976-RA
OG0001810	HMEL014411-RA	Bany_16207-RA
OG0001811	HMEL004113g1.t1	Bany_01997-RA
OG0001812	HMEL008452g1.t1, HMEL010716g1.t1	Bany_16589-RA
OG0001813	HMEL014216g1.t1	Bany_11295-RA, Bany_11296-RA
OG0001815	HMEL032461g1.t1	Bany_11297-RA
OG0001816	HMEL002475g1.t1	Bany_06005-RA
OG0001817	HMEL036638g1.t1	Bany_14422-RA
OG0001819	HMEL037957g1.t1	Bany_09484-RA
OG0001820	HMEL030119g1.t1, HMEL003304g1.t1	Bany_06012-RA
OG0001821	HMEL021549g1.t1	Bany_01080-RA
OG0001822	HMEL013710g1.t1	Bany_15718-RA, Bany_12682-RA
OG0001823	HMEL011193g1.t1	Bany_06694-RA, Bany_06695-RA
OG0001824	HMEL015044g1.t1	Bany_14434-RA
OG0001826	HMEL004083g1.t1	Bany_04489-RA
OG0001827	HMEL013579g1.t1	Bany_00248-RA, Bany_00196-RA
OG0001828	HMEL017877g1.t1	Bany_06026-RA
OG0001829	HMEL012550g1.t1	Bany_02787-RA
OG0001830	HMEL010318g1.t1	Bany_00200-RA
OG0001831	HMEL017250g1.t1	Bany_03580-RA
OG0001833	HMEL035332g1.t1	Bany_01096-RA
OG0001834	HMEL034483g1.t1	Bany_17526-RA
OG0001835	HMEL010326g1.t1	Bany_00208-RA
OG0001836	HMEL006169g1.t1	Bany_17848-RA
OG0001837	HMEL037420g1.t1, HMEL036987g1.t1	Bany_02479-RA, Bany_12883-RA, Bany_02056-RA
OG0001837	HMEL031769g1.t1	Bany_04165-RA
OG0001839	HMEL016358g1.t1	Bany_04502-RA, Bany_04501-RA
OG0001840	HMEL011229g1.t1	Bany_06708-RA
OG0001841	HMEL035026g1.t1	Bany_02820-RA
OG0001842	HMEL007320g1.t1, HMEL002266g1.t1	Bany_16616-RA
OG0001843	HMEL008736g1.t1	Bany_02068-RA, Bany_02069-RA, Bany_02067-RA
OG0001844	HMEL016624g1.t1	Bany_07739-RA, Bany_07314-RA
OG0001845	HMEL033919g1.t1	Bany_05350-RA
OG0001846	HMEL017479-RA	Bany_15625-RA
OG0001847	HMEL009735g1.t1	Bany_16622-RA
OG0001849	HMEL033917g1.t1, HMEL033911g1.t1	Bany_05353-RA
OG0001851	HMEL016476g1.t1	Bany_09527-RA
OG0001852	HMEL034591g1.t1	Bany_17873-RA
OG0001853	HMEL033915g1.t1	Bany_05354-RA
OG0001855	HMEL017486g1.t1	Bany_15636-RA
OG0001857	HMEL014127g1.t1	Bany_04522-RA
OG0001858	HMEL008380g1.t1	Bany_15020-RA
OG0001859	HMEL014120g1.t1	Bany_04531-RA
OG0001860	HMEL017740g1.t1, HMEL011796g1.t1	Bany_07327-RA
OG0001861	HMEL016573g1.t1	Bany_02093-RA
OG0001862	HMEL016421g1.t1	Bany_06061-RA
OG0001863	HMEL031836g1.t1, HMEL004638g1.t1	Bany_10048-RA
OG0001864	HMEL031401g1.t1	Bany_02095-RA
OG0001865	HMEL014339g1.t1	Bany_08118-RA
OG0001866	HMEL017203g1.t1	Bany_03644-RA
OG0001867	HMEL033578g1.t1	Bany_13233-RA
OG0001868	HMEL011443g1.t1	Bany_16634-RA, Bany_16632-RA, Bany_16633-RA
OG0001869	HMEL025054-RA	Bany_10815-RA, Bany_10816-RA
OG0001870	HMEL022556-RA	Bany_02836-RA
OG0001871	HMEL004115g1.t1	Bany_02100-RA
OG0001872	HMEL004116g1.t1	Bany_02103-RA
OG0001873	HMEL014110g1.t1	Bany_04548-RA
OG0001874	HMEL011895g1.t1	Bany_08815-RA
OG0001875	HMEL020214g1.t1, HMEL016918-RA	Bany_08817-RA, Bany_10259-RA
OG0001876	HMEL022042g1.t1	Bany_00242-RA, Bany_14823-RA
OG0001877	HMEL014259g1.t1	Bany_16314-RA, Bany_16306-RA
OG0001878	HMEL014104g1.t1	Bany_04552-RA
OG0001879	HMEL016858g1.t1	Bany_02110-RA
OG0001880	HMEL015393g1.t1, HMEL008974g1.t1	Bany_11982-RA
OG0001881	HMEL005519g1.t1, HMEL005517g1.t1	Bany_11361-RA
OG0001882	HMEL032839g1.t1	Bany_08138-RA
OG0001883	HMEL034474g1.t1	Bany_17543-RA
OG0001884	HMEL008751g1.t1	Bany_06101-RA
OG0001885	HMEL007435g1.t1	Bany_15042-RA
OG0001886	HMEL007432g1.t1	Bany_15044-RA
OG0001887	HMEL010739g1.t1	Bany_16334-RA
OG0001888	HMEL014094g1.t1	Bany_06210-RA, Bany_04567-RA
OG0001889	HMEL035739g1.t1, HMEL035867g1.t1	Bany_07356-RA
OG0001890	HMEL032831g1.t1	Bany_08144-RA
OG0001891	HMEL008498g1.t1	Bany_06793-RA
OG0001892	HMEL014159g1.t1	Bany_01165-RA
OG0001893	HMEL014161g1.t1	Bany_01168-RA
OG0001894	HMEL006224g1.t1	Bany_02878-RA
OG0001895	HMEL034879g1.t1	Bany_06118-RA
OG0001896	HMEL034130g1.t1	Bany_12818-RA
OG0001897	HMEL003191g1.t1	Bany_05390-RA
OG0001898	HMEL011641g1.t1	Bany_08845-RA
OG0001899	HMEL002657g1.t1	Bany_12005-RA
OG0001900	HMEL036468g1.t1	Bany_15062-RA
OG0001901	HMEL013392g1.t1, HMEL037724g1.t1	Bany_13834-RA
OG0001902	HMEL030220g1.t1	Bany_03704-RA
OG0001904	HMEL016507g1.t1	Bany_15064-RA
OG0001905	HMEL008536g1.t1	Bany_04593-RA
OG0001906	HMEL002699g1.t1	Bany_06519-RA, Bany_17904-RA
OG0001907	HMEL037881g1.t1	Bany_09566-RA, Bany_09565-RA
OG0001908	HMEL011928g1.t1, HMEL012070g1.t1	Bany_08859-RA, Bany_07560-RA
OG0001909	HMEL016977g1.t1	Bany_17907-RA
OG0001910	HMEL015837g1.t1	Bany_17559-RA
OG0001911	HMEL033888g1.t1	Bany_05406-RA
OG0001912	HMEL035794g1.t1	Bany_07364-RA
OG0001913	HMEL022637-RA	Bany_09567-RA
OG0001914	HMEL037883g1.t1	Bany_09569-RA
OG0001915	HMEL022597-RA	Bany_16376-RA
OG0001916	HMEL031919g1.t1	Bany_03714-RA, Bany_03718-RA
OG0001917	HMEL004896g1.t1	Bany_10113-RA
OG0001921	HMEL013688g1.t1	Bany_13864-RA
OG0001922	HMEL008613g1.t1	Bany_17923-RA
OG0001923	HMEL035655g1.t1	Bany_07376-RA
OG0001924	HMEL034146g1.t1, HMEL034148g1.t1	Bany_12871-RA
OG0001925	HMEL012056g1.t1	Bany_03347-RA, Bany_17924-RA
OG0001926	HMEL032584g1.t1	Bany_11525-RA, Bany_04606-RA
OG0001927	HMEL007179g1.t1	Bany_16394-RA
OG0001929	HMEL008464g1.t1	Bany_07382-RA
OG0001931	HMEL010825g1.t1	Bany_16397-RA
OG0001932	HMEL021393g1.t1	Bany_08191-RA
OG0001934	HMEL004304g1.t1	Bany_06162-RA
OG0001935	HMEL033870g1.t1	Bany_05433-RA
OG0001936	HMEL016814g1.t1	Bany_02167-RA
OG0001937	HMEL037406g1.t1	Bany_06833-RA
OG0001938	HMEL005815g1.t1	Bany_04609-RA
OG0001939	HMEL014392g1.t1	Bany_15082-RA
OG0001940	HMEL037224g1.t1	Bany_16405-RA
OG0001941	HMEL005814g1.t1	Bany_04610-RA
OG0001942	HMEL010655g1.t1	Bany_17934-RA, Bany_17937-RA
OG0001943	HMEL017580g1.t1	Bany_08899-RA
OG0001944	HMEL004292g1.t1	Bany_06174-RA
OG0001945	HMEL013245g1.t1	Bany_12894-RA
OG0001946	HMEL005809-RA	Bany_04616-RA
OG0001947	HMEL030789g1.t1, HMEL030788g1.t1	Bany_04618-RA
OG0001948	HMEL034812g1.t1	Bany_06179-RA, Bany_06181-RA, Bany_06182-RA
OG0001950	HMEL016806g1.t1	Bany_02174-RA
OG0001951	HMEL004877g1.t1	Bany_05448-RA
OG0001952	HMEL016732g1.t1	Bany_08201-RA
OG0001952	HMEL022364g1.t1	Bany_08202-RA, Bany_10515-RA
OG0001953	HMEL008054-RA	Bany_06186-RA
OG0001954	HMEL012441g1.t1	Bany_03759-RA
OG0001956	HMEL008474g1.t1	Bany_17221-RA, Bany_17222-RA
OG0001958	HMEL016327g1.t1	Bany_17581-RA
OG0001959	HMEL012089g1.t1	Bany_12921-RA, Bany_07693-RA
OG0001960	HMEL032775g1.t1	Bany_08287-RA, Bany_08208-RA
OG0001961	HMEL009328g1.t1	Bany_06849-RA
OG0001961	HMEL037414g1.t1	Bany_03173-RA
OG0001962	HMEL013414g1.t1	Bany_11458-RA
OG0001963	HMEL017513g1.t1, HMEL017517g1.t1	Bany_15675-RA
OG0001964	HMEL011141-RA	Bany_13300-RA
OG0001965	HMEL005669g1.t1	Bany_02187-RA
OG0001966	HMEL003054g1.t1	Bany_16685-RA, Bany_16684-RA
OG0001967	HMEL005351g1.t1	Bany_12058-RA, Bany_12062-RA
OG0001968	HMEL018043g1.t1	Bany_05468-RA
OG0001969	HMEL012457g1.t1	Bany_03779-RA
OG0001970	HMEL020917g1.t1	Bany_05469-RA
OG0001971	HMEL007961g1.t1	Bany_02197-RA
OG0001972	HMEL032578g1.t1	Bany_11485-RA
OG0001973	HMEL036095g1.t1	Bany_10877-RA
OG0001974	HMEL033647g1.t1	Bany_13322-RA
OG0001975	HMEL033191g1.t1	Bany_01230-RA
OG0001976	HMEL034805g1.t1, HMEL016101g1.t1	Bany_06204-RA
OG0001977	HMEL032824g1.t1, HMEL032797g1.t1	Bany_08225-RA
OG0001978	HMEL009356g1.t1	Bany_06883-RA
OG0001979	HMEL021151g1.t1, HMEL007544g1.t1, HMEL021576g1.t1	Bany_16710-RA
OG0001980	HMEL017906g1.t1	Bany_13926-RA
OG0001981	HMEL007526g1.t1	Bany_02208-RA
OG0001983	HMEL003068g1.t1	Bany_15689-RA, Bany_15688-RA
OG0001984	HMEL017910g1.t1	Bany_13935-RA
OG0001985	HMEL016154g1.t1	Bany_02957-RA, Bany_07863-RA
OG0001986	HMEL037547g1.t1	Bany_13938-RA
OG0001987	HMEL017974g1.t1, HMEL031552g1.t1, HMEL017975g1.t1	Bany_02218-RA
OG0001988	HMEL005364g1.t1	Bany_12077-RA
OG0001990	HMEL021710g1.t1	Bany_13948-RA
OG0001991	HMEL014070g1.t1	Bany_02972-RA
OG0001992	HMEL013594g1.t1	Bany_17262-RA
OG0001993	HMEL032570g1.t1	Bany_11515-RA
OG0001994	HMEL005368g1.t1, HMEL005367g1.t1	Bany_12084-RA
OG0001995	HMEL005529g1.t1	Bany_11517-RA, Bany_11518-RA
OG0001996	HMEL011003g1.t1	Bany_02229-RA
OG0001997	HMEL003590g1.t1	Bany_08961-RA
OG0001999	HMEL011006g1.t1	Bany_02232-RA
OG0002000	HMEL008264g1.t1	Bany_08246-RA, Bany_03110-RA
OG0002001	HMEL012854g1.t1	Bany_06247-RA, Bany_07477-RA
OG0002003	HMEL033494g1.t1	Bany_13350-RA
OG0002004	HMEL031911g1.t1	Bany_10200-RA, Bany_10198-RA
OG0002005	HMEL010583g1.t1	Bany_08250-RA
OG0002006	HMEL012212g1.t1, HMEL012211g1.t1	Bany_06246-RA
OG0002008	HMEL006931g1.t1, HMEL007805g1.t1	Bany_04684-RA
OG0002009	HMEL012240g1.t1	Bany_14600-RA
OG0002010	HMEL037951g1.t1	Bany_09654-RA
OG0002012	HMEL037706g1.t1	Bany_13956-RA
OG0002013	HMEL038023g1.t1	Bany_09659-RA
OG0002014	HMEL015879g1.t1	Bany_06930-RA
OG0002015	HMEL032149g1.t1	Bany_16729-RA
OG0002016	HMEL037031g1.t1	Bany_12106-RA
OG0002017	HMEL036515g1.t1	Bany_15160-RA
OG0002018	HMEL017112g1.t1	Bany_17630-RA
OG0002019	HMEL016868g1.t1	Bany_18032-RA, Bany_18031-RA
OG0002021	HMEL006268g1.t1	Bany_00413-RA
OG0002022	HMEL016873g1.t1	Bany_18038-RA
OG0002023	HMEL021562g1.t1	Bany_13375-RA
OG0002024	HMEL012675g1.t1	Bany_08977-RA
OG0002025	HMEL008945g1.t1	Bany_14623-RA
OG0002026	HMEL006266g1.t1	Bany_00416-RA
OG0002027	HMEL014853g1.t1	Bany_05553-RA
OG0002028	HMEL033820g1.t1	Bany_05555-RA
OG0002029	HMEL021227g1.t1	Bany_10921-RA
OG0002030	HMEL020272g1.t1, HMEL032634g1.t1	Bany_11579-RA
OG0002031	HMEL006254g1.t1	Bany_00431-RA
OG0002032	HMEL012124g1.t1	Bany_03057-RA, Bany_03054-RA
OG0002034	HMEL036076g1.t1	Bany_10923-RA
OG0002035	HMEL016779g1.t1	Bany_12121-RA
OG0002037	HMEL007173-RA	Bany_16744-RA
OG0002037	HMEL007174-RA	Bany_16743-RA
OG0002038	HMEL012870g1.t1	Bany_06273-RA
OG0002039	HMEL005388g1.t1	Bany_08290-RA
OG0002041	HMEL012865g1.t1	Bany_06277-RA
OG0002042	HMEL016787g1.t1	Bany_12130-RA
OG0002043	HMEL006241g1.t1	Bany_00446-RA
OG0002044	HMEL030832g1.t1	Bany_04738-RA
OG0002045	HMEL030680g1.t1	Bany_02292-RA
OG0002045	HMEL005868g1.t1	Bany_02291-RA
OG0002046	HMEL013335g1.t1	Bany_04740-RA
OG0002047	HMEL013334g1.t1	Bany_04741-RA
OG0002049	HMEL035893g1.t1	Bany_03078-RA
OG0002050	HMEL013326g1.t1	Bany_04756-RA
OG0002051	HMEL007271g1.t1	Bany_07552-RA
OG0002052	HMEL011633g1.t1	Bany_03882-RA
OG0002053	HMEL005616g1.t1	Bany_06294-RA
OG0002054	HMEL009730g1.t1	Bany_10282-RA
OG0002055	HMEL011631g1.t1	Bany_03883-RA
OG0002056	HMEL004981g1.t1	Bany_06296-RA, Bany_06298-RA
OG0002057	HMEL008270g1.t1	Bany_06301-RA
OG0002058	HMEL030284g1.t1	Bany_03885-RA
OG0002060	HMEL013312g1.t1	Bany_04775-RA
OG0002061	HMEL038050g1.t1	Bany_09714-RA
OG0002062	HMEL031067g1.t1	Bany_00479-RA
OG0002063	HMEL033282g1.t1	Bany_01395-RA
OG0002064	HMEL006571g1.t1	Bany_13419-RA
OG0002065	HMEL002293g1.t1	Bany_03898-RA
OG0002066	HMEL032592g1.t1	Bany_11618-RA
OG0002068	HMEL003963g1.t1	Bany_07569-RA
OG0002069	HMEL016682g1.t1	Bany_05585-RA
OG0002070	HMEL004550g1.t1	Bany_08337-RA
OG0002071	HMEL008260g1.t1	Bany_13995-RA
OG0002072	HMEL016685g1.t1	Bany_05590-RA
OG0002073	HMEL015157g1.t1	Bany_00494-RA
OG0002074	HMEL034653g1.t1	Bany_00847-RA, Bany_18085-RA
OG0002075	HMEL005005g1.t1	Bany_15223-RA
OG0002076	HMEL008042g1.t1	Bany_10951-RA
OG0002077	HMEL011513g1.t1	Bany_10952-RA
OG0002078	HMEL016690g1.t1	Bany_05599-RA
OG0002079	HMEL003482g1.t1, HMEL003481g1.t1	Bany_09027-RA
OG0002080	HMEL016095g1.t1	Bany_01439-RA, Bany_01438-RA
OG0002081	HMEL007605g1.t1	Bany_11658-RA
OG0002082	HMEL014936g1.t1	Bany_15830-RA
OG0002083	HMEL015005g1.t1	Bany_07012-RA
OG0002084	HMEL004540g1.t1	Bany_11661-RA, Bany_11662-RA
OG0002085	HMEL016705-RA	Bany_05624-RA
OG0002086	HMEL007020g1.t1	Bany_17331-RA
OG0002087	HMEL003891g1.t1	Bany_12178-RA
OG0002088	HMEL011840g1.t1	Bany_02344-RA
OG0002089	HMEL036803g1.t1	Bany_14722-RA
OG0002091	HMEL014358g1.t1	Bany_01479-RA
OG0002092	HMEL004372g1.t1	Bany_02355-RA
OG0002093	HMEL032747g1.t1	Bany_08373-RA
OG0002094	HMEL017805g1.t1, HMEL036372g1.t1	Bany_15262-RA
OG0002095	HMEL011964g1.t1	Bany_09073-RA
OG0002096	HMEL014363g1.t1	Bany_01487-RA
OG0002097	HMEL036368g1.t1	Bany_15270-RA
OG0002098	HMEL005887g1.t1	Bany_05647-RA
OG0002099	HMEL030804g1.t1	Bany_04834-RA
OG0002100	HMEL032330g1.t1	Bany_11684-RA
OG0002101	HMEL006685g1.t1	Bany_10343-RA, Bany_10341-RA
OG0002103	HMEL014250g1.t1, HMEL004897-RA	Bany_11692-RA
OG0002104	HMEL012803g1.t1	Bany_06353-RA
OG0002105	HMEL016726g1.t1	Bany_08382-RA, Bany_08383-RA, Bany_08384-RA, Bany_08386-RA
OG0002106	HMEL012804g1.t1	Bany_06358-RA, Bany_06356-RA
OG0002107	HMEL012833g1.t1	Bany_03984-RA
OG0002108	HMEL004952g1.t1	Bany_09786-RA
OG0002109	HMEL009393g1.t1	Bany_13479-RA
OG0002110	HMEL007597g1.t1	Bany_02365-RA
OG0002111	HMEL005949g1.t1	Bany_04841-RA
OG0002112	HMEL004687g1.t1, HMEL022313g1.t1, HMEL016292g1.t1	Bany_11704-RA
OG0002113	HMEL004387g1.t1	Bany_06360-RA
OG0002114	HMEL036347g1.t1	Bany_15297-RA, Bany_12436-RA
OG0002115	HMEL037643g1.t1, HMEL037644g1.t1, HMEL002409g1.t1	Bany_14048-RA
OG0002116	HMEL005276g1.t1	Bany_17361-RA
OG0002117	HMEL015651g1.t1	Bany_10353-RA
OG0002118	HMEL009851g1.t1	Bany_08392-RA
OG0002119	HMEL015647g1.t1, HMEL031979g1.t1	Bany_10356-RA
OG0002120	HMEL014671g1.t1	Bany_12238-RA
OG0002121	HMEL003153g1.t1	Bany_01507-RA
OG0002122	HMEL007697g1.t1	Bany_03168-RA
OG0002123	HMEL008048g1.t1	Bany_07665-RA
OG0002124	HMEL015301g1.t1	Bany_09125-RA, Bany_09124-RA
OG0002125	HMEL037068g1.t1	Bany_12251-RA, Bany_12250-RA
OG0002126	HMEL012836g1.t1	Bany_03992-RA
OG0002127	HMEL032735g1.t1	Bany_08403-RA
OG0002128	HMEL003979g1.t1	Bany_07682-RA
OG0002129	HMEL033019g1.t1	Bany_04006-RA
OG0002129	HMEL016407g1.t1	Bany_04005-RA
OG0002130	HMEL014993g1.t1	Bany_07057-RA
OG0002132	HMEL003676g1.t1	Bany_15324-RA
OG0002133	HMEL015948g1.t1	Bany_04885-RA
OG0002134	HMEL037079g1.t1	Bany_12271-RA
OG0002135	HMEL012100g1.t1	Bany_07686-RA, Bany_07687-RA
OG0002136	HMEL017704g1.t1	Bany_05707-RA, Bany_05703-RA
OG0002137	HMEL010590g1.t1	Bany_13507-RA
OG0002138	HMEL017420g1.t1	Bany_15343-RA
OG0002139	HMEL030034g1.t1	Bany_07088-RA
OG0002140	HMEL007789g1.t1	Bany_14150-RA
OG0002141	HMEL037722g1.t1	Bany_14153-RA
OG0002142	HMEL004758g1.t1	Bany_12297-RA
OG0002143	HMEL004757g1.t1	Bany_12298-RA
OG0002144	HMEL004756g1.t1	Bany_12300-RA
OG0002146	HMEL007761g1.t1	Bany_03206-RA
OG0002146	HMEL037777g1.t1	Bany_03205-RA
OG0002147	HMEL035959g1.t1, HMEL035958g1.t1	Bany_11026-RA
OG0002148	HMEL003317g1.t1	Bany_00656-RA
OG0002149	HMEL006365g1.t1	Bany_08447-RA
OG0002150	HMEL032713g1.t1, HMEL037780g1.t1	Bany_08449-RA
OG0002151	HMEL031986g1.t1, HMEL036294g1.t1, HMEL036849g1.t1, HMEL036663g1.t1, HMEL035317g1.t1, HMEL035593g1.t1, HMEL035927g1.t1, HMEL013520g1.t1, HMEL034375g1.t1, HMEL007308g1.t1	Bany_14830-RA
OG0002152	HMEL003642g1.t1	Bany_06425-RA
OG0002153	HMEL002896g1.t1	Bany_02422-RA
OG0002154	HMEL034210g1.t1	Bany_15973-RA
OG0002155	HMEL010625g1.t1	Bany_01612-RA
OG0002156	HMEL032028g1.t1	Bany_10424-RA
OG0002158	HMEL032326g1.t1	Bany_11811-RA
OG0002159	HMEL032990g1.t1	Bany_13548-RA, Bany_13547-RA
OG0002160	HMEL032989g1.t1	Bany_13550-RA
OG0002161	HMEL011476g1.t1	Bany_09208-RA
OG0002162	HMEL032104g1.t1	Bany_01619-RA
OG0002163	HMEL030968g1.t1	Bany_04935-RA
OG0002164	HMEL000055g1.t1	Bany_08481-RA
OG0002165	HMEL015269g1.t1	Bany_00697-RA
OG0002166	HMEL014304g1.t1	Bany_13562-RA
OG0002167	HMEL011434-RA	Bany_04100-RA, Bany_04101-RA, Bany_04102-RA
OG0002168	HMEL012626g1.t1	Bany_09221-RA
OG0002169	HMEL035968g1.t1	Bany_11067-RA
OG0002169	HMEL035969g1.t1	Bany_11069-RA
OG0002170	HMEL016641g1.t1	Bany_07744-RA
OG0002171	HMEL012634g1.t1	Bany_09227-RA
OG0002172	HMEL011115g1.t1	Bany_02452-RA
OG0002173	HMEL032980g1.t1	Bany_13579-RA
OG0002175	HMEL022585g1.t1	Bany_07146-RA
OG0002176	HMEL033973g1.t1, HMEL035397g1.t1, HMEL034174g1.t1	Bany_09243-RA
OG0002177	HMEL037751g1.t1	Bany_14206-RA
OG0002178	HMEL033078g1.t1	Bany_04129-RA
OG0002179	HMEL033079g1.t1	Bany_04130-RA
OG0002182	HMEL011150g1.t1	Bany_13597-RA
OG0002184	HMEL000003g1.t1	Bany_08556-RA
OG0002185	HMEL003098g1.t1	Bany_05777-RA
OG0002186	HMEL002012g1.t1	Bany_08564-RA
OG0002187	HMEL033764g1.t1	Bany_05782-RA
