Orthogroup	Heliconius_erato_lativitta	Bicyclus_anynana
OG0000246	HEL_005503-RA	Bany_01832-RA, Bany_07690-RA, Bany_00609-RA, Bany_01002-RA, Bany_00870-RA, Bany_01529-RA, Bany_07226-RA, Bany_08849-RA, Bany_05547-RA, Bany_13650-RA, Bany_15838-RA
OG0000247	HEL_001922-RA, HEL_001920-RA, HEL_001919-RA, HEL_001918-RA, HEL_001921-RA	Bany_14903-RA
OG0000248	HEL_013916-RA	Bany_01028-RA
OG0000248	HEL_013902-RA	Bany_01008-RA
OG0000249	HEL_000469-RA, HEL_000470-RA	Bany_16510-RA
OG0000250	HEL_013910-RA	Bany_01022-RA
OG0000252	HEL_007886-RA, HEL_007887-RA	Bany_06207-RA, Bany_06209-RA, Bany_09190-RA, Bany_06023-RA, Bany_06230-RA, Bany_06211-RA, Bany_06212-RA, Bany_06213-RA, Bany_06214-RA, Bany_06208-RA
OG0000254	HEL_011399-RA, HEL_011397-RA, HEL_011398-RA, HEL_011400-RA	Bany_06713-RA
OG0000255	HEL_002401-RA	Bany_03709-RA
OG0000256	HEL_009147-RA, HEL_010502-RA	Bany_15031-RA
OG0000257	HEL_006039-RA, HEL_006037-RA, HEL_006036-RA	Bany_11989-RA
OG0000257	HEL_008254-RA, HEL_008272-RA	Bany_01627-RA
OG0000258	HEL_000386-RA	Bany_16661-RA
OG0000258	HEL_000387-RA	Bany_16648-RA
OG0000259	HEL_011529-RA, HEL_011528-RA, HEL_011531-RA, HEL_011530-RA	Bany_15081-RA
OG0000260	HEL_000638-RA	Bany_07795-RA
OG0000260	HEL_000627-RA	Bany_06894-RA
OG0000260	HEL_000639-RA	Bany_06902-RA, Bany_06900-RA
OG0000262	HEL_003831-RA	Bany_09762-RA
OG0000263	HEL_004884-RA	Bany_12223-RA
OG0000264	HEL_000152-RA	Bany_10466-RA
OG0000264	HEL_000145-RA	Bany_10453-RA
OG0000265	HEL_013915-RA	Bany_04254-RA
OG0000271	HEL_002185-RA	Bany_06550-RA, Bany_06956-RA
OG0000272	HEL_003415-RA	Bany_01843-RA, Bany_01841-RA, Bany_01842-RA, Bany_13509-RA, Bany_13511-RA, Bany_02830-RA, Bany_01840-RA, Bany_01839-RA
OG0000273	HEL_004292-RA	Bany_10876-RA
OG0000273	HEL_011028-RA	Bany_10570-RA
OG0000274	HEL_008935-RA	Bany_13050-RA
OG0000276	HEL_001740-RA	Bany_00056-RA
OG0000277	HEL_010687-RA	Bany_12339-RA
OG0000278	HEL_008176-RA	Bany_02617-RA
OG0000279	HEL_011096-RA	Bany_09979-RA, Bany_15953-RA
OG0000280	HEL_005821-RA, HEL_005819-RA	Bany_14433-RA
OG0000281	HEL_009096-RA	Bany_02828-RA
OG0000281	HEL_005808-RA	Bany_09192-RA, Bany_14446-RA
OG0000283	HEL_013294-RA	Bany_10099-RA, Bany_10093-RA
OG0000283	HEL_013295-RA	Bany_10097-RA, Bany_10095-RA
OG0000284	HEL_001552-RA	Bany_00367-RA
OG0000285	HEL_004245-RA	Bany_10915-RA
OG0000285	HEL_004247-RA	Bany_10917-RA, Bany_10916-RA, Bany_10913-RA
OG0000286	HEL_007502-RA, HEL_007508-RA, HEL_007503-RA	Bany_08276-RA
OG0000286	HEL_007501-RA, HEL_007507-RA, HEL_007504-RA, HEL_007506-RA	Bany_08275-RA
OG0000287	HEL_008585-RA	Bany_13491-RA
OG0000287	HEL_013729-RA	Bany_13399-RA
OG0000289	HEL_007429-RA	Bany_08353-RA
OG0000290	HEL_000011-RA	Bany_10340-RA
OG0000290	HEL_000067-RA	Bany_10388-RA
OG0000291	HEL_013432-RA	Bany_08443-RA
OG0000292	HEL_007249-RA	Bany_15396-RA, Bany_15979-RA
OG0000293	HEL_012051-RA	Bany_14848-RA
OG0000293	HEL_012053-RA	Bany_14843-RA
OG0000294	HEL_010685-RA	Bany_12334-RA
OG0000294	HEL_010684-RA	Bany_12331-RA
OG0000295	HEL_008506-RA	Bany_02516-RA, Bany_02518-RA
OG0000295	HEL_008507-RA	Bany_02517-RA
OG0000296	HEL_011660-RA	Bany_03394-RA
OG0000296	HEL_011661-RA	Bany_03391-RA
OG0000303	HEL_000690-RA	Bany_13615-RA
OG0000304	HEL_010171-RA	Bany_15194-RA, Bany_13367-RA, Bany_15195-RA, Bany_02461-RA
OG0000305	HEL_001926-RA	Bany_14897-RA, Bany_14896-RA
OG0000305	HEL_001917-RA	Bany_14902-RA, Bany_14904-RA
OG0000306	HEL_005083-RA	Bany_09347-RA
OG0000306	HEL_005084-RA	Bany_09351-RA
OG0000307	HEL_004043-RA, HEL_004065-RA	Bany_12477-RA, Bany_12475-RA
OG0000308	HEL_002742-RA, HEL_002740-RA, HEL_014448-RA	Bany_11155-RA
OG0000308	HEL_002741-RA	Bany_04815-RA, Bany_04818-RA
OG0000309	HEL_005657-RA	Bany_14345-RA
OG0000310	HEL_012424-RA	Bany_04416-RA
OG0000310	HEL_012425-RA	Bany_11629-RA
OG0000311	HEL_006392-RA	Bany_11268-RA, Bany_11270-RA
OG0000312	HEL_006537-RA, HEL_006539-RA	Bany_11437-RA
OG0000312	HEL_006536-RA	Bany_11436-RA
OG0000313	HEL_004331-RA	Bany_10821-RA
OG0000314	HEL_008306-RA	Bany_01653-RA, Bany_06089-RA, Bany_01657-RA, Bany_01654-RA
OG0000315	HEL_011161-RA	Bany_13244-RA
OG0000315	HEL_011158-RA	Bany_13246-RA
OG0000316	HEL_013709-RA	Bany_12846-RA
OG0000317	HEL_013326-RA	Bany_10130-RA
OG0000317	HEL_000116-RA	Bany_10429-RA
OG0000318	HEL_014401-RA, HEL_014400-RA	Bany_01286-RA
OG0000319	HEL_000676-RA	Bany_06939-RA
OG0000320	HEL_010664-RA, HEL_010666-RA, HEL_010668-RA, HEL_010665-RA	Bany_10218-RA
OG0000321	HEL_004732-RA	Bany_17658-RA
OG0000321	HEL_004706-RA	Bany_17679-RA
OG0000322	HEL_001809-RA, HEL_001810-RA	Bany_17314-RA
OG0000323	HEL_014073-RA	Bany_13423-RA
OG0000324	HEL_003817-RA, HEL_003813-RA	Bany_09749-RA, Bany_09750-RA
OG0000326	HEL_012202-RA	Bany_09084-RA, Bany_09086-RA, Bany_09089-RA
OG0000327	HEL_001425-RA	Bany_00577-RA
OG0000328	HEL_013149-RA	Bany_01534-RA
OG0000329	HEL_000994-RA	Bany_14123-RA
OG0000331	HEL_012372-RA	Bany_11010-RA
OG0000331	HEL_012872-RA	Bany_11060-RA
OG0000332	HEL_002946-RA, HEL_002942-RA, HEL_002943-RA, HEL_013998-RA, HEL_002944-RA, HEL_002945-RA, HEL_013997-RA, HEL_002947-RA	Bany_04909-RA
OG0000333	HEL_003199-RA	Bany_04121-RA
OG0000333	HEL_003196-RA	Bany_04117-RA
OG0000333	HEL_003198-RA, HEL_003197-RA	Bany_04122-RA
OG0000334	HEL_013082-RA	Bany_11107-RA
OG0000335	HEL_011961-RA	Bany_09270-RA
OG0000335	HEL_011962-RA	Bany_09271-RA
OG0000336	HEL_004465-RA, HEL_004464-RA	Bany_05805-RA
OG0000337	HEL_008472-RA	Bany_02574-RA
OG0000337	HEL_008473-RA	Bany_02572-RA
OG0000345	HEL_005334-RA	Bany_15479-RA
OG0000346	HEL_005381-RA	Bany_17419-RA
OG0000347	HEL_013881-RA	Bany_14918-RA
OG0000349	HEL_004068-RA	Bany_12545-RA
OG0000351	HEL_012430-RA	Bany_04422-RA
OG0000352	HEL_005174-RA	Bany_09586-RA
OG0000353	HEL_006407-RA	Bany_11291-RA
OG0000354	HEL_011322-RA	Bany_06683-RA
OG0000355	HEL_013959-RA, HEL_011239-RA	Bany_04861-RA, Bany_06017-RA, Bany_06016-RA, Bany_05155-RA
OG0000356	HEL_014036-RA	Bany_05324-RA
OG0000356	HEL_014031-RA, HEL_014030-RA	Bany_05343-RA, Bany_05344-RA
OG0000358	HEL_010606-RA, HEL_010607-RA	Bany_09557-RA
OG0000359	HEL_004833-RA	Bany_02211-RA
OG0000359	HEL_004835-RA	Bany_02209-RA
OG0000360	HEL_009879-RA	Bany_01315-RA, Bany_01316-RA, Bany_01317-RA
OG0000361	HEL_006928-RA	Bany_02333-RA
OG0000362	HEL_004203-RA	Bany_10972-RA
OG0000362	HEL_004209-RA	Bany_10965-RA
OG0000363	HEL_014082-RA, HEL_014088-RA, HEL_014083-RA	Bany_13434-RA, Bany_13435-RA, Bany_13433-RA, Bany_13432-RA
OG0000364	HEL_013129-RA	Bany_01537-RA
OG0000364	HEL_013128-RA	Bany_01539-RA, Bany_01538-RA
OG0000365	HEL_006820-RA, HEL_006824-RA, HEL_006821-RA, HEL_006819-RA, HEL_006818-RA, HEL_006822-RA, HEL_006823-RA	Bany_02390-RA
OG0000366	HEL_001304-RA	Bany_00628-RA
OG0000367	HEL_000070-RA	Bany_10392-RA
OG0000369	HEL_008426-RA	Bany_01736-RA
OG0000369	HEL_008427-RA	Bany_01735-RA
OG0000375	HEL_004139-RA, HEL_014515-RA, HEL_014516-RA, HEL_014514-RA	Bany_16459-RA, Bany_16456-RA
OG0000376	HEL_012625-RA	Bany_09194-RA
OG0000377	HEL_003472-RA	Bany_08679-RA
OG0000377	HEL_003464-RA	Bany_08683-RA, Bany_08682-RA
OG0000378	HEL_008873-RA	Bany_13157-RA
OG0000379	HEL_003454-RA	Bany_08705-RA, Bany_08711-RA
OG0000379	HEL_003429-RA	Bany_08707-RA
OG0000380	HEL_003444-RA	Bany_08697-RA
OG0000380	HEL_003445-RA	Bany_08696-RA, Bany_06906-RA
OG0000381	HEL_000801-RA, HEL_000800-RA, HEL_000799-RA	Bany_13753-RA
OG0000382	HEL_000750-RA	Bany_13674-RA
OG0000382	HEL_000742-RA	Bany_13671-RA
OG0000382	HEL_000746-RA	Bany_13675-RA
OG0000383	HEL_007323-RA	Bany_15250-RA
OG0000383	HEL_007216-RA	Bany_15346-RA, Bany_09957-RA
OG0000384	HEL_005013-RA, HEL_005015-RA	Bany_02084-RA
OG0000384	HEL_005014-RA, HEL_005012-RA	Bany_03520-RA
OG0000385	HEL_012592-RA, HEL_012593-RA	Bany_09158-RA, Bany_09160-RA, Bany_17768-RA, Bany_09162-RA
OG0000388	HEL_003580-RA, HEL_003577-RA, HEL_003578-RA, HEL_003579-RA	Bany_08812-RA
OG0000389	HEL_009419-RA, HEL_009418-RA	Bany_08132-RA, Bany_08133-RA
OG0000390	HEL_008827-RA, HEL_008825-RA	Bany_05391-RA
OG0000391	HEL_012057-RA, HEL_000686-RA, HEL_000688-RA, HEL_000687-RA	Bany_14829-RA
OG0000392	HEL_013020-RA	Bany_16369-RA
OG0000395	HEL_005769-RA	Bany_14508-RA
OG0000395	HEL_013606-RA	Bany_14740-RA
OG0000395	HEL_013605-RA	Bany_14741-RA
OG0000398	HEL_013027-RA, HEL_013026-RA	Bany_12994-RA
OG0000399	HEL_009946-RA, HEL_009947-RA	Bany_01344-RA
OG0000399	HEL_009940-RA, HEL_009954-RA, HEL_009948-RA	Bany_01345-RA
OG0000402	HEL_001087-RA	Bany_14002-RA
OG0000402	HEL_001086-RA	Bany_14001-RA
OG0000403	HEL_000023-RA	Bany_10324-RA, Bany_10325-RA
OG0000403	HEL_000021-RA, HEL_000022-RA	Bany_10326-RA, Bany_10327-RA
OG0000404	HEL_012004-RA	Bany_14807-RA, Bany_14826-RA
OG0000404	HEL_012003-RA	Bany_14808-RA
OG0000405	HEL_004408-RA	Bany_05710-RA
OG0000405	HEL_004409-RA	Bany_05709-RA
OG0000406	HEL_011910-RA, HEL_011911-RA	Bany_09205-RA
OG0000407	HEL_008574-RA	Bany_02448-RA
OG0000407	HEL_008575-RA, HEL_008578-RA	Bany_02446-RA
OG0000408	HEL_013103-RA, HEL_013104-RA	Bany_00848-RA
OG0000414	HEL_003421-RA	Bany_01822-RA, Bany_01825-RA
OG0000415	HEL_013005-RA	Bany_16042-RA
OG0000415	HEL_013004-RA	Bany_16043-RA
OG0000416	HEL_001720-RA	Bany_00019-RA
OG0000417	HEL_001870-RA	Bany_16957-RA
OG0000417	HEL_001868-RA	Bany_16958-RA
OG0000418	HEL_006626-RA, HEL_014068-RA, HEL_014070-RA	Bany_11154-RA
OG0000419	HEL_004054-RA, HEL_004051-RA, HEL_004050-RA	Bany_12519-RA
OG0000419	HEL_004055-RA	Bany_12529-RA
OG0000420	HEL_011055-RA	Bany_10631-RA
OG0000420	HEL_011058-RA	Bany_10628-RA
OG0000420	HEL_011052-RA, HEL_011051-RA	Bany_10629-RA
OG0000422	HEL_008880-RA, HEL_008882-RA, HEL_008879-RA	Bany_13330-RA, Bany_13337-RA, Bany_13106-RA, Bany_13331-RA
OG0000423	HEL_004157-RA	Bany_12559-RA
OG0000423	HEL_004153-RA	Bany_12560-RA
OG0000424	HEL_010025-RA	Bany_01463-RA
OG0000424	HEL_002070-RA	Bany_17009-RA
OG0000425	HEL_013519-RA	Bany_01404-RA, Bany_17766-RA, Bany_17765-RA, Bany_17771-RA, Bany_17769-RA
OG0000427	HEL_014298-RA, HEL_014297-RA	Bany_11234-RA
OG0000427	HEL_014296-RA	Bany_11232-RA
OG0000428	HEL_009673-RA	Bany_07272-RA
OG0000428	HEL_009672-RA, HEL_009671-RA	Bany_07271-RA
OG0000429	HEL_010261-RA	Bany_08057-RA
OG0000430	HEL_009676-RA	Bany_07274-RA, Bany_07275-RA
OG0000431	HEL_004940-RA, HEL_004948-RA, HEL_004947-RA, HEL_004942-RA, HEL_004946-RA	Bany_02002-RA
OG0000432	HEL_004591-RA	Bany_17514-RA
OG0000433	HEL_000532-RA	Bany_06764-RA
OG0000433	HEL_000531-RA	Bany_06700-RA
OG0000434	HEL_010097-RA	Bany_01091-RA
OG0000434	HEL_007172-RA	Bany_07485-RA
OG0000435	HEL_010076-RA, HEL_010077-RA	Bany_01104-RA
OG0000436	HEL_003573-RA	Bany_08805-RA
OG0000436	HEL_003572-RA	Bany_08804-RA
OG0000437	HEL_011180-RA	Bany_13230-RA
OG0000438	HEL_012391-RA, HEL_009410-RA	Bany_09023-RA, Bany_15638-RA
OG0000439	HEL_006456-RA	Bany_11351-RA
OG0000440	HEL_012086-RA	Bany_07351-RA
OG0000441	HEL_010652-RA	Bany_12290-RA
OG0000442	HEL_006518-RA	Bany_11418-RA, Bany_11419-RA
OG0000443	HEL_014521-RA	Bany_12893-RA
OG0000443	HEL_004140-RA	Bany_12895-RA
OG0000445	HEL_006241-RA	Bany_06473-RA
OG0000445	HEL_000599-RA, HEL_000600-RA	Bany_06848-RA
OG0000446	HEL_004850-RA	Bany_02193-RA
OG0000447	HEL_008736-RA	Bany_05486-RA, Bany_05489-RA
OG0000447	HEL_008737-RA	Bany_05480-RA, Bany_05484-RA
OG0000447	HEL_008738-RA	Bany_05481-RA
OG0000448	HEL_001836-RA	Bany_17272-RA
OG0000448	HEL_001835-RA	Bany_17273-RA
OG0000449	HEL_004695-RA, HEL_004691-RA, HEL_004696-RA	Bany_17619-RA
OG0000450	HEL_012792-RA, HEL_012789-RA, HEL_012790-RA, HEL_012788-RA, HEL_012794-RA, HEL_012793-RA, HEL_012787-RA	Bany_11541-RA
OG0000451	HEL_004781-RA	Bany_02248-RA
OG0000452	HEL_005581-RA	Bany_15745-RA, Bany_15743-RA
OG0000453	HEL_010920-RA, HEL_010918-RA	Bany_10215-RA
OG0000454	HEL_012748-RA	Bany_14655-RA
OG0000454	HEL_012745-RA	Bany_14661-RA
OG0000454	HEL_012738-RA	Bany_14654-RA
OG0000454	HEL_012747-RA	Bany_14665-RA
OG0000456	HEL_001375-RA	Bany_00514-RA
OG0000457	HEL_006045-RA	Bany_12188-RA
OG0000457	HEL_006051-RA, HEL_006046-RA	Bany_12186-RA
OG0000458	HEL_006195-RA	Bany_12199-RA, Bany_12201-RA, Bany_12202-RA
OG0000458	HEL_006194-RA	Bany_12196-RA
OG0000460	HEL_003091-RA	Bany_03976-RA
OG0000461	HEL_005474-RA, HEL_005473-RA	Bany_15881-RA
OG0000462	HEL_010611-RA	Bany_12252-RA
OG0000462	HEL_010613-RA, HEL_010612-RA	Bany_12253-RA
OG0000463	HEL_010620-RA	Bany_12263-RA
OG0000463	HEL_010621-RA	Bany_12262-RA
OG0000464	HEL_012023-RA	Bany_14874-RA
OG0000465	HEL_004412-RA	Bany_05729-RA
OG0000465	HEL_004411-RA	Bany_05719-RA
OG0000467	HEL_013074-RA	Bany_11095-RA
OG0000467	HEL_013075-RA	Bany_11097-RA
OG0000468	HEL_001182-RA	Bany_00774-RA, Bany_00776-RA, Bany_00775-RA
OG0000469	HEL_003267-RA	Bany_04245-RA
OG0000470	HEL_007097-RA	Bany_07904-RA
OG0000470	HEL_007100-RA	Bany_07901-RA
OG0000471	HEL_007096-RA	Bany_07908-RA
OG0000476	HEL_013972-RA, HEL_013971-RA	Bany_16033-RA
OG0000478	HEL_005329-RA, HEL_005330-RA	Bany_15483-RA
OG0000478	HEL_005332-RA	Bany_15482-RA
OG0000479	HEL_005321-RA	Bany_15488-RA
OG0000480	HEL_010055-RA	Bany_01189-RA
OG0000480	HEL_012658-RA	Bany_00978-RA
OG0000481	HEL_004011-RA, HEL_003981-RA	Bany_05229-RA
OG0000482	HEL_000741-RA	Bany_16734-RA
OG0000482	HEL_000740-RA	Bany_13670-RA
OG0000483	HEL_010251-RA, HEL_010252-RA	Bany_05913-RA
OG0000488	HEL_000468-RA	Bany_16508-RA
OG0000489	HEL_000784-RA	Bany_13718-RA
OG0000489	HEL_000778-RA	Bany_00533-RA
OG0000490	HEL_010528-RA	Bany_02707-RA
OG0000491	HEL_009706-RA	Bany_15026-RA, Bany_14965-RA
OG0000492	HEL_007567-RA	Bany_09996-RA
OG0000492	HEL_007570-RA, HEL_007569-RA	Bany_09995-RA
OG0000493	HEL_009681-RA	Bany_07279-RA
OG0000493	HEL_009683-RA	Bany_07283-RA
OG0000494	HEL_002159-RA	Bany_17108-RA, Bany_17107-RA
OG0000495	HEL_004256-RA	Bany_10902-RA
OG0000495	HEL_007827-RA	Bany_11963-RA
OG0000496	HEL_004360-RA	Bany_10791-RA
OG0000496	HEL_004359-RA	Bany_10792-RA
OG0000497	HEL_000824-RA	Bany_13784-RA
OG0000497	HEL_000822-RA	Bany_13782-RA
OG0000499	HEL_000839-RA	Bany_13803-RA
OG0000500	HEL_009417-RA, HEL_009416-RA	Bany_08134-RA, Bany_08136-RA, Bany_08135-RA
OG0000501	HEL_013958-RA	Bany_16333-RA, Bany_16332-RA, Bany_16331-RA
OG0000502	HEL_013692-RA	Bany_12813-RA
OG0000502	HEL_013678-RA	Bany_12925-RA
OG0000503	HEL_004917-RA	Bany_02124-RA
OG0000503	HEL_004918-RA	Bany_02123-RA, Bany_02121-RA
OG0000504	HEL_009298-RA	Bany_17901-RA
OG0000506	HEL_006506-RA	Bany_11402-RA
OG0000507	HEL_002419-RA	Bany_03743-RA, Bany_03742-RA
OG0000508	HEL_008775-RA	Bany_05439-RA
OG0000509	HEL_009357-RA	Bany_17959-RA, Bany_17958-RA
OG0000511	HEL_006580-RA, HEL_006578-RA, HEL_006581-RA, HEL_006579-RA, HEL_006577-RA, HEL_006576-RA	Bany_11479-RA
OG0000512	HEL_007892-RA	Bany_06202-RA
OG0000513	HEL_009915-RA	Bany_01250-RA
OG0000513	HEL_009914-RA	Bany_01246-RA, Bany_01249-RA
OG0000514	HEL_001536-RA, HEL_001539-RA	Bany_00377-RA
OG0000514	HEL_001545-RA	Bany_00376-RA
OG0000515	HEL_008717-RA	Bany_05523-RA
OG0000515	HEL_014081-RA	Bany_13430-RA, Bany_13431-RA
OG0000516	HEL_007300-RA, HEL_007303-RA, HEL_007299-RA	Bany_15273-RA, Bany_01291-RA
OG0000517	HEL_010904-RA	Bany_10204-RA
OG0000518	HEL_012795-RA, HEL_012791-RA	Bany_11543-RA, Bany_11545-RA, Bany_11542-RA
OG0000520	HEL_009865-RA	Bany_01302-RA
OG0000520	HEL_001041-RA, HEL_001043-RA	Bany_14044-RA
OG0000521	HEL_006007-RA	Bany_06963-RA, Bany_06961-RA
OG0000522	HEL_004233-RA	Bany_10928-RA
OG0000522	HEL_004235-RA, HEL_004236-RA	Bany_10927-RA
OG0000523	HEL_010739-RA	Bany_09037-RA, Bany_09038-RA, Bany_09039-RA
OG0000524	HEL_002512-RA	Bany_11040-RA, Bany_11665-RA
OG0000524	HEL_007493-RA, HEL_007491-RA, HEL_007492-RA, HEL_012441-RA, HEL_012442-RA	Bany_11663-RA
OG0000525	HEL_011908-RA, HEL_011906-RA, HEL_009497-RA	Bany_18102-RA
OG0000526	HEL_013327-RA	Bany_01466-RA
OG0000526	HEL_010027-RA	Bany_01465-RA
OG0000527	HEL_003104-RA, HEL_008940-RA	Bany_03966-RA
OG0000529	HEL_014561-RA	Bany_11726-RA
OG0000529	HEL_008180-RA	Bany_11715-RA
OG0000530	HEL_013561-RA	Bany_14789-RA
OG0000530	HEL_013565-RA	Bany_14783-RA
OG0000530	HEL_013564-RA	Bany_14787-RA
OG0000531	HEL_000995-RA	Bany_14124-RA
OG0000532	HEL_012599-RA, HEL_012594-RA, HEL_012596-RA, HEL_012597-RA	Bany_09163-RA
OG0000535	HEL_011620-RA	Bany_03245-RA
OG0000535	HEL_011621-RA	Bany_03246-RA
OG0000536	HEL_012042-RA, HEL_012040-RA, HEL_012043-RA	Bany_14856-RA, Bany_14857-RA
OG0000536	HEL_012047-RA	Bany_14854-RA
OG0000537	HEL_001223-RA	Bany_00726-RA
OG0000537	HEL_001222-RA	Bany_00731-RA
OG0000538	HEL_006238-RA	Bany_06469-RA
OG0000538	HEL_006239-RA	Bany_06470-RA
OG0000539	HEL_013100-RA	Bany_00850-RA
OG0000544	HEL_011255-RA	Bany_06622-RA
OG0000544	HEL_011256-RA	Bany_18178-RA
OG0000547	HEL_002230-RA	Bany_03468-RA, Bany_03469-RA
OG0000547	HEL_002229-RA	Bany_03463-RA
OG0000548	HEL_005071-RA	Bany_05990-RA, Bany_09342-RA
OG0000549	HEL_012993-RA	Bany_16471-RA, Bany_09299-RA, Bany_14239-RA, Bany_09048-RA, Bany_04804-RA, Bany_16327-RA, Bany_14359-RA, Bany_16455-RA, Bany_09712-RA, Bany_15198-RA, Bany_16435-RA, Bany_16436-RA, Bany_16434-RA
OG0000550	HEL_000454-RA	Bany_16476-RA, Bany_16474-RA
OG0000550	HEL_000453-RA	Bany_16470-RA
OG0000551	HEL_002197-RA	Bany_06568-RA
OG0000552	HEL_011047-RA	Bany_10604-RA
OG0000553	HEL_005397-RA, HEL_005395-RA, HEL_005394-RA	Bany_17439-RA, Bany_17438-RA
OG0000554	HEL_002063-RA	Bany_17000-RA
OG0000555	HEL_009239-RA	Bany_17745-RA
OG0000555	HEL_009240-RA, HEL_009241-RA	Bany_17746-RA
OG0000556	HEL_013066-RA	Bany_16112-RA
OG0000556	HEL_013067-RA	Bany_16117-RA
OG0000558	HEL_013207-RA	Bany_10658-RA
OG0000559	HEL_003508-RA	Bany_08725-RA
OG0000560	HEL_008998-RA	Bany_13114-RA
OG0000561	HEL_014336-RA	Bany_08005-RA
OG0000562	HEL_008082-RA	Bany_06035-RA
OG0000562	HEL_005258-RA, HEL_005257-RA	Bany_15540-RA
OG0000563	HEL_004974-RA, HEL_004977-RA, HEL_004975-RA, HEL_004978-RA, HEL_004976-RA	Bany_01926-RA
OG0000564	HEL_005665-RA	Bany_14354-RA
OG0000566	HEL_010618-RA	Bany_12259-RA
OG0000566	HEL_007763-RA	Bany_11891-RA
OG0000568	HEL_000490-RA	Bany_16540-RA
OG0000568	HEL_000491-RA	Bany_16538-RA
OG0000569	HEL_007799-RA	Bany_11901-RA
OG0000569	HEL_009421-RA	Bany_08129-RA
OG0000570	HEL_000494-RA	Bany_16550-RA, Bany_16548-RA
OG0000570	HEL_000397-RA	Bany_16641-RA
OG0000573	HEL_009040-RA	Bany_02763-RA
OG0000573	HEL_009208-RA, HEL_009037-RA, HEL_009038-RA	Bany_02761-RA
OG0000574	HEL_000435-RA	Bany_16593-RA
OG0000575	HEL_011783-RA	Bany_16212-RA
OG0000575	HEL_005114-RA	Bany_09539-RA
OG0000576	HEL_010258-RA	Bany_08064-RA
OG0000576	HEL_012112-RA	Bany_07360-RA
OG0000578	HEL_006013-RA	Bany_11940-RA
OG0000579	HEL_005804-RA	Bany_14448-RA
OG0000579	HEL_005805-RA	Bany_14449-RA
OG0000580	HEL_009073-RA	Bany_02805-RA
OG0000580	HEL_009071-RA, HEL_009072-RA	Bany_02798-RA
OG0000581	HEL_000527-RA	Bany_06702-RA
OG0000583	HEL_008732-RA	Bany_05494-RA
OG0000583	HEL_000408-RA	Bany_16626-RA
OG0000584	HEL_008854-RA	Bany_05362-RA
OG0000584	HEL_008853-RA	Bany_05365-RA, Bany_05366-RA, Bany_09755-RA, Bany_05364-RA
OG0000585	HEL_005799-RA	Bany_14460-RA
OG0000586	HEL_011164-RA	Bany_13236-RA
OG0000587	HEL_008836-RA	Bany_05383-RA, Bany_13470-RA
OG0000588	HEL_010759-RA	Bany_09007-RA
OG0000588	HEL_005119-RA	Bany_09545-RA
OG0000589	HEL_005787-RA	Bany_14490-RA
OG0000591	HEL_005159-RA, HEL_005160-RA	Bany_09574-RA
OG0000591	HEL_005158-RA	Bany_09573-RA
OG0000592	HEL_009913-RA	Bany_01245-RA
OG0000592	HEL_013224-RA	Bany_07370-RA
OG0000594	HEL_000586-RA	Bany_06815-RA
OG0000594	HEL_000575-RA	Bany_06824-RA
OG0000596	HEL_012301-RA	Bany_13283-RA, Bany_13284-RA
OG0000597	HEL_004604-RA	Bany_17587-RA
OG0000598	HEL_005573-RA	Bany_05011-RA, Bany_06862-RA
OG0000599	HEL_008740-RA	Bany_05473-RA
OG0000599	HEL_008739-RA	Bany_05479-RA
OG0000600	HEL_002493-RA	Bany_03816-RA
OG0000600	HEL_002494-RA	Bany_03817-RA
OG0000601	HEL_011877-RA	Bany_17993-RA
OG0000601	HEL_011880-RA	Bany_17996-RA
OG0000602	HEL_009944-RA	Bany_01343-RA
OG0000602	HEL_007871-RA	Bany_06233-RA
OG0000603	HEL_004196-RA, HEL_004198-RA	Bany_12995-RA
OG0000603	HEL_004199-RA	Bany_12998-RA
OG0000604	HEL_012782-RA	Bany_11532-RA
OG0000605	HEL_004776-RA, HEL_004777-RA, HEL_004766-RA	Bany_02243-RA
OG0000606	HEL_006136-RA	Bany_12091-RA
OG0000606	HEL_006135-RA	Bany_12092-RA
OG0000607	HEL_006968-RA	Bany_02287-RA
OG0000608	HEL_012742-RA	Bany_14658-RA
OG0000608	HEL_012741-RA	Bany_14657-RA
OG0000609	HEL_007462-RA	Bany_08318-RA
OG0000610	HEL_012918-RA	Bany_15222-RA
OG0000611	HEL_001089-RA, HEL_001088-RA, HEL_003243-RA	Bany_14003-RA, Bany_14004-RA
OG0000612	HEL_006296-RA	Bany_06318-RA
OG0000612	HEL_006298-RA	Bany_06320-RA
OG0000613	HEL_005984-RA	Bany_07005-RA
OG0000613	HEL_005988-RA	Bany_07006-RA
OG0000614	HEL_006265-RA	Bany_06384-RA
OG0000614	HEL_006267-RA	Bany_06383-RA
OG0000615	HEL_013387-RA	Bany_01557-RA
OG0000616	HEL_008325-RA	Bany_01674-RA
OG0000617	HEL_010360-RA	Bany_12406-RA
OG0000617	HEL_010361-RA	Bany_12407-RA
OG0000618	HEL_011632-RA	Bany_03415-RA, Bany_03414-RA, Bany_03421-RA, Bany_03416-RA
OG0000620	HEL_013403-RA	Bany_00890-RA
OG0000627	HEL_007478-RA	Bany_08295-RA
OG0000631	HEL_003487-RA	Bany_08664-RA
OG0000632	HEL_008960-RA	Bany_13030-RA
OG0000632	HEL_008961-RA	Bany_13029-RA
