Orthogroup	Heliconius_erato_lativitta	Bicyclus_anynana
OG0008581	HEL_006393-RA	Bany_11272-RA
OG0008582	HEL_010269-RA	Bany_08044-RA
OG0008583	HEL_010268-RA	Bany_08045-RA
OG0008584	HEL_004105-RA	Bany_12633-RA
OG0008585	HEL_005046-RA	Bany_01972-RA
OG0008586	HEL_005224-RA	Bany_15583-RA
OG0008587	HEL_005047-RA	Bany_01973-RA
OG0008590	HEL_006399-RA	Bany_11279-RA
OG0008592	HEL_009675-RA	Bany_07273-RA
OG0008597	HEL_006404-RA	Bany_11289-RA
OG0008598	HEL_011127-RA	Bany_10711-RA
OG0008600	HEL_005059-RA	Bany_01986-RA
OG0008601	HEL_010859-RA	Bany_15586-RA
OG0008603	HEL_009722-RA	Bany_14986-RA
OG0008604	HEL_009366-RA	Bany_17805-RA
OG0008605	HEL_009723-RA	Bany_14987-RA
OG0008607	HEL_003547-RA	Bany_08776-RA
OG0008609	HEL_011295-RA	Bany_06656-RA
OG0008610	HEL_005711-RA	Bany_14403-RA
OG0008612	HEL_003554-RA	Bany_08781-RA
OG0008614	HEL_005718-RA	Bany_14412-RA
OG0008617	HEL_002526-RA	Bany_04466-RA
OG0008618	HEL_003679-RA	Bany_09458-RA
OG0008619	HEL_004945-RA	Bany_02004-RA
OG0008620	HEL_010232-RA	Bany_05980-RA
OG0008621	HEL_005719-RA	Bany_14415-RA
OG0008622	HEL_011298-RA	Bany_06661-RA
OG0008624	HEL_003672-RA	Bany_09464-RA
OG0008627	HEL_010122-RA	Bany_01063-RA
OG0008628	HEL_013608-RA	Bany_12661-RA
OG0008629	HEL_003671-RA	Bany_09465-RA
OG0008630	HEL_011108-RA	Bany_10736-RA
OG0008632	HEL_003558-RA	Bany_08784-RA
OG0008633	HEL_005725-RA	Bany_14420-RA
OG0008634	HEL_011309-RA	Bany_06665-RA
OG0008636	HEL_002530-RA	Bany_04473-RA
OG0008637	HEL_010113-RA	Bany_01071-RA
OG0008639	HEL_002135-RA	Bany_17070-RA
OG0008640	HEL_011314-RA	Bany_06668-RA
OG0008642	HEL_006021-RA	Bany_11927-RA
OG0008644	HEL_002138-RA	Bany_17074-RA
OG0008649	HEL_008047-RA	Bany_06007-RA
OG0008650	HEL_011317-RA	Bany_06675-RA
OG0008651	HEL_011318-RA	Bany_06676-RA
OG0008652	HEL_005957-RA	Bany_08072-RA
OG0008658	HEL_002296-RA	Bany_03570-RA
OG0008659	HEL_009046-RA	Bany_02770-RA
OG0008660	HEL_008042-RA	Bany_06015-RA, Bany_06019-RA
OG0008661	HEL_000806-RA	Bany_13756-RA
OG0008662	HEL_000808-RA	Bany_13758-RA
OG0008663	HEL_001701-RA	Bany_00193-RA
OG0008665	HEL_011069-RA	Bany_10769-RA
OG0008667	HEL_011840-RA	Bany_17837-RA
OG0008671	HEL_005824-RA	Bany_14431-RA
OG0008673	HEL_000812-RA	Bany_13766-RA
OG0008675	HEL_011793-RA	Bany_16232-RA
OG0008677	HEL_006420-RA	Bany_11310-RA
OG0008678	HEL_006421-RA	Bany_11311-RA
OG0008679	HEL_005817-RA	Bany_14435-RA
OG0008683	HEL_009058-RA	Bany_02783-RA
OG0008685	HEL_002156-RA	Bany_17099-RA
OG0008686	HEL_014563-RA	Bany_09502-RA
OG0008687	HEL_010094-RA	Bany_01093-RA
OG0008688	HEL_004655-RA	Bany_17521-RA
OG0008689	HEL_012064-RA	Bany_07292-RA
OG0008690	HEL_014035-RA	Bany_05327-RA
OG0008691	HEL_003564-RA	Bany_08793-RA
OG0008694	HEL_000730-RA	Bany_16248-RA
OG0008696	HEL_004986-RA	Bany_02047-RA
OG0008699	HEL_010840-RA	Bany_15613-RA
OG0008700	HEL_006433-RA	Bany_11323-RA
OG0008702	HEL_010089-RA	Bany_01100-RA
OG0008703	HEL_014524-RA	Bany_12713-RA
OG0008704	HEL_011831-RA	Bany_17847-RA
OG0008706	HEL_007831-RA	Bany_11954-RA
OG0008707	HEL_004376-RA	Bany_10786-RA
OG0008708	HEL_007689-RA	Bany_10033-RA
OG0008710	HEL_002165-RA	Bany_17114-RA
OG0008711	HEL_007695-RA	Bany_10036-RA
OG0008713	HEL_009078-RA	Bany_02810-RA
OG0008714	HEL_009079-RA	Bany_02811-RA
OG0008715	HEL_009083-RA	Bany_02815-RA
OG0008720	HEL_002329-RA	Bany_03612-RA
OG0008723	HEL_002244-RA	Bany_03614-RA
OG0008724	HEL_004366-RA	Bany_10789-RA
OG0008726	HEL_014229-RA	Bany_09519-RA
OG0008727	HEL_009283-RA	Bany_17863-RA
OG0008728	HEL_008084-RA	Bany_06039-RA
OG0008729	HEL_009740-RA	Bany_15004-RA
OG0008730	HEL_007702-RA	Bany_10041-RA
OG0008733	HEL_006440-RA	Bany_11328-RA
OG0008735	HEL_004644-RA	Bany_17530-RA
OG0008736	HEL_011204-RA	Bany_13207-RA
OG0008738	HEL_010083-RA	Bany_01112-RA
OG0008739	HEL_010828-RA	Bany_15627-RA
OG0008740	HEL_012060-RA	Bany_07318-RA
OG0008742	HEL_014228-RA	Bany_09522-RA
OG0008744	HEL_014387-RA	Bany_17122-RA
OG0008747	HEL_012058-RA	Bany_07321-RA
OG0008748	HEL_014503-RA	Bany_01120-RA
OG0008749	HEL_001666-RA	Bany_00228-RA
OG0008750	HEL_014501-RA	Bany_01121-RA
OG0008751	HEL_001665-RA	Bany_00229-RA
OG0008753	HEL_008087-RA	Bany_06043-RA
OG0008754	HEL_009699-RA	Bany_07326-RA
OG0008756	HEL_007710-RA	Bany_10044-RA
OG0008764	HEL_011383-RA	Bany_06742-RA
OG0008765	HEL_007977-RA	Bany_06060-RA
OG0008766	HEL_004342-RA	Bany_10810-RA
OG0008767	HEL_013259-RA	Bany_01128-RA
OG0008768	HEL_004336-RA	Bany_10811-RA
OG0008769	HEL_011183-RA	Bany_13227-RA
OG0008770	HEL_014393-RA	Bany_01132-RA
OG0008774	HEL_011182-RA	Bany_13228-RA
OG0008775	HEL_011181-RA	Bany_13229-RA
OG0008776	HEL_006381-RA	Bany_11972-RA
OG0008778	HEL_007985-RA, HEL_007986-RA	Bany_06070-RA
OG0008779	HEL_001940-RA	Bany_17160-RA
OG0008780	HEL_001948-RA	Bany_17163-RA
OG0008782	HEL_009108-RA	Bany_02838-RA
OG0008783	HEL_001653-RA	Bany_00241-RA
OG0008784	HEL_008845-RA	Bany_05376-RA
OG0008785	HEL_008841-RA	Bany_05377-RA
OG0008786	HEL_009670-RA	Bany_07338-RA
OG0008789	HEL_002363-RA	Bany_03659-RA
OG0008790	HEL_009247-RA	Bany_17889-RA
OG0008793	HEL_004933-RA	Bany_02109-RA
OG0008794	HEL_009119-RA	Bany_02849-RA
OG0008795	HEL_007723-RA	Bany_10065-RA
OG0008796	HEL_010809-RA	Bany_15640-RA
OG0008800	HEL_011154-RA	Bany_13250-RA
OG0008801	HEL_013686-RA	Bany_12801-RA
OG0008802	HEL_013766-RA	Bany_15037-RA
OG0008803	HEL_002368-RA	Bany_03667-RA, Bany_03668-RA
OG0008804	HEL_011171-RA	Bany_03669-RA
OG0008805	HEL_011148-RA	Bany_13257-RA
OG0008808	HEL_009136-RA	Bany_02867-RA
OG0008809	HEL_009799-RA	Bany_13825-RA
OG0008810	HEL_001639-RA	Bany_00255-RA
OG0008811	HEL_008016-RA	Bany_06102-RA
OG0008813	HEL_005118-RA	Bany_09544-RA
OG0008814	HEL_010808-RA	Bany_15641-RA
OG0008815	HEL_009149-RA, HEL_009148-RA	Bany_02872-RA
OG0008818	HEL_000383-RA	Bany_16652-RA
OG0008819	HEL_010694-RA	Bany_08822-RA
OG0008820	HEL_013274-RA	Bany_10076-RA
OG0008821	HEL_011139-RA	Bany_13271-RA
OG0008822	HEL_001638-RA	Bany_00257-RA
OG0008823	HEL_004329-RA	Bany_10825-RA
OG0008826	HEL_002379-RA	Bany_03682-RA
OG0008829	HEL_006482-RA	Bany_11377-RA
OG0008830	HEL_006485-RA	Bany_11379-RA
OG0008831	HEL_010704-RA	Bany_08838-RA
OG0008832	HEL_009795-RA	Bany_13829-RA
OG0008833	HEL_008098-RA	Bany_06119-RA
OG0008835	HEL_009156-RA	Bany_02880-RA
OG0008836	HEL_004914-RA	Bany_02136-RA
OG0008843	HEL_000934-RA	Bany_13838-RA
OG0008844	HEL_009397-RA	Bany_08166-RA
OG0008845	HEL_000932-RA	Bany_13842-RA
OG0008846	HEL_006504-RA	Bany_11400-RA
OG0008847	HEL_013303-RA	Bany_10104-RA
OG0008852	HEL_000924-RA	Bany_13848-RA
OG0008853	HEL_013307-RA	Bany_10110-RA
OG0008855	HEL_013018-RA	Bany_16375-RA
OG0008857	HEL_013794-RA	Bany_15071-RA
OG0008859	HEL_006517-RA	Bany_11413-RA
OG0008863	HEL_010728-RA	Bany_08871-RA
OG0008865	HEL_009324-RA	Bany_17921-RA
OG0008868	HEL_013227-RA	Bany_07372-RA
OG0008869	HEL_006182-RA	Bany_12014-RA
OG0008871	HEL_000564-RA	Bany_06811-RA
OG0008872	HEL_014511-RA	Bany_15653-RA
OG0008873	HEL_013013-RA	Bany_16385-RA
OG0008874	HEL_013922-RA	Bany_16386-RA
OG0008875	HEL_002416-RA	Bany_03736-RA
OG0008876	HEL_013921-RA	Bany_16388-RA
OG0008879	HEL_006178-RA	Bany_12021-RA, Bany_12023-RA
OG0008882	HEL_007932-RA	Bany_06156-RA
OG0008883	HEL_009379-RA	Bany_08187-RA
OG0008884	HEL_014527-RA	Bany_12876-RA
OG0008889	HEL_009645-RA	Bany_07384-RA
OG0008892	HEL_011527-RA	Bany_15078-RA
OG0008894	HEL_007928-RA	Bany_06165-RA
OG0008896	HEL_004310-RA	Bany_10853-RA
OG0008898	HEL_009643-RA	Bany_07388-RA
OG0008903	HEL_004306-RA	Bany_10860-RA
OG0008904	HEL_001592-RA	Bany_00324-RA
OG0008905	HEL_004305-RA	Bany_10862-RA
OG0008906	HEL_001591-RA	Bany_00325-RA
OG0008908	HEL_005175-RA	Bany_09588-RA, Bany_09589-RA
OG0008909	HEL_004300-RA	Bany_10867-RA
OG0008913	HEL_005762-RA	Bany_14517-RA
OG0008914	HEL_011537-RA	Bany_15088-RA
OG0008915	HEL_006168-RA	Bany_12041-RA
OG0008916	HEL_012133-RA	Bany_08902-RA
OG0008919	HEL_009342-RA	Bany_17943-RA
OG0008920	HEL_006550-RA	Bany_11450-RA
OG0008921	HEL_008767-RA	Bany_05450-RA
OG0008922	HEL_014434-RA	Bany_10133-RA
OG0008924	HEL_006166-RA	Bany_12045-RA
OG0008925	HEL_004867-RA, HEL_004865-RA, HEL_004866-RA, HEL_004870-RA	Bany_02179-RA
OG0008926	HEL_008764-RA	Bany_05452-RA
OG0008927	HEL_012294-RA	Bany_13290-RA
OG0008929	HEL_009347-RA	Bany_17950-RA
OG0008930	HEL_007902-RA	Bany_06190-RA
OG0008931	HEL_007901-RA	Bany_06191-RA
OG0008932	HEL_009349-RA	Bany_17953-RA
OG0008934	HEL_005739-RA	Bany_14534-RA
OG0008935	HEL_006162-RA	Bany_12050-RA
OG0008936	HEL_005737-RA	Bany_14536-RA
OG0008937	HEL_006561-RA	Bany_11463-RA
OG0008938	HEL_012289-RA	Bany_13296-RA
OG0008939	HEL_002688-RA	Bany_04639-RA
OG0008940	HEL_012986-RA	Bany_16427-RA, Bany_16430-RA
OG0008941	HEL_014439-RA	Bany_10139-RA
OG0008942	HEL_000608-RA	Bany_06859-RA
OG0008944	HEL_000358-RA	Bany_07453-RA, Bany_16682-RA
OG0008947	HEL_012125-RA	Bany_08915-RA
OG0008948	HEL_000355-RA	Bany_16683-RA
OG0008952	HEL_001580-RA	Bany_00344-RA
OG0008955	HEL_006159-RA	Bany_12056-RA
OG0008956	HEL_007896-RA	Bany_06197-RA
OG0008957	HEL_010068-RA	Bany_01204-RA
OG0008958	HEL_012123-RA	Bany_08920-RA
OG0008961	HEL_006570-RA	Bany_11472-RA
OG0008969	HEL_002455-RA	Bany_03782-RA
OG0008970	HEL_009870-RA, HEL_005582-RA	Bany_07421-RA
OG0008971	HEL_012717-RA	Bany_14563-RA
OG0008976	HEL_000342-RA	Bany_16697-RA
OG0008979	HEL_002896-RA	Bany_04662-RA
OG0008980	HEL_002895-RA	Bany_04663-RA
OG0008983	HEL_002894-RA	Bany_04664-RA
OG0008986	HEL_002028-RA, HEL_002029-RA, HEL_002027-RA	Bany_17237-RA
OG0008991	HEL_002470-RA	Bany_03794-RA
OG0008992	HEL_007891-RA	Bany_06203-RA
OG0008993	HEL_005208-RA	Bany_09617-RA
OG0008994	HEL_002477-RA	Bany_03799-RA
OG0008995	HEL_011554-RA	Bany_15114-RA
OG0008996	HEL_004279-RA	Bany_10884-RA
OG0008997	HEL_008987-RA	Bany_13326-RA
OG0008998	HEL_004175-RA	Bany_12972-RA
OG0008999	HEL_011866-RA	Bany_17978-RA
OG0009001	HEL_008989-RA	Bany_13328-RA
OG0009003	HEL_008990-RA	Bany_13329-RA
OG0009004	HEL_000630-RA, HEL_000629-RA, HEL_000628-RA	Bany_06891-RA, Bany_06887-RA
OG0009005	HEL_009203-RA	Bany_02943-RA
OG0009011	HEL_007884-RA	Bany_06217-RA
OG0009012	HEL_011558-RA	Bany_15124-RA
OG0009016	HEL_009920-RA, HEL_009918-RA	Bany_01253-RA
OG0009017	HEL_010799-RA	Bany_08948-RA
OG0009018	HEL_011872-RA	Bany_17988-RA
OG0009019	HEL_007191-RA	Bany_07462-RA
OG0009022	HEL_010882-RA	Bany_10180-RA
OG0009024	HEL_010885-RA	Bany_10182-RA
OG0009025	HEL_007874-RA	Bany_06225-RA
OG0009026	HEL_002496-RA	Bany_03818-RA
OG0009027	HEL_004192-RA	Bany_12986-RA
OG0009029	HEL_012708-RA	Bany_14572-RA
OG0009031	HEL_007189-RA	Bany_07467-RA
OG0009032	HEL_001850-RA	Bany_17257-RA
OG0009034	HEL_000641-RA	Bany_06903-RA
OG0009036	HEL_012468-RA	Bany_13343-RA
OG0009038	HEL_008726-RA	Bany_05511-RA
OG0009039	HEL_007184-RA	Bany_07472-RA
OG0009041	HEL_001846-RA	Bany_17263-RA
OG0009043	HEL_007544-RA	Bany_08242-RA
OG0009046	HEL_002509-RA	Bany_03833-RA
OG0009049	HEL_014416-RA	Bany_01271-RA
OG0009052	HEL_007540-RA	Bany_08247-RA
OG0009056	HEL_004257-RA	Bany_10901-RA
OG0009057	HEL_012471-RA	Bany_13346-RA
OG0009060	HEL_010898-RA	Bany_10196-RA
OG0009064	HEL_009858-RA	Bany_01294-RA
OG0009065	HEL_009585-RA	Bany_18010-RA
OG0009067	HEL_001520-RA	Bany_00393-RA
OG0009068	HEL_010902-RA	Bany_10201-RA
OG0009070	HEL_010903-RA	Bany_10203-RA
OG0009072	HEL_002873-RA	Bany_04688-RA
OG0009073	HEL_008714-RA	Bany_05529-RA
OG0009077	HEL_000659-RA	Bany_06922-RA
OG0009078	HEL_004089-RA	Bany_14604-RA
OG0009080	HEL_004775-RA	Bany_02247-RA
OG0009081	HEL_002867-RA	Bany_04694-RA
OG0009082	HEL_001512-RA	Bany_00403-RA
OG0009083	HEL_007840-RA	Bany_06259-RA
OG0009085	HEL_006133-RA	Bany_12095-RA
OG0009086	HEL_010907-RA	Bany_10206-RA
OG0009087	HEL_002957-RA	Bany_03842-RA
OG0009089	HEL_003782-RA	Bany_09662-RA
OG0009091	HEL_004248-RA	Bany_10912-RA
OG0009094	HEL_009863-RA	Bany_01300-RA
OG0009096	HEL_005589-RA	Bany_15734-RA
OG0009098	HEL_014092-RA	Bany_11555-RA
OG0009099	HEL_007167-RA	Bany_07493-RA
OG0009100	HEL_011577-RA	Bany_15151-RA
OG0009101	HEL_005587-RA	Bany_15737-RA
OG0009103	HEL_007165-RA	Bany_07495-RA
OG0009104	HEL_007522-RA	Bany_08258-RA
OG0009105	HEL_000671-RA	Bany_06935-RA
OG0009106	HEL_007519-RA	Bany_08260-RA
OG0009114	HEL_002857-RA	Bany_04704-RA
OG0009116	HEL_006122-RA	Bany_12110-RA
OG0009117	HEL_006120-RA	Bany_12112-RA
OG0009118	HEL_006117-RA	Bany_12113-RA
OG0009119	HEL_009568-RA, HEL_009569-RA	Bany_18035-RA
OG0009120	HEL_009878-RA	Bany_01314-RA
OG0009121	HEL_002168-RA	Bany_06950-RA
OG0009124	HEL_001825-RA	Bany_17289-RA
OG0009125	HEL_014102-RA	Bany_11569-RA
OG0009126	HEL_010928-RA	Bany_10223-RA
OG0009127	HEL_010929-RA	Bany_10224-RA
OG0009130	HEL_002963-RA	Bany_03850-RA
OG0009138	HEL_002970-RA	Bany_03857-RA
OG0009139	HEL_009890-RA	Bany_01329-RA
OG0009140	HEL_002849-RA	Bany_04718-RA
OG0009141	HEL_010425-RA	Bany_07514-RA
OG0009142	HEL_009929-RA	Bany_01336-RA
OG0009143	HEL_010937-RA	Bany_10233-RA
OG0009146	HEL_008673-RA	Bany_05559-RA
OG0009147	HEL_009934-RA	Bany_01338-RA
OG0009148	HEL_009557-RA	Bany_18051-RA
OG0009151	HEL_005572-RA	Bany_15755-RA
OG0009152	HEL_005571-RA	Bany_15756-RA
OG0009156	HEL_002178-RA	Bany_06968-RA
OG0009157	HEL_014117-RA	Bany_11586-RA
OG0009158	HEL_004237-RA	Bany_10926-RA
OG0009159	HEL_006967-RA	Bany_02273-RA
OG0009163	HEL_001486-RA	Bany_00438-RA
OG0009164	HEL_009950-RA	Bany_01347-RA
OG0009169	HEL_010775-RA	Bany_08985-RA
OG0009171	HEL_013970-RA	Bany_01351-RA
OG0009172	HEL_010960-RA	Bany_10253-RA
OG0009174	HEL_010431-RA	Bany_07530-RA
OG0009175	HEL_005561-RA	Bany_15767-RA
OG0009176	HEL_006959-RA	Bany_02284-RA
OG0009178	HEL_010767-RA	Bany_08993-RA
OG0009179	HEL_002830-RA	Bany_04733-RA
OG0009180	HEL_010963-RA	Bany_10258-RA
OG0009181	HEL_002829-RA	Bany_04734-RA
OG0009182	HEL_010439-RA	Bany_07534-RA
OG0009183	HEL_012772-RA	Bany_11602-RA
OG0009184	HEL_003724-RA	Bany_09691-RA
OG0009185	HEL_006956-RA	Bany_02290-RA
OG0009186	HEL_002981-RA	Bany_03874-RA
OG0009187	HEL_006103-RA	Bany_12132-RA
OG0009188	HEL_010966-RA	Bany_10261-RA
OG0009195	HEL_002809-RA	Bany_04748-RA
OG0009196	HEL_014007-RA	Bany_15179-RA
OG0009197	HEL_004232-RA	Bany_10929-RA
OG0009198	HEL_005551-RA	Bany_15783-RA
OG0009199	HEL_010974-RA	Bany_10273-RA
OG0009200	HEL_000064-RA	Bany_10274-RA
OG0009201	HEL_014014-RA	Bany_15187-RA
OG0009202	HEL_002984-RA	Bany_03877-RA
OG0009203	HEL_001456-RA	Bany_00458-RA
OG0009205	HEL_012740-RA	Bany_14656-RA
OG0009208	HEL_002802-RA	Bany_04757-RA
OG0009209	HEL_004716-RA	Bany_17669-RA
OG0009211	HEL_009968-RA	Bany_01376-RA
OG0009212	HEL_009969-RA	Bany_01377-RA
OG0009218	HEL_002985-RA	Bany_03880-RA
OG0009219	HEL_005979-RA	Bany_06991-RA
OG0009220	HEL_012895-RA	Bany_15203-RA
OG0009221	HEL_013728-RA	Bany_13398-RA
OG0009223	HEL_006092-RA	Bany_12142-RA
OG0009224	HEL_010755-RA	Bany_09014-RA
OG0009226	HEL_001447-RA	Bany_00466-RA
OG0009229	HEL_000056-RA	Bany_10287-RA, Bany_10288-RA
OG0009231	HEL_010752-RA	Bany_09018-RA
OG0009233	HEL_003708-RA	Bany_09707-RA
OG0009234	HEL_012901-RA	Bany_15208-RA
OG0009235	HEL_004583-RA	Bany_05573-RA
OG0009236	HEL_012902-RA	Bany_15209-RA
OG0009238	HEL_013745-RA	Bany_13408-RA
OG0009239	HEL_001334-RA	Bany_00474-RA
OG0009240	HEL_000282-RA	Bany_16791-RA
OG0009241	HEL_002995-RA	Bany_03890-RA
OG0009243	HEL_009973-RA	Bany_01386-RA
OG0009246	HEL_006089-RA	Bany_12146-RA
OG0009247	HEL_009976-RA	Bany_01390-RA
OG0009248	HEL_000050-RA	Bany_10294-RA
OG0009251	HEL_009982-RA	Bany_01394-RA
OG0009252	HEL_006085-RA	Bany_12149-RA
OG0009253	HEL_007454-RA	Bany_08327-RA
OG0009254	HEL_000276-RA	Bany_16799-RA
OG0009256	HEL_013750-RA	Bany_13418-RA
OG0009257	HEL_009985-RA	Bany_01400-RA
OG0009260	HEL_004709-RA	Bany_17675-RA
OG0009262	HEL_003693-RA	Bany_09730-RA
OG0009264	HEL_006919-RA	Bany_02323-RA
OG0009271	HEL_013613-RA	Bany_14679-RA
OG0009273	HEL_001081-RA	Bany_13994-RA
OG0009275	HEL_003788-RA	Bany_09738-RA
OG0009276	HEL_003013-RA	Bany_03912-RA
OG0009277	HEL_014079-RA	Bany_13426-RA
OG0009280	HEL_012923-RA	Bany_15227-RA
OG0009281	HEL_014473-RA	Bany_07577-RA
OG0009283	HEL_012924-RA	Bany_15229-RA
OG0009284	HEL_000274-RA	Bany_16806-RA
OG0009285	HEL_003022-RA	Bany_03921-RA
OG0009286	HEL_003021-RA	Bany_03922-RA
OG0009287	HEL_012359-RA	Bany_17319-RA
OG0009288	HEL_008210-RA	Bany_11639-RA
OG0009289	HEL_014080-RA	Bany_13427-RA
OG0009291	HEL_003026-RA	Bany_03925-RA
OG0009294	HEL_004559-RA	Bany_05602-RA
OG0009297	HEL_010743-RA	Bany_09029-RA
OG0009298	HEL_013618-RA	Bany_14688-RA
OG0009299	HEL_006303-RA	Bany_06325-RA
OG0009301	HEL_003038-RA	Bany_03936-RA
OG0009303	HEL_007428-RA	Bany_08354-RA
OG0009304	HEL_010016-RA	Bany_01435-RA
OG0009305	HEL_002755-RA	Bany_04808-RA
OG0009307	HEL_001106-RA	Bany_14021-RA
OG0009309	HEL_012353-RA	Bany_17324-RA
OG0009311	HEL_012352-RA	Bany_17325-RA
OG0009312	HEL_007425-RA	Bany_08360-RA
OG0009316	HEL_004548-RA	Bany_05615-RA
OG0009317	HEL_006077-RA	Bany_12159-RA
OG0009318	HEL_013631-RA	Bany_14701-RA
OG0009322	HEL_013634-RA	Bany_14704-RA
OG0009325	HEL_003053-RA	Bany_03956-RA
OG0009326	HEL_013555-RA	Bany_01454-RA
OG0009330	HEL_013641-RA	Bany_14714-RA
OG0009331	HEL_012343-RA	Bany_17329-RA
OG0009332	HEL_012342-RA	Bany_17330-RA
OG0009333	HEL_012928-RA	Bany_15245-RA
OG0009337	HEL_004206-RA	Bany_10968-RA, Bany_10967-RA
OG0009338	HEL_013649-RA	Bany_14719-RA
OG0009341	HEL_012258-RA	Bany_13445-RA, Bany_13446-RA
OG0009346	HEL_000264-RA	Bany_16819-RA
OG0009349	HEL_000261-RA	Bany_16823-RA
OG0009350	HEL_012337-RA	Bany_17335-RA
OG0009351	HEL_008184-RA	Bany_11680-RA
OG0009352	HEL_012336-RA	Bany_17336-RA
OG0009354	HEL_007319-RA	Bany_15257-RA
OG0009356	HEL_003102-RA	Bany_03967-RA
OG0009357	HEL_005498-RA	Bany_15846-RA
OG0009358	HEL_008183-RA	Bany_11682-RA
OG0009359	HEL_003834-RA	Bany_09766-RA
OG0009360	HEL_012464-RA	Bany_13456-RA
OG0009363	HEL_012463-RA	Bany_13458-RA
OG0009364	HEL_012461-RA	Bany_13460-RA
OG0009366	HEL_014151-RA	Bany_05650-RA
OG0009367	HEL_008152-RA	Bany_11686-RA
OG0009368	HEL_014156-RA	Bany_05658-RA
OG0009369	HEL_010578-RA	Bany_12210-RA
OG0009370	HEL_007292-RA	Bany_15279-RA
OG0009374	HEL_003092-RA	Bany_03975-RA
OG0009375	HEL_003839-RA	Bany_09772-RA
OG0009377	HEL_012310-RA	Bany_17355-RA
OG0009379	HEL_013156-RA	Bany_01504-RA
OG0009380	HEL_012201-RA	Bany_09087-RA
OG0009381	HEL_001402-RA	Bany_00557-RA
OG0009382	HEL_010586-RA	Bany_12220-RA
OG0009383	HEL_012203-RA	Bany_09090-RA, Bany_09091-RA
OG0009386	HEL_003844-RA	Bany_09779-RA
OG0009387	HEL_014475-RA	Bany_07630-RA
OG0009388	HEL_010587-RA	Bany_12227-RA
OG0009389	HEL_003845-RA	Bany_09780-RA
OG0009391	HEL_003846-RA	Bany_09781-RA
OG0009392	HEL_008165-RA, HEL_008166-RA	Bany_11700-RA
OG0009393	HEL_001409-RA	Bany_00563-RA
OG0009395	HEL_012212-RA	Bany_09102-RA
OG0009396	HEL_013487-RA	Bany_17359-RA
OG0009397	HEL_001120-RA	Bany_14041-RA
OG0009398	HEL_001045-RA, HEL_001046-RA	Bany_14042-RA
OG0009399	HEL_006863-RA	Bany_02366-RA
OG0009400	HEL_003861-RA, HEL_003862-RA	Bany_09792-RA
OG0009402	HEL_003864-RA	Bany_09794-RA
OG0009405	HEL_012386-RA	Bany_10986-RA
OG0009407	HEL_012384-RA	Bany_10987-RA
OG0009408	HEL_005958-RA, HEL_005959-RA	Bany_07039-RA
OG0009409	HEL_005487-RA	Bany_15866-RA
OG0009412	HEL_013604-RA	Bany_14743-RA
OG0009413	HEL_013601-RA	Bany_14744-RA
OG0009414	HEL_012221-RA	Bany_09117-RA
OG0009415	HEL_000227-RA	Bany_16858-RA
OG0009416	HEL_005482-RA	Bany_15872-RA
OG0009417	HEL_006853-RA	Bany_02372-RA
OG0009419	HEL_002698-RA	Bany_04853-RA
OG0009420	HEL_007017-RA	Bany_07662-RA
OG0009421	HEL_007003-RA	Bany_07663-RA
OG0009423	HEL_001431-RA	Bany_00586-RA
OG0009425	HEL_012226-RA	Bany_09121-RA
OG0009429	HEL_006784-RA	Bany_04867-RA
OG0009431	HEL_013597-RA	Bany_14752-RA
OG0009432	HEL_012238-RA	Bany_09129-RA
OG0009433	HEL_013596-RA	Bany_14753-RA
OG0009436	HEL_013593-RA	Bany_14758-RA
OG0009437	HEL_013592-RA	Bany_14759-RA
OG0009438	HEL_000957-RA	Bany_14073-RA
OG0009442	HEL_005950-RA	Bany_07052-RA
OG0009443	HEL_013453-RA	Bany_17392-RA
OG0009444	HEL_001320-RA	Bany_00604-RA
OG0009445	HEL_003079-RA	Bany_03994-RA
OG0009446	HEL_000958-RA	Bany_14080-RA
OG0009448	HEL_010615-RA	Bany_12256-RA
OG0009451	HEL_013588-RA	Bany_14762-RA
OG0009452	HEL_003077-RA	Bany_03996-RA
OG0009453	HEL_007256-RA	Bany_15312-RA
OG0009454	HEL_005472-RA	Bany_15885-RA
OG0009456	HEL_013450-RA	Bany_17398-RA
OG0009459	HEL_007382-RA	Bany_08408-RA
OG0009462	HEL_013130-RA	Bany_01536-RA
OG0009464	HEL_003883-RA, HEL_003884-RA	Bany_09822-RA
OG0009465	HEL_008101-RA	Bany_11732-RA
OG0009466	HEL_005941-RA	Bany_07059-RA
OG0009467	HEL_000296-RA, HEL_000297-RA	Bany_16919-RA
OG0009468	HEL_008102-RA	Bany_11735-RA
OG0009470	HEL_003105-RA	Bany_04017-RA
OG0009471	HEL_008107-RA	Bany_11739-RA
OG0009473	HEL_007241-RA	Bany_15323-RA
OG0009474	HEL_003113-RA	Bany_04020-RA
OG0009476	HEL_011997-RA	Bany_14782-RA
OG0009477	HEL_008115-RA	Bany_11750-RA
OG0009478	HEL_008116-RA	Bany_11751-RA
OG0009480	HEL_004388-RA	Bany_05689-RA
OG0009481	HEL_003118-RA, HEL_003117-RA, HEL_003120-RA	Bany_04026-RA
OG0009482	HEL_013562-RA	Bany_14788-RA
OG0009483	HEL_004395-RA	Bany_05695-RA
OG0009485	HEL_013558-RA	Bany_14792-RA
OG0009488	HEL_010643-RA	Bany_12277-RA
OG0009489	HEL_010982-RA	Bany_10382-RA
